slate,Opp,Title,Player,Pos,Start,Team,BestOf,Odds,Win %,Salary,AvgKill,AvgDth,AvgAst,AvgCS,Floor,Ceiling,Avg,StD,FC Proj,My Proj,Exp.,Used,Con.,Value
47291,vs OG,LEC Main,Carzzy,ADC,P,MAD,1,-197.5,66.2%,10300,4.0,2.1,6.0,256.6,0.0,77.2,36.4,34.6,25.26,25.26,100,,5,2.5
47291,vs VIT,LEC Main,Perkz,ADC,P,G2,1,-225.0,69.4%,10000,4.1,2.7,5.4,282.0,0.0,93.4,44.2,45.7,24.89,24.89,100,,0,2.5
47291,vs S04,LEC Main,Patrik,ADC,P,XL,1,-137.5,57.8%,9700,3.0,2.3,3.6,313.0,9.6,42.1,20.3,13.0,22.63,22.63,100,,36,2.3
47291,vs RGE,LEC Main,Rekkles,ADC,P,FNC,1,-120.0,54.6%,9500,3.9,1.3,6.6,306.4,0.0,76.4,39.3,32.7,27.35,27.35,100,,17,2.9
47291,vs FNC,LEC Main,Hans sama,ADC,P,RGE,1,120.0,45.5%,9300,3.4,1.6,4.8,309.1,2.6,56.1,28.1,21.4,23.95,23.95,100,,24,2.6
47291,vs OG,LEC Main,Humanoid,MID,P,MAD,1,-197.5,66.2%,9300,3.7,2.7,5.7,287.3,0.0,63.0,33.0,25.8,24.33,24.33,100,,22,2.6
47291,vs OG,LEC Main,Shad0w,JNG,P,MAD,1,-197.5,66.2%,9100,3.2,2.4,6.9,165.0,0.0,76.2,33.8,34.2,24.85,24.85,100,,0,2.7
47291,vs SK,LEC Main,Kobbe,ADC,Y,MSF,1,117.5,46%,9100,3.1,1.5,4.7,326.1,0.0,37.5,30.2,25.0,0.0,0.0,100,,17,0.0
47291,vs VIT,LEC Main,Caps,MID,P,G2,1,-225.0,69.4%,9000,4.5,2.6,7.4,267.2,0.0,106.1,49.8,50.6,30.15,30.15,100,,0,3.4
47291,vs S04,LEC Main,Special,MID,P,XL,1,-137.5,57.8%,8800,3.5,2.0,5.0,293.8,0.0,44.0,24.4,18.6,16.08,16.08,100,,24,1.8
47291,vs MSF,LEC Main,Crownshot,ADC,P,SK,1,-117.5,54.1%,8700,2.9,1.6,4.0,340.1,11.2,40.2,21.8,11.6,22.8,22.8,100,,47,2.6
47291,vs VIT,LEC Main,Jankos,JNG,P,G2,1,-225.0,69.4%,8700,3.8,2.5,7.2,164.0,0.0,88.4,42.2,40.7,27.31,27.31,100,,4,3.1
47291,vs XL,LEC Main,Neon,ADC,P,S04,1,137.5,42.1%,8500,2.3,2.8,4.3,294.7,0.0,20.1,18.4,13.4,0.0,0.0,100,,27,0.0
47291,vs OG,LEC Main,Orome,TOP,P,MAD,1,-197.5,66.2%,8400,2.3,2.4,5.9,237.8,0.0,56.5,27.6,23.8,20.76,20.76,100,,14,2.5
47291,vs RGE,LEC Main,Nemesis,MID,P,FNC,1,-120.0,54.6%,8400,2.9,2.2,5.5,291.8,0.0,62.8,31.7,28.7,19.73,19.73,100,,9,2.3
47291,vs S04,LEC Main,Caedrel,JNG,P,XL,1,-137.5,57.8%,8300,1.6,2.8,4.0,166.3,6.0,28.3,13.4,8.9,14.91,14.91,100,,34,1.8
47291,vs VIT,LEC Main,Wunder,TOP,P,G2,1,-225.0,69.4%,8300,2.9,2.9,5.9,234.1,0.0,77.8,36.4,36.7,22.79,22.79,100,,0,2.7
47291,vs MAD,LEC Main,Upset,ADC,P,OG,1,197.5,33.6%,8300,3.6,1.4,5.3,338.7,0.0,69.8,34.3,28.6,26.86,26.86,100,,17,3.2
47291,vs FNC,LEC Main,Larssen,MID,P,RGE,1,120.0,45.5%,8200,4.4,1.7,4.2,310.4,8.2,57.0,29.6,19.5,27.71,27.71,100,,34,3.4
47291,vs G2,LEC Main,Comp,ADC,P,VIT,1,225.0,30.8%,8100,3.7,2.6,3.5,346.0,14.1,47.6,22.3,13.4,27.45,27.45,100,,40,3.4
47291,vs SK,LEC Main,Febiven,MID,Y,MSF,1,117.5,46%,8000,2.9,2.6,3.8,283.0,6.3,44.6,22.6,15.3,21.61,21.61,100,,32,2.7
47291,vs OG,LEC Main,Kaiser,SUP,P,MAD,1,-197.5,66.2%,8000,1.2,2.0,9.5,56.4,1.1,51.3,27.1,20.1,21.16,21.16,100,,26,2.6
47291,vs S04,LEC Main,Kryze,TOP,P,XL,1,-137.5,57.8%,8000,2.1,2.5,2.3,285.2,6.2,32.2,14.1,10.4,16.56,16.56,100,,26,2.1
47291,vs RGE,LEC Main,SelfMade,JNG,P,FNC,1,-120.0,54.6%,8000,3.7,2.4,6.4,185.2,0.0,71.9,34.3,33.1,22.22,22.22,100,,3,2.8
47291,vs OG,LEC Main,MAD Lions,TEAM,Y,MAD,1,-197.5,66.2%,7900,0.0,0.0,0.0,0.0,6.4,31.6,18.2,10.1,16.46,16.46,100,,45,2.1
47291,vs VIT,LEC Main,Mikyx,SUP,P,G2,1,-225.0,69.4%,7900,1.1,2.8,9.7,51.0,0.0,79.9,35.6,40.3,19.44,19.44,100,,0,2.5
47291,vs FNC,LEC Main,Inspired,JNG,P,RGE,1,120.0,45.5%,7800,1.9,1.6,7.0,157.0,2.3,50.5,24.8,19.3,21.57,21.57,100,,22,2.8
47291,vs VIT,LEC Main,G2 Esports,TEAM,Y,G2,1,-225.0,69.4%,7800,0.0,0.0,0.0,0.0,0.0,53.6,24.6,25.4,15.54,15.54,100,,0,2.0
47291,vs MSF,LEC Main,ZaZee,MID,P,SK,1,-117.5,54.1%,7800,2.6,1.9,6.6,312.1,12.7,38.9,25.5,10.5,23.18,23.18,100,,59,3.0
47291,vs RGE,LEC Main,Bwipo,TOP,P,FNC,1,-120.0,54.6%,7800,3.1,3.3,6.5,228.0,0.0,63.6,31.5,29.7,19.06,19.06,100,,6,2.4
47291,vs S04,LEC Main,Excel Esports,TEAM,Y,XL,1,-137.5,57.8%,7700,0.0,0.0,0.0,0.0,5.6,28.4,11.8,9.1,14.73,14.73,100,,23,1.9
47291,vs FNC,LEC Main,Finn,TOP,P,RGE,1,120.0,45.5%,7600,1.8,2.8,5.3,241.9,0.0,51.0,21.8,21.8,18.25,18.25,100,,0,2.4
47291,vs RGE,LEC Main,Fnatic,TEAM,Y,FNC,1,-120.0,54.6%,7600,0.0,0.0,0.0,0.0,0.0,49.0,23.1,22.5,15.24,15.24,100,,3,2.0
47291,vs S04,LEC Main,Tore,SUP,P,XL,1,-137.5,57.8%,7600,0.4,2.9,5.5,40.9,1.3,25.0,10.3,9.5,10.78,10.78,100,,8,1.4
47291,vs SK,LEC Main,Dan Dan,TOP,Y,MSF,1,117.5,46%,7500,2.4,2.4,3.9,261.7,8.4,38.9,20.1,12.2,20.55,20.55,100,,39,2.7
47291,vs SK,LEC Main,Razork,JNG,Y,MSF,1,117.5,46%,7500,2.3,3.2,5.5,165.8,7.6,42.6,20.6,14.0,21.57,21.57,100,,32,2.9
47291,vs FNC,LEC Main,Rogue,TEAM,Y,RGE,1,120.0,45.5%,7500,0.0,0.0,0.0,0.0,0.0,32.8,17.3,13.3,12.83,12.83,100,,23,1.7
47291,vs XL,LEC Main,Abbedagge,MID,P,S04,1,137.5,42.1%,7500,3.2,2.4,4.1,350.6,18.7,49.9,21.8,12.5,31.19,31.19,100,,43,4.2
47291,vs SK,LEC Main,Misfits,TEAM,Y,MSF,1,117.5,46%,7400,0.0,0.0,0.0,0.0,0.1,33.8,17.3,13.5,13.59,13.59,100,,22,1.8
47291,vs MAD,LEC Main,Nukeduck,MID,P,OG,1,197.5,33.6%,7400,2.2,2.4,5.4,269.9,0.0,57.2,26.5,24.6,20.31,20.31,100,,7,2.7
47291,vs RGE,LEC Main,Hylissang,SUP,P,FNC,1,-120.0,54.6%,7400,0.8,4.0,8.0,52.1,0.0,54.7,22.6,28.8,11.48,11.48,100,,0,1.6
47291,vs FNC,LEC Main,Vander,SUP,P,RGE,1,120.0,45.5%,7300,1.0,1.9,7.3,38.1,2.5,37.0,18.6,13.8,16.34,16.34,100,,26,2.2
47291,vs MSF,LEC Main,SK Gaming,TEAM,Y,SK,1,-117.5,54.1%,7300,0.0,0.0,0.0,0.0,7.0,30.5,13.9,9.4,16.43,16.43,100,,32,2.3
47291,vs MSF,LEC Main,Trick,JNG,P,SK,1,-117.5,54.1%,7300,1.7,3.0,5.1,167.4,8.3,31.3,15.5,9.2,17.54,17.54,100,,41,2.4
47291,vs G2,LEC Main,Milica,MID,P,VIT,1,225.0,30.8%,7300,2.8,1.9,4.6,333.5,18.0,41.8,22.5,9.5,27.52,27.52,100,,58,3.8
47291,vs XL,LEC Main,FC Schalke 04,TEAM,Y,S04,1,137.5,42.1%,7200,,,,,0.0,0.0,,,0.0,0.0,100,,0,0.0
47291,vs SK,LEC Main,Doss,SUP,N,MSF,1,117.5,46%,7200,0.2,2.6,6.5,31.5,0.0,12.6,11.4,8.4,0.0,0.0,100,,26,0.0
