slate,Opp,Title,Player,Pos,Start,Team,BestOf,Odds,Win %,Salary,AvgKill,AvgDth,AvgAst,AvgCS,Floor,Ceiling,Avg,StD,FC Proj,My Proj,Exp.,Used,Con.,Value
47442,vs APK,LCK LPL Main,Ruler,ADC,P,GEN,3,-1400.0,93.5%,10200,4.6,1.3,5.0,320.4,50.5,116.5,77.9,26.4,76.85,76.85,100,,66,7.5
47442,vs OMG,LCK LPL Main,Puff,ADC,Y,IG,3,-612.5,86.2%,10100,4.6,2.3,5.0,277.1,43.7,113.0,76.1,27.7,71.44,71.44,100,,64,7.1
47442,vs AF,LCK LPL Main,Deft,ADC,P,DRX,3,-412.5,80.6%,9900,3.9,1.8,5.1,310.0,40.9,106.9,75.3,26.4,67.33,67.33,100,,65,6.8
47442,vs LNG,LCK LPL Main,ZWuji,ADC,Y,RW,3,-210.0,67.6%,9600,3.4,2.7,6.2,279.2,38.2,117.2,68.8,31.6,69.76,69.76,100,,54,7.3
47442,vs BLG,LCK LPL Main,Hope,ADC,Y,EDG,3,-137.5,57.8%,9300,4.4,1.8,5.3,325.9,45.8,118.0,79.0,28.9,74.66,74.66,100,,63,8.0
47442,vs APK,LCK LPL Main,Bdd,MID,P,GEN,3,-1400.0,93.5%,9200,3.6,1.3,6.0,279.3,52.4,110.4,74.5,23.2,75.57,75.57,100,,69,8.2
47442,vs OMG,LCK LPL Main,Rookie,MID,Y,IG,3,-612.5,86.2%,9000,3.6,2.8,6.6,236.5,46.8,105.8,72.1,23.6,70.41,70.41,100,,67,7.8
47442,vs EDG,LCK LPL Main,Wings,ADC,Y,BLG,3,137.5,42.1%,9000,2.7,2.3,4.8,323.6,17.7,91.7,60.2,29.6,47.33,47.33,100,,51,5.3
47442,vs RW,LCK LPL Main,Light,ADC,Y,LNG,3,210.0,32.3%,8800,2.7,2.5,3.4,290.9,15.6,93.4,45.7,31.1,46.7,46.7,100,,32,5.3
47442,vs AF,LCK LPL Main,Chovy,MID,P,DRX,3,-412.5,80.6%,8700,3.4,1.7,5.1,301.6,38.7,102.2,71.2,25.4,64.05,64.05,100,,64,7.4
47442,vs APK,LCK LPL Main,Clid,JNG,P,GEN,3,-1400.0,93.5%,8700,2.5,1.8,7.3,177.9,43.2,102.5,66.3,23.7,66.94,66.94,100,,64,7.7
47442,vs DRX,LCK LPL Main,Mystic,ADC,P,AF,3,412.5,19.5%,8500,3.5,2.5,4.1,313.0,8.4,83.6,58.8,30.1,38.45,38.45,100,,49,4.5
47442,vs LNG,LCK LPL Main,Wuming,MID,Y,RW,3,-210.0,67.6%,8500,3.2,2.3,7.5,236.7,25.1,110.9,64.8,34.3,59.4,59.4,100,,47,7.0
47442,vs OMG,LCK LPL Main,Ning,JNG,Y,IG,3,-612.5,86.2%,8400,2.5,2.6,7.7,165.0,34.5,99.3,64.4,25.9,60.4,60.4,100,,60,7.2
47442,vs APK,LCK LPL Main,Rascal,TOP,P,GEN,3,-1400.0,93.5%,8400,2.5,1.8,6.3,266.4,42.7,103.2,65.4,24.2,66.94,66.94,100,,63,8.0
47442,vs IG,LCK LPL Main,Smlz,ADC,Y,OMG,3,612.5,14%,8300,3.0,2.4,4.4,285.6,14.0,77.8,57.5,25.5,39.53,39.53,100,,56,4.8
47442,vs AF,LCK LPL Main,Pyosik,JNG,P,DRX,3,-412.5,80.6%,8200,2.5,2.0,6.8,187.2,32.7,97.7,66.7,26.0,58.7,58.7,100,,61,7.2
47442,vs OMG,LCK LPL Main,TheShy,TOP,Y,IG,3,-612.5,86.2%,8200,3.2,4.0,5.2,238.3,34.1,89.1,60.1,22.0,56.14,56.14,100,,63,6.8
47442,vs BLG,LCK LPL Main,Scout,MID,Y,EDG,3,-137.5,57.8%,8200,3.6,2.2,5.9,289.8,45.8,103.3,72.1,23.0,68.81,68.81,100,,68,8.4
47442,vs GEN,LCK LPL Main,HyBriD,ADC,P,APK,3,1400.0,6.7%,8100,3.5,2.5,2.9,346.8,6.8,82.6,53.0,30.3,37.14,37.14,100,,43,4.6
47442,vs AF,LCK LPL Main,Doran,TOP,P,DRX,3,-412.5,80.6%,8000,2.4,2.5,5.3,270.1,31.9,89.4,60.9,23.0,54.85,54.85,100,,62,6.9
47442,vs EDG,LCK LPL Main,FoFo,MID,Y,BLG,3,137.5,42.1%,8000,3.3,2.1,4.7,271.9,22.4,92.7,62.7,28.1,50.5,50.5,100,,55,6.3
47442,vs LNG,LCK LPL Main,Haro,JNG,Y,RW,3,-210.0,67.6%,8000,4.1,2.7,5.8,201.6,33.0,118.0,68.6,34.0,66.95,66.95,100,,50,8.4
47442,vs APK,LCK LPL Main,Life,SUP,P,GEN,3,-1400.0,93.5%,8000,0.6,1.8,8.8,43.1,32.7,88.9,53.7,22.5,55.19,55.19,100,,58,6.9
47442,vs LNG,LCK LPL Main,Ruby,MID,N,RW,3,-210.0,67.6%,7900,2.8,3.4,5.5,232.8,0.0,42.9,52.1,28.6,0.0,0.0,100,,45,0.0
47442,vs APK,LCK LPL Main,Gen.G,TEAM,Y,GEN,3,-1400.0,93.5%,7900,0.0,0.0,0.0,0.0,41.9,82.4,47.4,16.2,58.11,58.11,100,,66,7.4
47442,vs OMG,LCK LPL Main,Baolan,SUP,Y,IG,3,-612.5,86.2%,7800,0.8,2.8,10.4,35.4,35.8,62.5,66.2,10.7,46.46,46.46,100,,84,6.0
47442,vs OMG,LCK LPL Main,Invictus Gaming,TEAM,Y,IG,3,-612.5,86.2%,7800,0.0,0.0,0.0,0.0,34.6,70.6,43.8,14.4,48.95,48.95,100,,67,6.3
47442,vs AF,LCK LPL Main,Keria,SUP,P,DRX,3,-412.5,80.6%,7700,0.8,1.9,8.8,43.1,25.8,85.8,55.9,24.0,49.79,49.79,100,,57,6.5
47442,vs AF,LCK LPL Main,DRX,TEAM,Y,DRX,3,-412.5,80.6%,7700,0.0,0.0,0.0,0.0,50.2,50.2,4.0,0.0,50.18,50.18,100,,0,6.5
47442,vs RW,LCK LPL Main,Maple,MID,Y,LNG,3,210.0,32.3%,7700,2.8,2.2,4.4,252.3,11.7,94.9,52.3,33.3,44.98,44.98,100,,36,5.8
47442,vs LNG,LCK LPL Main,Holder,TOP,Y,RW,3,-210.0,67.6%,7700,2.4,3.5,5.9,219.4,11.6,90.4,47.3,31.5,43.11,43.11,100,,33,5.6
47442,vs BLG,LCK LPL Main,JieJie,JNG,Y,EDG,3,-137.5,57.8%,7700,2.6,1.9,7.4,157.3,28.9,99.4,60.7,28.2,57.12,57.12,100,,54,7.4
47442,vs LNG,LCK LPL Main,Rogue Warriors,TEAM,Y,RW,3,-210.0,67.6%,7600,0.0,0.0,0.0,0.0,26.5,68.7,32.0,16.9,43.39,43.39,100,,47,5.7
47442,vs BLG,LCK LPL Main,xiaoxiang,TOP,Y,EDG,3,-137.5,57.8%,7600,3.3,2.9,3.5,255.3,26.9,95.6,50.7,27.5,54.35,54.35,100,,46,7.2
47442,vs EDG,LCK LPL Main,Kingen,TOP,Y,BLG,3,137.5,42.1%,7500,2.1,3.4,4.1,231.2,3.2,71.9,38.7,27.5,30.68,30.68,100,,29,4.1
47442,vs DRX,LCK LPL Main,Fly,MID,P,AF,3,412.5,19.5%,7500,2.3,2.2,4.9,253.0,1.9,77.4,48.5,30.2,32.1,32.1,100,,38,4.3
47442,vs LNG,LCK LPL Main,Ley,SUP,Y,RW,3,-210.0,67.6%,7500,0.8,3.5,9.0,46.2,26.1,92.8,49.2,26.7,52.78,52.78,100,,46,7.0
47442,vs BLG,LCK LPL Main,EDward Gaming,TEAM,Y,EDG,3,-137.5,57.8%,7500,0.0,0.0,0.0,0.0,25.8,72.1,40.0,18.5,44.32,44.32,100,,54,5.9
47442,vs EDG,LCK LPL Main,Meteor,JNG,Y,BLG,3,137.5,42.1%,7400,2.2,2.5,6.9,181.6,17.6,82.1,60.4,25.8,43.38,43.38,100,,57,5.9
47442,vs EDG,LCK LPL Main,Bilibili Gaming,TEAM,Y,BLG,3,137.5,42.1%,7400,0.0,0.0,0.0,0.0,21.2,64.7,36.1,17.4,38.59,38.59,100,,52,5.2
47442,vs BLG,LCK LPL Main,Aodi,TOP,N,EDG,3,-137.5,57.8%,7400,2.4,2.3,6.0,242.7,0.0,33.3,64.0,22.2,0.0,0.0,100,,65,0.0
47442,vs RW,LCK LPL Main,Flandre,TOP,Y,LNG,3,210.0,32.3%,7300,2.1,3.4,4.4,261.9,10.6,74.6,43.5,25.6,36.15,36.15,100,,41,5.0
47442,vs RW,LCK LPL Main,Xx,JNG,Y,LNG,3,210.0,32.3%,7300,1.5,2.8,5.1,166.4,10.2,74.2,40.8,25.6,35.79,35.79,100,,37,4.9
47442,vs RW,LCK LPL Main,LNG Esports,TEAM,Y,LNG,3,210.0,32.3%,7300,0.0,0.0,0.0,0.0,16.9,62.1,27.9,18.1,34.98,34.98,100,,35,4.8
47442,vs BLG,LCK LPL Main,JunJia,JNG,N,EDG,3,-137.5,57.8%,7300,2.0,2.7,7.3,169.4,0.0,45.8,58.9,30.5,0.0,0.0,100,,48,0.0
47442,vs BLG,LCK LPL Main,Meiko,SUP,Y,EDG,3,-137.5,57.8%,7300,0.6,3.0,8.4,34.1,17.4,82.9,48.2,26.2,43.6,43.6,100,,46,6.0
47442,vs IG,LCK LPL Main,icon,MID,Y,OMG,3,612.5,14%,7300,2.8,2.5,4.5,271.0,19.5,84.0,56.4,25.8,45.3,45.3,100,,54,6.2
47442,vs OMG,LCK LPL Main,Southwind,SUP,N,IG,3,-612.5,86.2%,7200,0.9,2.3,8.3,42.0,0.0,31.8,51.9,21.2,0.0,0.0,100,,59,0.0
47442,vs DRX,LCK LPL Main,Kiin,TOP,P,AF,3,412.5,19.5%,7200,2.3,2.7,4.5,277.3,6.4,70.1,49.1,25.5,31.85,31.85,100,,48,4.4
47442,vs DRX,LCK LPL Main,Spirit,JNG,P,AF,3,412.5,19.5%,7200,1.6,2.4,5.8,168.5,0.0,67.6,43.6,28.4,25.04,25.04,100,,35,3.5
47442,vs GEN,LCK LPL Main,Mickey,MID,P,APK,3,1400.0,6.7%,7200,2.0,2.9,3.4,275.3,0.0,47.9,27.9,23.2,13.13,13.13,100,,17,1.8
47442,vs EDG,LCK LPL Main,ADD,TOP,N,BLG,3,137.5,42.1%,7200,2.0,3.7,6.1,233.2,0.0,39.0,34.8,26.0,0.0,0.0,100,,25,0.0
47442,vs DRX,LCK LPL Main,Afreeca Freecs,TEAM,Y,AF,3,412.5,19.5%,7200,0.0,0.0,0.0,0.0,8.9,56.7,30.5,19.1,28.0,28.0,100,,37,3.9
47442,vs EDG,LCK LPL Main,XinMo,SUP,Y,BLG,3,137.5,42.1%,7100,0.5,3.3,6.9,33.1,4.2,59.7,36.9,22.2,26.42,26.42,100,,40,3.7
47442,vs IG,LCK LPL Main,OMG,TEAM,Y,OMG,3,612.5,14%,7100,0.0,0.0,0.0,0.0,7.7,52.2,34.1,17.8,25.53,25.53,100,,48,3.6
