slate,Opp,Title,Player,Pos,Start,Team,BestOf,Odds,Win %,Salary,AvgKill,AvgDth,AvgAst,AvgCS,Floor,Ceiling,Avg,StD,FC Proj,My Proj,Exp.,Used,Con.,Value
47447,vs VIT,LEC Main,Carzzy,ADC,P,MAD,1,-267.5,73%,10300,4.0,2.1,6.0,256.6,0.0,79.7,36.4,34.6,27.79,27.79,100,,5,2.7
47447,vs FNC,LEC Main,Perkz,ADC,P,G2,1,-120.0,54.6%,10100,4.1,2.7,5.4,282.0,0.0,93.5,44.2,45.7,24.94,24.94,100,,0,2.5
47447,vs G2,LEC Main,Rekkles,ADC,P,FNC,1,120.0,45.5%,9900,3.9,1.3,6.6,306.4,0.0,80.8,39.3,32.7,31.76,31.76,100,,17,3.2
47447,vs SK,LEC Main,Hans sama,ADC,P,RGE,1,-190.0,65.4%,9600,3.4,1.6,4.8,309.1,2.2,55.7,28.1,21.4,23.56,23.56,100,,24,2.5
47447,vs VIT,LEC Main,Humanoid,MID,P,MAD,1,-267.5,73%,9300,3.7,2.7,5.7,287.3,1.1,65.6,33.0,25.8,26.86,26.86,100,,22,2.9
47447,vs S04,LEC Main,Upset,ADC,P,OG,1,-155.0,60.6%,9300,3.6,1.4,5.3,338.7,0.0,70.5,34.3,28.6,27.61,27.61,100,,17,3.0
47447,vs VIT,LEC Main,Shad0w,JNG,P,MAD,1,-267.5,73%,9200,3.2,2.4,6.9,165.0,0.0,78.9,33.8,34.2,27.57,27.57,100,,0,3.0
47447,vs FNC,LEC Main,Caps,MID,P,G2,1,-120.0,54.6%,9200,4.5,2.6,7.4,267.2,0.0,106.1,49.8,50.6,30.21,30.21,100,,0,3.3
47447,vs XL,LEC Main,Kobbe,ADC,Y,MSF,1,-117.5,54.1%,9000,3.1,1.5,4.7,326.1,0.0,53.0,30.2,25.0,15.49,15.49,100,,17,1.7
47447,vs FNC,LEC Main,Jankos,JNG,P,G2,1,-120.0,54.6%,9000,3.8,2.5,7.2,164.0,0.0,88.3,42.2,40.7,27.23,27.23,100,,4,3.0
47447,vs G2,LEC Main,Nemesis,MID,P,FNC,1,120.0,45.5%,9000,2.9,2.2,5.5,291.8,0.0,65.9,31.7,28.7,22.86,22.86,100,,9,2.5
47447,vs SK,LEC Main,Larssen,MID,P,RGE,1,-190.0,65.4%,8800,4.4,1.7,4.2,310.4,7.8,56.5,29.6,19.5,27.25,27.25,100,,34,3.1
47447,vs MSF,LEC Main,Patrik,ADC,P,XL,1,117.5,46%,8700,3.0,2.3,3.6,313.0,7.0,39.5,20.3,13.0,19.97,19.97,100,,36,2.3
47447,vs G2,LEC Main,SelfMade,JNG,P,FNC,1,120.0,45.5%,8700,3.7,2.4,6.4,185.2,0.0,75.3,34.3,33.1,25.61,25.61,100,,3,2.9
47447,vs S04,LEC Main,Nukeduck,MID,P,OG,1,-155.0,60.6%,8500,2.2,2.4,5.4,269.9,0.0,58.4,26.5,24.6,21.5,21.5,100,,7,2.5
47447,vs VIT,LEC Main,Orome,TOP,P,MAD,1,-267.5,73%,8400,2.3,2.4,5.9,237.8,0.0,58.6,27.6,23.8,22.92,22.92,100,,14,2.7
47447,vs RGE,LEC Main,Crownshot,ADC,P,SK,1,190.0,34.5%,8400,2.9,1.6,4.0,340.1,8.5,37.5,21.8,11.6,20.13,20.13,100,,47,2.4
47447,vs SK,LEC Main,Inspired,JNG,P,RGE,1,-190.0,65.4%,8300,1.9,1.6,7.0,157.0,2.3,50.5,24.8,19.3,21.58,21.58,100,,22,2.6
47447,vs XL,LEC Main,Febiven,MID,Y,MSF,1,-117.5,54.1%,8200,2.9,2.6,3.8,283.0,8.9,47.2,22.6,15.3,24.21,24.21,100,,32,3.0
47447,vs S04,LEC Main,Xerxe,JNG,P,OG,1,-155.0,60.6%,8200,2.5,1.8,5.8,173.8,1.4,53.4,26.2,20.8,22.15,22.15,100,,21,2.7
47447,vs OG,LEC Main,Neon,ADC,P,S04,1,155.0,39.2%,8200,2.3,2.8,4.3,294.7,0.0,31.5,18.4,13.4,11.42,11.42,100,,27,1.4
47447,vs FNC,LEC Main,Wunder,TOP,P,G2,1,-120.0,54.6%,8100,2.9,2.9,5.9,234.1,0.0,77.8,36.4,36.7,22.73,22.73,100,,0,2.8
47447,vs MAD,LEC Main,Comp,ADC,P,VIT,1,267.5,27.2%,8100,3.7,2.6,3.5,346.0,11.4,44.9,22.3,13.4,24.77,24.77,100,,40,3.1
47447,vs XL,LEC Main,Razork,JNG,Y,MSF,1,-117.5,54.1%,8000,2.3,3.2,5.5,165.8,10.5,45.5,20.6,14.0,24.52,24.52,100,,32,3.1
47447,vs VIT,LEC Main,Kaiser,SUP,P,MAD,1,-267.5,73%,8000,1.2,2.0,9.5,56.4,3.4,53.7,27.1,20.1,23.53,23.53,100,,26,2.9
47447,vs VIT,LEC Main,MAD Lions,TEAM,Y,MAD,1,-267.5,73%,7900,0.0,0.0,0.0,0.0,7.5,32.8,18.2,10.1,17.63,17.63,100,,45,2.2
47447,vs MSF,LEC Main,Special,MID,P,XL,1,117.5,46%,7900,3.5,2.0,5.0,293.8,0.0,42.0,24.4,18.6,14.11,14.11,100,,24,1.8
47447,vs G2,LEC Main,Bwipo,TOP,P,FNC,1,120.0,45.5%,7900,3.1,3.3,6.5,228.0,0.0,66.5,31.5,29.7,21.91,21.91,100,,6,2.8
47447,vs FNC,LEC Main,G2 Esports,TEAM,Y,G2,1,-120.0,54.6%,7800,0.0,0.0,0.0,0.0,0.0,51.9,24.6,25.4,13.75,13.75,100,,0,1.8
47447,vs FNC,LEC Main,Mikyx,SUP,P,G2,1,-120.0,54.6%,7800,1.1,2.8,9.7,51.0,0.0,79.6,35.6,40.3,19.17,19.17,100,,0,2.5
47447,vs SK,LEC Main,Finn,TOP,P,RGE,1,-190.0,65.4%,7700,1.8,2.8,5.3,241.9,0.0,51.0,21.8,21.8,18.34,18.34,100,,0,2.4
47447,vs G2,LEC Main,Fnatic,TEAM,Y,FNC,1,120.0,45.5%,7700,0.0,0.0,0.0,0.0,0.0,47.8,23.1,22.5,14.07,14.07,100,,3,1.8
