slate,Opp,Title,Player,Pos,Start,Team,BestOf,Odds,Win %,Salary,AvgKill,AvgDth,AvgAst,AvgCS,Floor,Ceiling,Avg,StD,FC Proj,My Proj,Exp.,Used,Con.,Value
47988,vs CLG,LCS Main,Zven,ADC,P,C9,1.0,-545.0,84.7%,10300.0,4.3,1.1,5.2,281.2,0.0,81.5,38.9,35.5,28.25,28.25,100.0,,9.0,2.7
47988,vs IMT,LCS Main,WildTurtle,ADC,P,FLY,1.0,-285.0,74.1%,10000.0,2.6,1.8,4.5,293.1,0.0,75.3,32.7,34.0,24.33,24.33,100.0,,0.0,2.4
47988,vs TSM,LCS Main,Tactical,ADC,P,TL,1.0,-137.5,57.8%,9600.0,4.3,1.3,4.4,355.3,19.5,36.0,27.5,6.6,26.08,26.08,100.0,,76.0,2.7
47988,vs TL,LCS Main,Doublelift,ADC,P,TSM,1.0,137.5,42.1%,9500.0,3.5,1.8,3.2,349.0,4.2,32.7,22.2,11.4,15.57,15.57,100.0,,49.0,1.6
47988,vs CLG,LCS Main,Nisqy,MID,P,C9,1.0,-545.0,84.7%,9200.0,3.1,1.6,8.0,231.3,0.0,87.1,40.5,39.4,28.02,28.02,100.0,,3.0,3.0
47988,vs CLG,LCS Main,Blaber,JNG,P,C9,1.0,-545.0,84.7%,9000.0,4.2,2.3,7.1,189.3,0.0,78.5,39.0,34.1,27.34,27.34,100.0,,13.0,3.0
47988,vs IMT,LCS Main,PowerOfEvil,MID,P,FLY,1.0,-285.0,74.1%,9000.0,4.0,2.0,4.1,319.0,0.0,86.7,37.8,39.2,27.88,27.88,100.0,,0.0,3.1
47988,vs 100,LCS Main,Bang,ADC,P,EG,1.0,-120.0,54.6%,9000.0,2.9,1.3,4.6,308.0,1.1,56.6,29.3,22.2,23.29,23.29,100.0,,24.0,2.6
47988,vs IMT,LCS Main,Santorin,JNG,P,FLY,1.0,-285.0,74.1%,8800.0,2.3,2.6,6.8,167.6,0.0,75.4,32.2,33.6,25.0,25.0,100.0,,0.0,2.8
47988,vs TL,LCS Main,Bjergsen,MID,P,TSM,1.0,137.5,42.1%,8700.0,3.6,1.5,5.2,297.2,0.0,69.8,32.8,29.6,25.38,25.38,100.0,,10.0,2.9
47988,vs EG,LCS Main,CodySun,ADC,P,100,1.0,120.0,45.5%,8700.0,2.6,2.0,4.1,292.5,0.0,59.9,24.3,25.8,21.23,21.23,100.0,,0.0,2.4
47988,vs TSM,LCS Main,Jensen,MID,P,TL,1.0,-137.5,57.8%,8700.0,2.8,1.5,4.7,319.3,16.3,37.8,22.6,8.6,24.92,24.92,100.0,,62.0,2.9
47988,vs CLG,LCS Main,Licorice,TOP,P,C9,1.0,-545.0,84.7%,8500.0,2.6,2.1,5.9,244.2,0.0,69.5,32.0,32.1,21.33,21.33,100.0,,0.0,2.5
47988,vs FLY,LCS Main,Apollo,ADC,P,IMT,1.0,285.0,26%,8500.0,3.0,2.0,4.4,317.6,14.9,48.2,22.0,13.3,28.21,28.21,100.0,,40.0,3.3
47988,vs TSM,LCS Main,Broxah,JNG,P,TL,1.0,-137.5,57.8%,8400.0,1.5,1.6,6.4,186.0,9.5,34.0,19.5,9.8,19.34,19.34,100.0,,50.0,2.3
47988,vs 100,LCS Main,Goldenglue,MID,P,EG,1.0,-120.0,54.6%,8200.0,2.4,2.5,4.1,272.1,0.3,30.3,19.7,12.0,12.29,12.29,100.0,,39.0,1.5
47988,vs IMT,LCS Main,Solo,TOP,P,FLY,1.0,-285.0,74.1%,8200.0,2.2,3.0,5.4,258.9,0.0,67.6,32.8,30.6,21.71,21.71,100.0,,7.0,2.6
47988,vs C9,LCS Main,Stixxay,ADC,P,CLG,1.0,545.0,15.5%,8200.0,3.0,2.1,4.4,322.4,2.6,37.6,22.5,14.0,16.59,16.59,100.0,,38.0,2.0
47988,vs TL,LCS Main,Spica,JNG,P,TSM,1.0,137.5,42.1%,8100.0,1.8,2.3,6.4,170.5,14.9,41.4,19.2,10.6,25.52,25.52,100.0,,45.0,3.2
47988,vs CLG,LCS Main,Vulcan,SUP,P,C9,1.0,-545.0,84.7%,8100.0,1.2,1.3,9.4,35.1,0.0,65.2,31.0,29.5,20.95,20.95,100.0,,5.0,2.6
47988,vs TSM,LCS Main,Impact,TOP,P,TL,1.0,-137.5,57.8%,8000.0,2.1,2.4,4.1,265.4,7.2,32.4,17.5,10.1,17.28,17.28,100.0,,42.0,2.2
47988,vs CLG,LCS Main,Cloud9,TEAM,Y,C9,1.0,-545.0,84.7%,8000.0,0.0,0.0,0.0,0.0,0.0,56.5,29.0,24.3,20.02,20.02,100.0,,16.0,2.5
47988,vs IMT,LCS Main,IgNar,SUP,P,FLY,1.0,-285.0,74.1%,7800.0,0.7,2.3,7.7,41.5,0.0,59.9,24.8,27.2,19.1,19.1,100.0,,0.0,2.4
47988,vs 100,LCS Main,Svenskeren,JNG,P,EG,1.0,-120.0,54.6%,7800.0,1.6,3.1,5.9,163.9,0.0,50.2,22.5,20.9,18.85,18.85,100.0,,7.0,2.4
47988,vs IMT,LCS Main,FlyQuest,TEAM,Y,FLY,1.0,-285.0,74.1%,7800.0,0.0,0.0,0.0,0.0,0.0,57.2,21.6,26.0,18.23,18.23,100.0,,0.0,2.3
47988,vs TL,LCS Main,Broken Blade,TOP,P,TSM,1.0,137.5,42.1%,7700.0,2.5,2.3,5.2,256.8,0.0,56.7,26.9,25.7,18.14,18.14,100.0,,4.0,2.4
47988,vs EG,LCS Main,Ryoma,MID,P,100,1.0,120.0,45.5%,7700.0,2.9,2.5,4.5,275.2,0.0,57.7,24.5,23.1,23.08,23.08,100.0,,6.0,3.0
47988,vs TSM,LCS Main,Team Liquid,TEAM,Y,TL,1.0,-137.5,57.8%,7600.0,0.0,0.0,0.0,0.0,7.4,28.2,16.9,8.3,15.74,15.74,100.0,,51.0,2.1
47988,vs FLY,LCS Main,Insanity,MID,P,IMT,1.0,285.0,26%,7600.0,3.1,1.6,3.8,299.6,0.0,26.1,21.2,11.6,8.74,8.74,100.0,,45.0,1.2
47988,vs TSM,LCS Main,CoreJJ,SUP,P,TL,1.0,-137.5,57.8%,7500.0,0.5,1.6,7.5,40.0,6.5,29.5,15.7,9.2,15.73,15.73,100.0,,41.0,2.1
47988,vs C9,LCS Main,Pobelter,MID,D,CLG,1.0,545.0,15.5%,7500.0,2.9,3.0,4.6,320.9,4.3,34.3,21.3,12.0,16.28,16.28,100.0,,44.0,2.2
47988,vs EG,LCS Main,Contractz,JNG,P,100,1.0,120.0,45.5%,7500.0,3.2,2.0,6.5,185.7,0.6,37.1,24.2,14.6,15.2,15.2,100.0,,40.0,2.0
47988,vs TL,LCS Main,Team SoloMid,TEAM,Y,TSM,1.0,137.5,42.1%,7500.0,0.0,0.0,0.0,0.0,0.0,40.5,19.9,18.1,13.34,13.34,100.0,,9.0,1.8
47988,vs FLY,LCS Main,Xmithie,JNG,P,IMT,1.0,285.0,26%,7400.0,1.6,2.8,5.2,187.2,9.4,38.2,16.2,11.5,20.9,20.9,100.0,,29.0,2.8
47988,vs 100,LCS Main,Huni,TOP,P,EG,1.0,-120.0,54.6%,7400.0,1.8,3.4,4.5,265.5,0.1,25.6,16.7,10.2,10.3,10.3,100.0,,39.0,1.4
47988,vs 100,LCS Main,Evil Geniuses,TEAM,Y,EG,1.0,-120.0,54.6%,7400.0,0.0,0.0,0.0,0.0,4.4,29.4,16.2,10.0,14.4,14.4,100.0,,38.0,1.9
47988,vs EG,LCS Main,Ssumday,TOP,P,100,1.0,120.0,45.5%,7300.0,2.4,1.6,3.6,275.4,4.3,44.1,21.5,15.9,20.24,20.24,100.0,,26.0,2.8
47988,vs TL,LCS Main,Treatz,SUP,P,TSM,1.0,137.5,42.1%,7300.0,0.6,1.5,10.5,46.7,0.0,25.9,22.2,10.6,9.95,9.95,100.0,,52.0,1.4
47988,vs EG,LCS Main,100 Thieves,TEAM,Y,100,1.0,120.0,45.5%,7200.0,0.0,0.0,0.0,0.0,0.7,32.9,16.4,12.9,13.58,13.58,100.0,,21.0,1.9
47988,vs 100,LCS Main,Zeyzal,SUP,P,EG,1.0,-120.0,54.6%,7200.0,1.0,2.1,6.8,44.4,0.3,43.6,19.9,17.3,17.61,17.61,100.0,,13.0,2.4
47988,vs C9,LCS Main,Wiggily,JNG,D,CLG,1.0,545.0,15.5%,7200.0,1.7,2.7,6.1,183.4,5.0,29.7,18.1,9.9,14.87,14.87,100.0,,45.0,2.1
47988,vs FLY,LCS Main,Immortals,TEAM,Y,IMT,1.0,285.0,26%,7100.0,0.0,0.0,0.0,0.0,1.3,26.0,13.1,9.9,11.17,11.17,100.0,,24.0,1.6
47988,vs FLY,LCS Main,Allorim,TOP,P,IMT,1.0,285.0,26%,7100.0,2.0,2.9,4.8,252.7,0.0,27.3,17.7,13.5,7.05,7.05,100.0,,24.0,1.0
47988,vs EG,LCS Main,Poome,SUP,P,100,1.0,120.0,45.5%,7100.0,0.4,2.3,8.8,36.7,0.0,33.0,17.3,15.1,10.3,10.3,100.0,,13.0,1.5
47988,vs C9,LCS Main,Counter Logic Gaming,TEAM,Y,CLG,1.0,545.0,15.5%,7000.0,0.0,0.0,0.0,0.0,0.0,23.4,10.4,9.7,8.89,8.89,100.0,,7.0,1.3
47988,vs 100,LCS Main,Jiizuke,MID,D,EG,1.0,-120.0,54.6%,7000.0,3.5,2.5,4.6,308.3,0.0,36.0,30.4,24.0,0.0,0.0,100.0,,21.0,0.0
47988,vs FLY,LCS Main,Hakuho,SUP,P,IMT,1.0,285.0,26%,7000.0,0.4,2.1,6.0,34.3,4.4,26.4,12.0,8.8,13.21,13.21,100.0,,27.0,1.9
47988,vs C9,LCS Main,Ruin,TOP,P,CLG,1.0,545.0,15.5%,6900.0,2.2,3.0,4.7,252.9,3.6,30.8,18.3,10.9,14.47,14.47,100.0,,40.0,2.1
47988,vs 100,LCS Main,Kumo,TOP,D,EG,1.0,-120.0,54.6%,6800.0,2.3,2.9,4.5,257.1,0.0,27.9,22.6,18.6,0.0,0.0,100.0,,18.0,0.0
47988,vs C9,LCS Main,Smoothie,SUP,P,CLG,1.0,545.0,15.5%,6800.0,0.6,2.7,6.8,32.4,0.0,23.3,13.5,9.9,8.47,8.47,100.0,,27.0,1.2
47988,vs IMT,LCS Main,MasH,ADC,D,FLY,1.0,-285.0,74.1%,6200.0,2.9,1.8,4.4,296.9,0.0,21.3,21.5,14.2,0.0,0.0,100.0,,34.0,0.0
47988,vs TSM,LCS Main,,,,,,,,,,,,,,,,,,,,,,
47988,vs C9,LCS Main,Deus,TOP,D,CLG,1.0,545.0,15.5%,6200.0,1.9,2.6,4.0,270.2,0.0,18.5,16.6,12.3,0.0,0.0,100.0,,26.0,0.0
47988,vs TL,LCS Main,Biofrost,SUP,P,TSM,1.0,137.5,42.1%,6200.0,1.0,2.3,7.7,38.1,0.0,37.8,19.8,16.0,13.82,13.82,100.0,,19.0,2.2
47988,vs FLY,LCS Main,sOAZ,TOP,D,IMT,1.0,285.0,26%,6200.0,1.7,2.7,4.2,257.7,0.0,16.5,15.8,11.0,0.0,0.0,100.0,,30.0,0.0
47988,vs FLY,LCS Main,Eika,MID,D,IMT,1.0,285.0,26%,6200.0,2.9,2.2,3.9,310.9,0.0,17.6,20.5,11.7,0.0,0.0,100.0,,43.0,0.0
47988,vs FLY,LCS Main,Altec,ADC,D,IMT,1.0,285.0,26%,6200.0,2.9,2.3,3.7,316.2,0.0,20.9,20.0,13.9,0.0,0.0,100.0,,31.0,0.0
47988,vs FLY,LCS Main,PotLuck,JNG,D,IMT,1.0,285.0,26%,6200.0,1.8,2.8,4.6,179.1,0.0,15.8,15.4,10.5,0.0,0.0,100.0,,32.0,0.0
47988,vs FLY,LCS Main,Gate,SUP,D,IMT,1.0,285.0,26%,6200.0,0.8,3.8,5.9,36.8,0.0,14.7,11.2,9.8,0.0,0.0,100.0,,13.0,0.0
47988,vs C9,LCS Main,Wind,ADC,D,CLG,1.0,545.0,15.5%,6200.0,2.8,2.2,4.3,287.1,0.0,16.1,20.5,10.7,0.0,0.0,100.0,,48.0,0.0
47988,vs CLG,LCS Main,Zven - STAR,ADC,P,C9,1.0,-545.0,84.7%,10300.0,4.3,1.1,5.2,281.2,0.0,81.5,38.9,35.5,42.38,42.38,100.0,,9.0,2.7
47988,vs IMT,LCS Main,WildTurtle - STAR,ADC,P,FLY,1.0,-285.0,74.1%,10000.0,2.6,1.8,4.5,293.1,0.0,75.3,32.7,34.0,36.5,36.5,100.0,,0.0,2.4
47988,vs TSM,LCS Main,Tactical - STAR,ADC,P,TL,1.0,-137.5,57.8%,9600.0,4.3,1.3,4.4,355.3,19.5,36.0,27.5,6.6,39.12,39.12,100.0,,76.0,2.7
47988,vs TL,LCS Main,Doublelift - STAR,ADC,P,TSM,1.0,137.5,42.1%,9500.0,3.5,1.8,3.2,349.0,4.2,32.7,22.2,11.4,23.36,23.36,100.0,,49.0,1.6
47988,vs CLG,LCS Main,Nisqy - STAR,MID,P,C9,1.0,-545.0,84.7%,9200.0,3.1,1.6,8.0,231.3,0.0,87.1,40.5,39.4,42.03,42.03,100.0,,3.0,3.0
47988,vs CLG,LCS Main,Blaber - STAR,JNG,P,C9,1.0,-545.0,84.7%,9000.0,4.2,2.3,7.1,189.3,0.0,78.5,39.0,34.1,41.01,41.01,100.0,,13.0,3.0
47988,vs IMT,LCS Main,PowerOfEvil - STAR,MID,P,FLY,1.0,-285.0,74.1%,9000.0,4.0,2.0,4.1,319.0,0.0,86.7,37.8,39.2,41.82,41.82,100.0,,0.0,3.1
47988,vs 100,LCS Main,Bang - STAR,ADC,P,EG,1.0,-120.0,54.6%,9000.0,2.9,1.3,4.6,308.0,1.1,56.6,29.3,22.2,34.94,34.94,100.0,,24.0,2.6
47988,vs IMT,LCS Main,Santorin - STAR,JNG,P,FLY,1.0,-285.0,74.1%,8800.0,2.3,2.6,6.8,167.6,0.0,75.4,32.2,33.6,37.5,37.5,100.0,,0.0,2.8
47988,vs TL,LCS Main,Bjergsen - STAR,MID,P,TSM,1.0,137.5,42.1%,8700.0,3.6,1.5,5.2,297.2,0.0,69.8,32.8,29.6,38.07,38.07,100.0,,10.0,2.9
47988,vs EG,LCS Main,CodySun - STAR,ADC,P,100,1.0,120.0,45.5%,8700.0,2.6,2.0,4.1,292.5,0.0,59.9,24.3,25.8,31.85,31.85,100.0,,0.0,2.4
47988,vs TSM,LCS Main,Jensen - STAR,MID,P,TL,1.0,-137.5,57.8%,8700.0,2.8,1.5,4.7,319.3,16.3,37.8,22.6,8.6,37.38,37.38,100.0,,62.0,2.9
47988,vs CLG,LCS Main,Licorice - STAR,TOP,P,C9,1.0,-545.0,84.7%,8500.0,2.6,2.1,5.9,244.2,0.0,69.5,32.0,32.1,32.0,32.0,100.0,,0.0,2.5
47988,vs FLY,LCS Main,Apollo - STAR,ADC,P,IMT,1.0,285.0,26%,8500.0,3.0,2.0,4.4,317.6,14.9,48.2,22.0,13.3,42.32,42.32,100.0,,40.0,3.3
47988,vs TSM,LCS Main,Broxah - STAR,JNG,P,TL,1.0,-137.5,57.8%,8400.0,1.5,1.6,6.4,186.0,9.5,34.0,19.5,9.8,29.01,29.01,100.0,,50.0,2.3
47988,vs 100,LCS Main,Goldenglue - STAR,MID,P,EG,1.0,-120.0,54.6%,8200.0,2.4,2.5,4.1,272.1,0.3,30.3,19.7,12.0,18.44,18.44,100.0,,39.0,1.5
47988,vs IMT,LCS Main,Solo - STAR,TOP,P,FLY,1.0,-285.0,74.1%,8200.0,2.2,3.0,5.4,258.9,0.0,67.6,32.8,30.6,32.57,32.57,100.0,,7.0,2.6
47988,vs C9,LCS Main,Stixxay - STAR,ADC,P,CLG,1.0,545.0,15.5%,8200.0,3.0,2.1,4.4,322.4,2.6,37.6,22.5,14.0,24.89,24.89,100.0,,38.0,2.0
47988,vs TL,LCS Main,Spica - STAR,JNG,P,TSM,1.0,137.5,42.1%,8100.0,1.8,2.3,6.4,170.5,14.9,41.4,19.2,10.6,38.28,38.28,100.0,,45.0,3.2
