slate,Opp,Title,Player,Pos,Start,Team,BestOf,Odds,Win %,Salary,AvgKill,AvgDth,AvgAst,AvgCS,Floor,Ceiling,Avg,StD,FC Proj,My Proj,Exp.,Used,Con.,Value
47922,vs IMT,LCS Main,Tactical,ADC,P,TL,1.0,-462.5,82%,10300.0,4.3,1.3,4.4,355.3,22.9,39.4,27.5,6.6,29.49,29.49,100.0,,76.0,2.9
47922,vs CLG,LCS Main,WildTurtle,ADC,P,FLY,1.0,-335.0,76.9%,10000.0,2.6,1.8,4.5,293.1,0.0,76.6,32.7,34.0,25.59,25.59,100.0,,0.0,2.6
47922,vs DIG,LCS Main,CodySun,ADC,P,100,1.0,-180.0,64.1%,9600.0,2.6,2.0,4.1,292.5,0.0,58.6,24.3,25.8,19.89,19.89,100.0,,0.0,2.1
47922,vs IMT,LCS Main,Jensen,MID,P,TL,1.0,-462.5,82%,9300.0,2.8,1.5,4.7,319.3,19.8,41.3,22.6,8.6,28.39,28.39,100.0,,62.0,3.1
47922,vs EG,LCS Main,FBI,ADC,P,GG,1.0,-120.0,54.6%,9300.0,3.0,1.6,4.2,339.1,15.3,45.6,23.5,12.1,27.41,27.41,100.0,,49.0,2.9
47922,vs CLG,LCS Main,PowerOfEvil,MID,P,FLY,1.0,-335.0,76.9%,9100.0,4.0,2.0,4.1,319.0,0.0,88.1,37.8,39.2,29.31,29.31,100.0,,0.0,3.2
47922,vs GG,LCS Main,Bang,ADC,P,EG,1.0,120.0,45.5%,9100.0,2.9,1.3,4.6,308.0,0.0,55.3,29.3,22.2,22.0,22.0,100.0,,24.0,2.4
47922,vs IMT,LCS Main,Broxah,JNG,P,TL,1.0,-462.5,82%,9000.0,1.5,1.6,6.4,186.0,12.6,37.1,19.5,9.8,22.37,22.37,100.0,,50.0,2.5
47922,vs DIG,LCS Main,Ryoma,MID,P,100,1.0,-180.0,64.1%,8800.0,2.9,2.5,4.5,275.2,0.0,56.4,24.5,23.1,21.72,21.72,100.0,,6.0,2.5
47922,vs CLG,LCS Main,Santorin,JNG,P,FLY,1.0,-335.0,76.9%,8700.0,2.3,2.6,6.8,167.6,0.0,76.6,32.2,33.6,26.21,26.21,100.0,,0.0,3.0
47922,vs 100,LCS Main,Johnsun,ADC,P,DIG,1.0,180.0,35.7%,8700.0,2.7,1.8,3.4,325.8,8.8,40.3,20.1,12.6,21.42,21.42,100.0,,37.0,2.5
47922,vs IMT,LCS Main,Impact,TOP,P,TL,1.0,-462.5,82%,8600.0,2.1,2.4,4.1,265.4,10.1,35.3,17.5,10.1,20.18,20.18,100.0,,42.0,2.3
47922,vs TL,LCS Main,Apollo,ADC,P,IMT,1.0,462.5,17.8%,8500.0,3.0,2.0,4.4,317.6,11.6,44.8,22.0,13.3,24.88,24.88,100.0,,40.0,2.9
47922,vs CLG,LCS Main,Solo,TOP,P,FLY,1.0,-335.0,76.9%,8500.0,2.2,3.0,5.4,258.9,0.0,68.7,32.8,30.6,22.79,22.79,100.0,,7.0,2.7
47922,vs DIG,LCS Main,Contractz,JNG,P,100,1.0,-180.0,64.1%,8500.0,3.2,2.0,6.5,185.7,0.0,36.0,24.2,14.6,14.1,14.1,100.0,,40.0,1.7
47922,vs EG,LCS Main,Damonte,MID,P,GG,1.0,-120.0,54.6%,8400.0,1.8,2.0,6.4,310.5,9.4,32.6,22.5,9.3,18.69,18.69,100.0,,59.0,2.2
47922,vs DIG,LCS Main,Ssumday,TOP,P,100,1.0,-180.0,64.1%,8200.0,2.4,1.6,3.6,275.4,3.1,42.8,21.5,15.9,18.99,18.99,100.0,,26.0,2.3
47922,vs GG,LCS Main,Goldenglue,MID,P,EG,1.0,120.0,45.5%,8200.0,2.4,2.5,4.1,272.1,0.8,30.8,19.7,12.0,12.83,12.83,100.0,,39.0,1.6
47922,vs FLY,LCS Main,Stixxay,ADC,P,CLG,1.0,335.0,23%,8200.0,3.0,2.1,4.4,322.4,3.6,38.6,22.5,14.0,17.56,17.56,100.0,,38.0,2.1
47922,vs EG,LCS Main,Closer,JNG,P,GG,1.0,-120.0,54.6%,8100.0,2.3,2.3,5.2,197.9,12.8,42.5,20.0,11.9,24.66,24.66,100.0,,41.0,3.0
47922,vs GG,LCS Main,Svenskeren,JNG,P,EG,1.0,120.0,45.5%,8000.0,1.6,3.1,5.9,163.9,0.0,48.7,22.5,20.9,17.37,17.37,100.0,,7.0,2.2
47922,vs IMT,LCS Main,CoreJJ,SUP,P,TL,1.0,-462.5,82%,8000.0,0.5,1.6,7.5,40.0,9.6,32.6,15.7,9.2,18.78,18.78,100.0,,41.0,2.3
47922,vs EG,LCS Main,Hauntzer,TOP,P,GG,1.0,-120.0,54.6%,8000.0,2.4,2.4,4.3,289.5,9.9,37.7,19.9,11.1,21.03,21.03,100.0,,44.0,2.6
47922,vs IMT,LCS Main,Team Liquid,TEAM,Y,TL,1.0,-462.5,82%,7800.0,0.0,0.0,0.0,0.0,10.9,31.7,16.9,8.3,19.21,19.21,100.0,,51.0,2.5
47922,vs CLG,LCS Main,IgNar,SUP,P,FLY,1.0,-335.0,76.9%,7800.0,0.7,2.3,7.7,41.5,0.0,60.8,24.8,27.2,19.99,19.99,100.0,,0.0,2.6
47922,vs 100,LCS Main,Fenix,MID,P,DIG,1.0,180.0,35.7%,7800.0,3.1,1.8,4.4,265.7,11.6,50.9,21.5,15.7,27.32,27.32,100.0,,27.0,3.5
47922,vs 100,LCS Main,Dardoch,JNG,P,DIG,1.0,180.0,35.7%,7700.0,2.4,2.8,6.1,164.5,0.0,41.9,25.3,21.9,9.01,9.01,100.0,,13.0,1.2
47922,vs GG,LCS Main,Huni,TOP,P,EG,1.0,120.0,45.5%,7700.0,1.8,3.4,4.5,265.5,1.1,26.6,16.7,10.2,11.32,11.32,100.0,,39.0,1.5
47922,vs CLG,LCS Main,FlyQuest,TEAM,Y,FLY,1.0,-335.0,76.9%,7700.0,0.0,0.0,0.0,0.0,0.0,57.8,21.6,26.0,18.76,18.76,100.0,,0.0,2.4
47922,vs DIG,LCS Main,100 Thieves,TEAM,Y,100,1.0,-180.0,64.1%,7600.0,0.0,0.0,0.0,0.0,3.7,36.0,16.4,12.9,16.63,16.63,100.0,,21.0,2.2
47922,vs TL,LCS Main,Insanity,MID,P,IMT,1.0,462.5,17.8%,7600.0,3.1,1.6,3.8,299.6,0.0,24.8,21.2,11.6,7.43,7.43,100.0,,45.0,1.0
47922,vs EG,LCS Main,Golden Guardians,TEAM,Y,GG,1.0,-120.0,54.6%,7500.0,0.0,0.0,0.0,0.0,6.1,26.1,14.0,8.0,14.06,14.06,100.0,,43.0,1.9
47922,vs GG,LCS Main,Jiizuke,MID,D,EG,1.0,120.0,45.5%,7500.0,3.5,2.5,4.6,308.3,0.0,36.0,30.4,24.0,0.0,0.0,100.0,,21.0,0.0
47922,vs DIG,LCS Main,Poome,SUP,P,100,1.0,-180.0,64.1%,7500.0,0.4,2.3,8.8,36.7,0.0,33.1,17.3,15.1,10.47,10.47,100.0,,13.0,1.4
47922,vs GG,LCS Main,Evil Geniuses,TEAM,Y,EG,1.0,120.0,45.5%,7400.0,0.0,0.0,0.0,0.0,2.9,27.9,16.2,10.0,12.86,12.86,100.0,,38.0,1.7
