id,site,league,slate,site_id,name,period,max_entries,max_entrants,cost,prizepool,places_paid,total_entrants,winning_score,mincash_score,startdate,winning_payout,mincash_payout,DateTime,Title,game_cnt,winner_cnt,winner,has_lineups
513384243,draftkings,LOL,37260,88609088,LOL $5K mini-MAX [150 Entry Max] (LPL-LCK),2020-07-25,150,11890,0.5,5000.0,,,,,1595664000,,,2020-07-25 04:00:00,(LPL/LCK),4,0,,0
513384241,draftkings,LOL,37260,88609091,LOL $7.5K mini-MAX [150 Entry Max] (LPL-LCK),2020-07-25,150,8917,1.0,7500.0,,,,,1595664000,,,2020-07-25 04:00:00,(LPL/LCK),4,0,,0
513384236,draftkings,LOL,37260,88609089,LOL $80K Shock Blast [$20K to 1st] (LPL-LCK),2020-07-25,150,6274,15.0,80000.0,,,,,1595664000,,,2020-07-25 04:00:00,(LPL/LCK),4,0,,0
513119327,fanduel,LOL,47191,47191-235674614,$200 Sat LOL Minion Wave ($0.05 to Enter),2020-07-25,143,4790,0.05,200.0,,,,,1595664000,,,2020-07-25 04:00:00,LCK LPL Main,4,0,,0
513384262,draftkings,LOL,37260,88609060,LOL $1K Quarter Jukebox [Just $0.25!] (LPL-LCK),2020-07-25,20,4756,0.25,1000.0,,,,,1595664000,,,2020-07-25 04:00:00,(LPL/LCK),4,0,,0
513384275,draftkings,LOL,37260,88609073,LOL $400 Dime Time [Just $0.10!] (LPL-LCK),2020-07-25,20,4756,0.1,400.0,,,,,1595664000,,,2020-07-25 04:00:00,(LPL/LCK),4,0,,0
513384238,draftkings,LOL,37260,88609090,LOL $15K Elder Dragon [$5K to 1st] (LPL-LCK),2020-07-25,20,4458,4.0,15000.0,,,,,1595664000,,,2020-07-25 04:00:00,(LPL/LCK),4,0,,0
513384261,draftkings,LOL,37260,88609061,LOL $2K First Blood (LPL-LCK),2020-07-25,20,2378,1.0,2000.0,,,,,1595664000,,,2020-07-25 04:00:00,(LPL/LCK),4,0,,0
513119335,fanduel,LOL,47191,47191-235674645,$10K Sat LOL Nexus ($2K to 1st),2020-07-25,64,2145,5.55,10000.0,,,,,1595664000,,,2020-07-25 04:00:00,LCK LPL Main,4,0,,0
513447678,draftkings,LOL,37262,88616293,LOL $15K Titan's Fury [$5K to 1st] (LEC),2020-07-25,52,1764,10.0,15000.0,,,,,1595689200,,,2020-07-25 11:00:00,(LEC),5,0,,0
513447697,draftkings,LOL,37262,88616282,LOL $300 Quarter Jukebox [Just $0.25!]  (LEC),2020-07-25,20,1426,0.25,300.0,,,,,1595689200,,,2020-07-25 11:00:00,(LEC),5,0,,0
513384383,draftkings,LOL,37261,88609333,LOL $100 Dime Time [Just $0.10!] (LPL-LCK Late),2020-07-25,20,1189,0.1,100.0,,,,,1595674200,,,2020-07-25 06:50:00,(LPL/LCK Late),2,0,,0
513447687,draftkings,LOL,37262,88616284,LOL $1K First Blood (LEC),2020-07-25,20,1189,1.0,1000.0,,,,,1595689200,,,2020-07-25 11:00:00,(LEC),5,0,,0
513447699,draftkings,LOL,37262,88616288,LOL $100 Dime Time [Just $0.10!] (LEC),2020-07-25,20,1189,0.1,100.0,,,,,1595689200,,,2020-07-25 11:00:00,(LEC),5,0,,0
513455479,draftkings,LOL,37263,88617011,LOL $100 Dime Time [Just $0.10!] (LEC Late),2020-07-25,20,1189,0.1,100.0,,,,,1595698200,,,2020-07-25 13:30:00,(LEC Late),2,0,,0
513409372,fanduel,LOL,47195,47195-235676113,$5K Sat LOL Nexus ($1K to 1st),2020-07-25,32,1072,5.55,5000.0,,,,,1595689200,,,2020-07-25 11:00:00,LEC Main,5,0,,0
513119341,fanduel,LOL,47191,47191-235674620,$200 Sat LOL Turret (Only $0.25 to Enter),2020-07-25,28,958,0.25,200.0,,,,,1595664000,,,2020-07-25 04:00:00,LCK LPL Main,4,0,,0
513384382,draftkings,LOL,37261,88609329,LOL $200 Quarter Jukebox [Just $0.25!] (LPL-LCK Late),2020-07-25,20,951,0.25,200.0,,,,,1595674200,,,2020-07-25 06:50:00,(LPL/LCK Late),2,0,,0
513455478,draftkings,LOL,37263,88617007,LOL $200 Quarter Jukebox [Just $0.25!] (LEC Late),2020-07-25,20,951,0.25,200.0,,,,,1595698200,,,2020-07-25 13:30:00,(LEC Late),2,0,,0
513384260,draftkings,LOL,37260,88609071,LOL $2K Trident Slash [3 Entry Max] (LPL-LCK),2020-07-25,3,792,3.0,2000.0,,,,,1595664000,,,2020-07-25 04:00:00,(LPL/LCK),4,0,,0
513409373,fanduel,LOL,47195,47195-235676062,$150 Sat LOL Turret ($0.25 to Enter),2020-07-25,21,718,0.25,150.0,,,,,1595689200,,,2020-07-25 11:00:00,LEC Main,5,0,,0
513384371,draftkings,LOL,37261,88609336,LOL $4K Skill Shot [$1K to 1st] (LPL-LCK Late),2020-07-25,17,588,8.0,4000.0,,,,,1595674200,,,2020-07-25 06:50:00,(LPL/LCK Late),2,0,,0
513455467,draftkings,LOL,37263,88617015,LOL $4K Skill Shot [$1K to 1st] (LEC Late),2020-07-25,17,588,8.0,4000.0,,,,,1595698200,,,2020-07-25 13:30:00,(LEC Late),2,0,,0
513384264,draftkings,LOL,37260,88609063,LOL $2 Double Up (LPL-LCK),2020-07-25,17,574,2.0,1000.0,,,,,1595664000,,,2020-07-25 04:00:00,(LPL/LCK),4,0,,0
513384255,draftkings,LOL,37260,88609072,LOL $2K Solo Fight [Single Entry] (LPL-LCK),2020-07-25,1,475,5.0,2000.0,,,,,1595664000,,,2020-07-25 04:00:00,(LPL/LCK),4,0,,0
513384294,draftkings,LOL,37260,88609161,LOL SUPERSat to Fantasy Golf Millionaire [2x] (LPL-LCK),2020-07-25,14,475,0.1,40.0,,,,,1595664000,,,2020-07-25 04:00:00,(LPL/LCK),4,0,,0
513384381,draftkings,LOL,37261,88609326,LOL $400 First Blood (LPL-LCK Late),2020-07-25,14,475,1.0,400.0,,,,,1595674200,,,2020-07-25 06:50:00,(LPL/LCK Late),2,0,,0
513384245,draftkings,LOL,37260,88609085,LOL $3K Triple Combo [3 Entry Max] (LPL-LCK),2020-07-25,3,441,8.0,3000.0,,,,,1595664000,,,2020-07-25 04:00:00,(LPL/LCK),4,0,,0
513384239,draftkings,LOL,37260,88609086,LOL $15.1K Bounty Hunter [$3K to 1st] (LPL-LCK),2020-07-25,12,400,44.0,15100.0,,,,,1595664000,,,2020-07-25 04:00:00,(LPL/LCK),4,0,,0
513119322,fanduel,LOL,47191,47191-235674635,$1K Sat LOL Teamfight,2020-07-25,11,396,3.0,1000.0,,,,,1595664000,,,2020-07-25 04:00:00,LCK LPL Main,4,0,,0
513384280,draftkings,LOL,37260,88609066,LOL $300 Daily Dollar [Single Entry] (LPL-LCK),2020-07-25,1,356,1.0,300.0,,,,,1595664000,,,2020-07-25 04:00:00,(LPL/LCK),4,0,,0
513455477,draftkings,LOL,37263,88617005,LOL $300 First Blood (LEC Late),2020-07-25,10,356,1.0,300.0,,,,,1595698200,,,2020-07-25 13:30:00,(LEC Late),2,0,,0
513384246,draftkings,LOL,37260,88609083, LOL Single Entry $5 Double Up (LPL-LCK),2020-07-25,1,344,5.0,1500.0,,,,,1595664000,,,2020-07-25 04:00:00,(LPL/LCK),4,0,,0
513447682,draftkings,LOL,37262,88616283,LOL $750 Critical Strike (LEC),2020-07-25,8,297,3.0,750.0,,,,,1595689200,,,2020-07-25 11:00:00,(LEC),5,0,,0
513384269,draftkings,LOL,37260,88609064,LOL $2 Double Up (LPL-LCK),2020-07-25,8,287,2.0,500.0,,,,,1595664000,,,2020-07-25 04:00:00,(LPL/LCK),4,0,,0
513384270,draftkings,LOL,37260,88609065,LOL $2 Double Up (LPL-LCK),2020-07-25,8,287,2.0,500.0,,,,,1595664000,,,2020-07-25 04:00:00,(LPL/LCK),4,0,,0
513384237,draftkings,LOL,37260,88609081,LOL $72K Triumphant Warrior [$20K to 1st] (LPL-LCK),2020-07-25,7,240,333.0,72000.0,,,,,1595664000,,,2020-07-25 04:00:00,(LPL/LCK),4,0,,0
513119337,fanduel,LOL,47191,47191-235674625,$200 Sat LOL Tower Dive (Single Entry),2020-07-25,1,238,1.0,200.0,,,,,1595664000,,,2020-07-25 04:00:00,LCK LPL Main,4,0,,0
513384248,draftkings,LOL,37260,88609076,LOL Single Entry $5 Double Up (LPL-LCK),2020-07-25,1,229,5.0,1000.0,,,,,1595664000,,,2020-07-25 04:00:00,(LPL/LCK),4,0,,0
513384267,draftkings,LOL,37260,88609062,LOL $5 Double Up (LPL-LCK),2020-07-25,6,229,5.0,1000.0,,,,,1595664000,,,2020-07-25 04:00:00,(LPL/LCK),4,0,,0
513447688,draftkings,LOL,37262,88616296,LOL Single Entry $5 Double Up (LEC),2020-07-25,1,229,5.0,1000.0,,,,,1595689200,,,2020-07-25 11:00:00,(LEC),5,0,,0
513447685,draftkings,LOL,37262,88616298,LOL $500 Trident Slash [3 Entry Max] (LEC),2020-07-25,3,198,3.0,500.0,,,,,1595689200,,,2020-07-25 11:00:00,(LEC),5,0,,0
513384256,draftkings,LOL,37260,88609077,LOL $2K Solo Kill [Single Entry] (LPL-LCK),2020-07-25,1,196,12.0,2000.0,,,,,1595664000,,,2020-07-25 04:00:00,(LPL/LCK),4,0,,0
513447683,draftkings,LOL,37262,88616294,LOL $750 Solo Fight [Single Entry]  (LEC),2020-07-25,1,178,5.0,750.0,,,,,1595689200,,,2020-07-25 11:00:00,(LEC),5,0,,0
513447698,draftkings,LOL,37262,88616281,LOL $150 Daily Dollar [Single Entry] (LEC),2020-07-25,1,178,1.0,150.0,,,,,1595689200,,,2020-07-25 11:00:00,(LEC),5,0,,0
513384250,draftkings,LOL,37260,88609096,LOL Single Entry $10 Double Up (LPL-LCK),2020-07-25,1,172,10.0,1500.0,,,,,1595664000,,,2020-07-25 04:00:00,(LPL/LCK),4,0,,0
513384374,draftkings,LOL,37261,88609327,LOL $400 Critical Strike (LPL-LCK Late),2020-07-25,4,158,3.0,400.0,,,,,1595674200,,,2020-07-25 06:50:00,(LPL/LCK Late),2,0,,0
513384257,draftkings,LOL,37260,88609087,LOL $2.5K Triple Kill [3 Entry Max] (LPL-LCK),2020-07-25,3,147,20.0,2500.0,,,,,1595664000,,,2020-07-25 04:00:00,(LPL/LCK),4,0,,0
513384244,draftkings,LOL,37260,88609082,LOL $3K Single-Target [Single Entry] (LPL-LCK),2020-07-25,1,129,27.0,3000.0,,,,,1595664000,,,2020-07-25 04:00:00,(LPL/LCK),4,0,,0
513409370,fanduel,LOL,47195,47195-235676090,$100 Sat LOL Tower Dive (Single Entry),2020-07-25,1,119,1.0,100.0,,,,,1595689200,,,2020-07-25 11:00:00,LEC Main,5,0,,0
513384278,draftkings,LOL,37260,88609100,LOL SUPERSat to NBA $3M Return Millionaire [25x] (LPL-LCK),2020-07-25,3,118,1.0,100.0,,,,,1595664000,,,2020-07-25 04:00:00,(LPL/LCK),4,0,,0
513384285,draftkings,LOL,37260,88609165,LOL Satellite to NBA $3M Millionaire (LPL-LCK),2020-07-25,3,118,0.25,25.0,,,,,1595664000,,,2020-07-25 04:00:00,(LPL/LCK),4,0,,0
513384286,draftkings,LOL,37260,88609164,LOL Satellite to NBA $3M Millionaire (LPL-LCK),2020-07-25,3,118,0.25,25.0,,,,,1595664000,,,2020-07-25 04:00:00,(LPL/LCK),4,0,,0
513384295,draftkings,LOL,37260,88609160,LOL $1 Contest [3 Entry Max] (LPL-LCK),2020-07-25,3,118,1.0,100.0,,,,,1595664000,,,2020-07-25 04:00:00,(LPL/LCK),4,0,,0
513455472,draftkings,LOL,37263,88617012,LOL $300 Critical Strike (LEC Late),2020-07-25,3,118,3.0,300.0,,,,,1595698200,,,2020-07-25 13:30:00,(LEC Late),2,0,,0
513384266,draftkings,LOL,37260,88609079,LOL Single Entry $10 Double Up (LPL-LCK),2020-07-25,1,114,10.0,1000.0,,,,,1595664000,,,2020-07-25 04:00:00,(LPL/LCK),4,0,,0
513384268,draftkings,LOL,37260,88609080,LOL Single Entry $10 Double Up (LPL-LCK),2020-07-25,1,114,10.0,1000.0,,,,,1595664000,,,2020-07-25 04:00:00,(LPL/LCK),4,0,,0
513119333,fanduel,LOL,47191,47191-235682922,$100 LOL Rift Herald (No Experienced Players),2020-07-25,3,110,1.0,100.0,,,,,1595664000,,,2020-07-25 04:00:00,LCK LPL Main,4,0,,0
513409369,fanduel,LOL,47195,47195-235687943,$100 LOL Rift Herald (No Experienced Players),2020-07-25,3,110,1.0,100.0,,,,,1595689200,,,2020-07-25 11:00:00,LEC Main,5,0,,0
