Title,slate,Player,Pos,Start,Team,Opp,BestOf,Odds,Win %,Salary,AvgKill,AvgDth,AvgAst,AvgCS,Floor,Ceiling,Avg,StD,FC Proj,My Proj,Exp.,Used,Con.,Value,Actual Score,Val,AvgTur,AvgDrg,AvgBrns,AvgLgth
LEC Main,46316.0,Jenax,TOP,P,SK,vs MSF,1,162.5,38.10%,8100,2.1,2.8,3.3,273.3,7.6,32.4,15.7,9.9,17.52,17.52,100,,37,2.2,42.36,5.2,,,,
LEC Main,46316.0,Trick,JNG,P,SK,vs MSF,1,162.5,38.10%,8100,1.4,3.1,4.3,166.0,8.6,25.6,13.0,6.8,15.37,15.37,100,,48,1.9,30.14,3.7,,,,
LEC Main,46316.0,Alphari,TOP,P,OG,vs XL,1,-302.5,75.20%,8000,3.4,2.1,4.1,287.8,7.7,56.5,28.6,19.5,27.21,27.21,100,,32,3.4,28.04,3.5,,,,
LEC Main,46316.0,Nji,JNG,P,VIT,vs RGE,1,210.0,32.30%,8000,0.7,1.7,7.3,179.7,4.6,28.6,18.6,9.6,14.18,14.18,100,,48,1.8,7.24,0.9,,,,
LEC Main,46316.0,Xerxe,JNG,P,OG,vs XL,1,-302.5,75.20%,7900,2.8,1.7,5.9,177.9,3.5,62.5,29.8,23.6,27.09,27.09,100,,21,3.4,23.6,3.0,,,,
LEC Main,46316.0,Razork,JNG,P,MSF,vs SK,1,-162.5,61.70%,7900,2.1,3.3,5.3,158.9,6.6,43.6,20.6,14.8,21.37,21.37,100,,28,2.7,2.68,0.3,,,,
LEC Main,46316.0,Dan Dan,TOP,P,MSF,vs SK,1,-162.5,61.70%,7900,2.3,2.4,4.0,267.0,8.6,41.4,21.2,13.1,21.72,21.72,100,,38,2.7,5.28,0.7,,,,
LEC Main,46316.0,Mikyx,SUP,Y,G2,vs S04,1,-550.0,84.70%,7900,1.3,2.8,10.8,44.4,0.0,88.4,44.3,44.6,21.47,21.47,100,,0,2.7,17.9,2.3,,,,
LEC Main,46316.0,Odoamne,TOP,P,S04,vs G2,1,550.0,15.40%,7900,2.8,1.9,5.2,304.2,1.9,34.2,23.2,12.9,14.81,14.81,100,,44,1.9,2.08,0.3,,,,
LEC Main,46316.0,Fnatic,TEAM,Y,FNC,vs MAD,1,-205.0,67.10%,7900,0.0,0.0,0.0,0.0,0.0,55.1,28.2,25.1,17.47,17.47,100,,11,2.2,9.0,1.1,,,,
LEC Main,46316.0,Cabochard,TOP,P,VIT,vs RGE,1,210.0,32.30%,7900,1.9,2.6,4.4,280.5,7.6,34.1,17.4,10.6,18.17,18.17,100,,39,2.3,12.14,1.5,,,,
LEC Main,46316.0,Hylissang,SUP,Y,FNC,vs MAD,1,-205.0,67.10%,7900,0.8,3.7,8.3,58.4,0.0,65.6,26.8,32.6,16.65,16.65,100,,0,2.1,3.6,0.5,,,,
LEC Main,46316.0,Kryze,TOP,P,XL,vs OG,1,302.5,24.80%,7900,1.3,2.7,0.0,274.7,9.7,16.9,6.8,2.9,12.58,12.58,100,,57,1.6,10.28,1.3,,,,
LEC Main,46316.0,P1noy,ADC,N,G2,vs S04,1,-550.0,84.70%,7800,,,,,0.0,0.0,,,0.0,0.0,100,,0,0.0,0.0,,,,,
LEC Main,46316.0,Caedrel,JNG,P,XL,vs OG,1,302.5,24.80%,7800,1.3,3.2,3.1,168.3,1.6,21.6,10.4,8.0,9.63,9.63,100,,23,1.2,6.92,0.9,,,,
LEC Main,46316.0,G2 Esports,TEAM,Y,G2,vs S04,1,-550.0,84.70%,7800,0.0,0.0,0.0,0.0,0.0,60.3,29.8,28.4,17.71,17.71,100,,5,2.3,21.0,2.7,,,,
LEC Main,46316.0,Vander,SUP,P,RGE,vs VIT,1,-210.0,67.60%,7800,1.1,2.1,7.9,39.8,4.5,43.8,21.3,15.7,20.22,20.22,100,,26,2.6,17.78,2.3,,,,
LEC Main,46316.0,Gilius,JNG,D,S04,vs G2,1,550.0,15.40%,7700,3.8,2.8,5.3,163.5,0.0,16.2,22.3,10.8,0.0,0.0,100,,52,0.0,0.0,,,,,
LEC Main,46316.0,Kaiser,SUP,P,MAD,vs FNC,1,205.0,32.80%,7700,1.1,2.3,9.1,54.5,0.0,52.8,28.2,22.9,18.4,18.4,100,,19,2.4,19.0,2.5,,,,
LEC Main,46316.0,Rogue,TEAM,Y,RGE,vs VIT,1,-210.0,67.60%,7700,0.0,0.0,0.0,0.0,0.0,40.4,17.4,16.5,15.6,15.6,100,,5,2.0,21.0,2.7,,,,
LEC Main,46316.0,Lurox,JNG,P,S04,vs G2,1,550.0,15.40%,7600,2.1,2.1,5.8,201.1,7.4,34.9,19.4,11.0,18.43,18.43,100,,43,2.4,10.42,1.4,,,,
LEC Main,46316.0,MAD Lions,TEAM,Y,MAD,vs FNC,1,205.0,32.80%,7600,0.0,0.0,0.0,0.0,1.2,26.5,18.2,10.1,11.3,11.3,100,,45,1.5,22.0,2.9,,,,
LEC Main,46316.0,LIMIT,SUP,P,SK,vs MSF,1,162.5,38.10%,7600,0.7,3.6,4.8,35.4,3.6,22.4,8.9,7.5,11.12,11.12,100,,16,1.5,11.72,1.5,,,,
LEC Main,46316.0,FORG1VEN,ADC,D,S04,vs G2,1,550.0,15.40%,7500,,,,,0.0,0.0,,,0.0,0.0,100,,0,0.0,0.0,,,,,
LEC Main,46316.0,Ronaldooo,MID,D,MSF,vs SK,1,-162.5,61.70%,7500,,,,,0.0,0.0,,,0.0,0.0,100,,0,0.0,0.0,,,,,
LEC Main,46316.0,SK Gaming,TEAM,Y,SK,vs MSF,1,162.5,38.10%,7500,0.0,0.0,0.0,0.0,4.2,26.5,12.0,8.9,13.11,13.11,100,,26,1.7,24.0,3.2,,,,
LEC Main,46316.0,Jactroll,SUP,P,VIT,vs RGE,1,210.0,32.30%,7500,0.3,5.0,4.8,30.0,10.0,17.5,5.9,3.0,13.02,13.02,100,,49,1.7,0.0,,,,,
LEC Main,46316.0,Swiffer,MID,D,XL,vs OG,1,302.5,24.80%,7500,,,,,0.0,0.0,,,0.0,0.0,100,,0,0.0,0.0,,,,,
LEC Main,46316.0,Destiny,SUP,P,OG,vs XL,1,-302.5,75.20%,7400,0.8,2.4,8.4,32.1,3.0,52.0,24.0,19.6,22.63,22.63,100,,18,3.1,15.6,2.1,,,,
LEC Main,46316.0,Team Vitality,TEAM,Y,VIT,vs RGE,1,210.0,32.30%,7300,0.0,0.0,0.0,0.0,2.4,24.7,10.5,8.9,11.34,11.34,100,,15,1.6,6.0,0.8,,,,
LEC Main,46316.0,Origen,TEAM,Y,OG,vs XL,1,-302.5,75.20%,7200,0.0,0.0,0.0,0.0,5.1,39.6,19.9,13.8,18.92,18.92,100,,31,2.6,24.0,3.3,,,,
LEC Main,46316.0,Bertho,SUP,D,SK,vs MSF,1,162.5,38.10%,7200,,,,,0.0,0.0,,,0.0,0.0,100,,0,0.0,0.0,,,,,
LEC Main,46316.0,Labrov,SUP,P,VIT,vs RGE,1,210.0,32.30%,7200,0.0,2.0,8.7,27.7,0.0,27.6,15.9,13.2,7.81,7.81,100,,17,1.1,4.5,0.6,,,,
LEC Main,46316.0,Misfits,TEAM,Y,MSF,vs SK,1,-162.5,61.70%,7100,0.0,0.0,0.0,0.0,0.1,39.1,18.0,15.6,15.67,15.67,100,,13,2.2,1.0,0.1,,,,
LEC Main,46316.0,FC Schalke 04,TEAM,Y,S04,vs G2,1,550.0,15.40%,7100,,,,,7.4,7.4,,,7.41,7.41,100,,0,1.0,1.0,0.1,,,,
LEC Main,46316.0,Doss,SUP,P,MSF,vs SK,1,-162.5,61.70%,7100,0.3,4.0,6.0,31.0,0.1,25.1,9.6,10.0,10.09,10.09,100,,0,1.4,-3.52,,,,,
LEC Main,46316.0,denyk,SUP,D,MSF,vs SK,1,-162.5,61.70%,7000,0.8,2.5,6.6,35.6,0.0,18.2,18.0,12.1,0.0,0.0,100,,33,0.0,0.0,,,,,
LEC Main,46316.0,Excel Esports,TEAM,Y,XL,vs OG,1,302.5,24.80%,7000,0.0,0.0,0.0,0.0,0.3,21.0,9.2,8.3,8.56,8.56,100,,10,1.2,6.0,0.9,,,,
LEC Main,46316.0,Tore,SUP,P,XL,vs OG,1,302.5,24.80%,7000,0.5,3.4,4.5,43.5,0.0,19.6,7.9,8.9,6.27,6.27,100,,0,0.9,1.78,0.3,,,,
LEC Main,46316.0,NukesAlot,SUP,P,S04,vs G2,1,550.0,15.40%,6800,0.7,2.2,5.5,52.7,0.0,22.6,11.9,9.4,8.5,8.5,100,,21,1.3,0.0,,,,,
LEC Main,46316.0,Dreams,SUP,D,S04,vs G2,1,550.0,15.40%,6700,0.5,2.8,7.9,34.9,0.0,9.6,15.6,6.4,0.0,0.0,100,,59,0.0,8.58,1.3,,,,
LEC Main,46316.0,Kamito,SUP,D,S04,vs G2,1,550.0,15.40%,6600,,,,,0.0,0.0,,,0.0,0.0,100,,0,0.0,0.0,,,,,
LEC Main,46316.0,Rekkles - STAR,ADC,Y,FNC,vs MAD,1,-205.0,67.10%,10200,4.6,1.3,6.6,308.5,0.0,88.7,45.5,36.4,51.15,51.15,100,,20,3.3,23.49,2.3,,,,
LEC Main,46316.0,Perkz - STAR,ADC,Y,G2,vs S04,1,-550.0,84.70%,10100,4.5,2.7,5.9,278.9,0.0,100.8,52.0,49.4,40.05,40.05,100,,5,2.6,34.38,3.4,,,,
LEC Main,46316.0,Hans sama - STAR,ADC,P,RGE,vs VIT,1,-210.0,67.60%,9700,3.1,1.6,5.2,302.0,0.5,63.0,29.9,25.0,38.31,38.31,100,,16,2.6,39.93,4.1,,,,
LEC Main,46316.0,Carzzy - STAR,ADC,P,MAD,vs FNC,1,205.0,32.80%,9600,4.1,2.3,5.4,267.4,0.0,83.8,39.9,40.2,35.21,35.21,100,,0,2.4,24.78,2.6,,,,
LEC Main,46316.0,Crownshot - STAR,ADC,P,SK,vs MSF,1,162.5,38.10%,9500,2.4,1.9,3.4,340.1,11.3,34.8,18.7,9.4,30.98,30.98,100,,50,2.2,55.29,5.8,,,,
LEC Main,46316.0,Nemesis - STAR,MID,Y,FNC,vs MAD,1,-205.0,67.10%,9300,3.2,2.0,5.7,290.8,0.0,74.1,36.7,32.1,38.99,38.99,100,,13,2.8,15.93,1.7,,,,
LEC Main,46316.0,Comp - STAR,ADC,P,VIT,vs RGE,1,210.0,32.30%,9300,3.5,2.5,3.3,358.3,5.4,43.2,21.8,15.1,30.81,30.81,100,,31,2.2,17.97,1.9,,,,
LEC Main,46316.0,Caps - STAR,MID,Y,G2,vs S04,1,-550.0,84.70%,9100,4.4,2.7,8.3,255.4,0.0,115.9,59.3,56.7,46.31,46.31,100,,4,3.4,37.8,4.2,,,,
LEC Main,46316.0,Upset - STAR,ADC,P,OG,vs XL,1,-302.5,75.20%,9100,3.4,1.6,5.8,336.4,0.0,81.9,37.9,33.0,48.62,48.62,100,,13,3.6,62.31,6.8,,,,
LEC Main,46316.0,Kobbe - STAR,ADC,P,MSF,vs SK,1,-162.5,61.70%,8900,3.0,1.4,4.8,331.5,0.0,58.1,33.0,29.0,21.96,21.96,100,,12,1.6,16.38,1.8,,,,
LEC Main,46316.0,SelfMade - STAR,JNG,Y,FNC,vs MAD,1,-205.0,67.10%,8800,4.3,2.3,6.7,177.7,0.0,84.6,40.6,37.4,42.77,42.77,100,,8,3.2,26.07,3.0,,,,
LEC Main,46316.0,Larssen - STAR,MID,P,RGE,vs VIT,1,-210.0,67.60%,8800,4.0,1.8,4.4,299.4,8.4,64.2,30.4,22.3,46.05,46.05,100,,27,3.5,45.09,5.1,,,,
LEC Main,46316.0,Jankos - STAR,JNG,Y,G2,vs S04,1,-550.0,84.70%,8700,4.4,2.6,7.6,166.2,0.0,95.1,51.0,45.3,40.71,40.71,100,,11,3.1,40.8,4.7,,,,
LEC Main,46316.0,Bwipo - STAR,TOP,Y,FNC,vs MAD,1,-205.0,67.10%,8700,2.8,3.2,7.4,226.9,0.0,75.5,36.1,33.0,39.03,39.03,100,,9,3.0,10.41,1.2,,,,
LEC Main,46316.0,Patrik - STAR,ADC,P,XL,vs OG,1,302.5,24.80%,8700,2.0,2.6,3.3,306.9,6.1,30.9,16.1,9.9,24.02,24.02,100,,39,1.8,12.99,1.5,,,,
LEC Main,46316.0,Humanoid - STAR,MID,P,MAD,vs FNC,1,205.0,32.80%,8600,3.3,2.5,5.6,294.4,0.0,68.4,35.5,29.3,36.65,36.65,100,,17,2.8,52.65,6.1,,,,
LEC Main,46316.0,Innaxe - STAR,ADC,P,S04,vs G2,1,550.0,15.40%,8600,3.7,1.7,5.2,362.0,12.1,40.1,28.0,11.2,34.91,34.91,100,,60,2.7,0.0,,,,,
LEC Main,46316.0,Wunder - STAR,TOP,Y,G2,vs S04,1,-550.0,84.70%,8600,3.1,3.0,6.4,227.0,0.0,84.3,43.8,41.0,34.25,34.25,100,,6,2.7,19.47,2.3,,,,
LEC Main,46316.0,Inspired - STAR,JNG,P,RGE,vs VIT,1,-210.0,67.60%,8500,1.9,1.9,7.0,153.2,4.1,60.4,26.1,22.5,39.93,39.93,100,,14,3.1,26.88,3.2,,,,
LEC Main,46316.0,ZaZee - STAR,MID,P,SK,vs MSF,1,162.5,38.10%,8400,2.7,1.0,4.0,309.0,19.5,28.8,21.2,3.7,34.83,34.83,100,,83,2.8,41.04,4.9,,,,
LEC Main,46316.0,Febiven - STAR,MID,P,MSF,vs SK,1,-162.5,61.70%,8300,2.8,2.8,3.8,277.1,3.8,48.3,23.9,17.8,32.33,32.33,100,,26,2.6,9.39,1.1,,,,
LEC Main,46316.0,Finn - STAR,TOP,P,RGE,vs VIT,1,-210.0,67.60%,8300,2.0,2.7,5.3,239.0,0.0,58.8,24.3,25.5,30.89,30.89,100,,0,2.5,35.49,4.3,,,,
LEC Main,46316.0,Shad0w - STAR,JNG,P,MAD,vs FNC,1,205.0,32.80%,8300,3.5,2.5,6.4,170.4,0.0,82.9,37.6,39.8,34.8,34.8,100,,0,2.8,31.32,3.8,,,,
LEC Main,46316.0,Nukeduck - STAR,MID,P,OG,vs XL,1,-302.5,75.20%,8200,2.2,2.3,5.7,252.5,0.0,67.9,29.5,28.6,37.47,37.47,100,,3,3.0,42.81,5.2,,,,
LEC Main,46316.0,Orome - STAR,TOP,P,MAD,vs FNC,1,205.0,32.80%,8200,2.0,2.7,6.1,240.1,0.0,60.7,29.9,27.6,28.98,28.98,100,,8,2.4,31.74,3.9,,,,
LEC Main,46316.0,Special - STAR,MID,P,XL,vs OG,1,302.5,24.80%,8200,4.5,1.7,4.9,290.7,0.0,39.2,27.5,22.1,9.09,9.09,100,,20,0.7,15.42,1.9,,,,
LEC Main,46316.0,Milica - STAR,MID,P,VIT,vs RGE,1,210.0,32.30%,8200,3.0,1.3,4.0,328.0,4.2,38.5,22.2,13.7,26.88,26.88,100,,38,2.2,12.63,1.5,,,,
LEC Main,46316.0,Abbedagge - STAR,MID,P,S04,vs G2,1,550.0,15.40%,8100,4.4,2.0,4.4,369.5,9.2,37.2,26.5,11.2,30.6,30.6,100,,58,2.5,17.16,2.1,,,,
LEC Main,46316.0,Jenax - STAR,TOP,P,SK,vs MSF,1,162.5,38.10%,8100,2.1,2.8,3.3,273.3,7.6,32.4,15.7,9.9,26.28,26.28,100,,37,2.2,63.54,7.8,,,,
LEC Main,46316.0,Trick - STAR,JNG,P,SK,vs MSF,1,162.5,38.10%,8100,1.4,3.1,4.3,166.0,8.6,25.6,13.0,6.8,23.06,23.06,100,,48,1.9,45.21,5.6,,,,
LEC Main,46316.0,Alphari - STAR,TOP,P,OG,vs XL,1,-302.5,75.20%,8000,3.4,2.1,4.1,287.8,7.7,56.5,28.6,19.5,40.82,40.82,100,,32,3.4,42.06,5.3,,,,
LEC Main,46316.0,Nji - STAR,JNG,P,VIT,vs RGE,1,210.0,32.30%,8000,0.7,1.7,7.3,179.7,4.6,28.6,18.6,9.6,21.27,21.27,100,,48,1.8,10.86,1.4,,,,
LEC Main,46316.0,Xerxe - STAR,JNG,P,OG,vs XL,1,-302.5,75.20%,7900,2.8,1.7,5.9,177.9,3.5,62.5,29.8,23.6,40.64,40.64,100,,21,3.4,35.4,4.5,,,,
LEC Main,46316.0,Razork - STAR,JNG,P,MSF,vs SK,1,-162.5,61.70%,7900,2.1,3.3,5.3,158.9,6.6,43.6,20.6,14.8,32.06,32.06,100,,28,2.7,4.02,0.5,,,,
LEC Main,46316.0,Dan Dan - STAR,TOP,P,MSF,vs SK,1,-162.5,61.70%,7900,2.3,2.4,4.0,267.0,8.6,41.4,21.2,13.1,32.58,32.58,100,,38,2.7,7.92,1.0,,,,
LEC Main,46316.0,Mikyx - STAR,SUP,Y,G2,vs S04,1,-550.0,84.70%,7900,1.3,2.8,10.8,44.4,0.0,88.4,44.3,44.6,32.21,32.21,100,,0,2.7,26.85,3.4,,,,
LEC Main,46316.0,Odoamne - STAR,TOP,P,S04,vs G2,1,550.0,15.40%,7900,2.8,1.9,5.2,304.2,1.9,34.2,23.2,12.9,22.22,22.22,100,,44,1.9,3.12,0.4,,,,
LEC Main,46316.0,Cabochard - STAR,TOP,P,VIT,vs RGE,1,210.0,32.30%,7900,1.9,2.6,4.4,280.5,7.6,34.1,17.4,10.6,27.26,27.26,100,,39,2.3,18.21,2.3,,,,
LEC Main,46316.0,Hylissang - STAR,SUP,Y,FNC,vs MAD,1,-205.0,67.10%,7900,0.8,3.7,8.3,58.4,0.0,65.6,26.8,32.6,24.98,24.98,100,,0,2.1,5.4,0.7,,,,
LEC Main,46316.0,Kryze - STAR,TOP,P,XL,vs OG,1,302.5,24.80%,7900,1.3,2.7,0.0,274.7,9.7,16.9,6.8,2.9,18.87,18.87,100,,57,1.6,15.42,2.0,,,,
LEC Main,46316.0,P1noy - STAR,ADC,N,G2,vs S04,1,-550.0,84.70%,7800,,,,,0.0,0.0,,,0.0,0.0,100,,0,0.0,0.0,,,,,
LEC Main,46316.0,Caedrel - STAR,JNG,P,XL,vs OG,1,302.5,24.80%,7800,1.3,3.2,3.1,168.3,1.6,21.6,10.4,8.0,14.45,14.45,100,,23,1.2,10.38,1.3,,,,
LEC Main,46316.0,Vander - STAR,SUP,P,RGE,vs VIT,1,-210.0,67.60%,7800,1.1,2.1,7.9,39.8,4.5,43.8,21.3,15.7,30.33,30.33,100,,26,2.6,26.67,3.4,,,,
LEC Main,46316.0,Gilius - STAR,JNG,D,S04,vs G2,1,550.0,15.40%,7700,3.8,2.8,5.3,163.5,0.0,16.2,22.3,10.8,0.0,0.0,100,,52,0.0,0.0,,,,,
LEC Main,46316.0,Kaiser - STAR,SUP,P,MAD,vs FNC,1,205.0,32.80%,7700,1.1,2.3,9.1,54.5,0.0,52.8,28.2,22.9,27.6,27.6,100,,19,2.4,28.5,3.7,,,,
LEC Main,46316.0,Lurox - STAR,JNG,P,S04,vs G2,1,550.0,15.40%,7600,2.1,2.1,5.8,201.1,7.4,34.9,19.4,11.0,27.65,27.65,100,,43,2.4,15.63,2.1,,,,
LEC Main,46316.0,LIMIT - STAR,SUP,P,SK,vs MSF,1,162.5,38.10%,7600,0.7,3.6,4.8,35.4,3.6,22.4,8.9,7.5,16.68,16.68,100,,16,1.5,17.58,2.3,,,,
LEC Main,46316.0,FORG1VEN - STAR,ADC,D,S04,vs G2,1,550.0,15.40%,7500,,,,,0.0,0.0,,,0.0,0.0,100,,0,0.0,0.0,,,,,
LEC Main,46316.0,Ronaldooo - STAR,MID,D,MSF,vs SK,1,-162.5,61.70%,7500,,,,,0.0,0.0,,,0.0,0.0,100,,0,0.0,0.0,,,,,
LEC Main,46316.0,Jactroll - STAR,SUP,P,VIT,vs RGE,1,210.0,32.30%,7500,0.3,5.0,4.8,30.0,10.0,17.5,5.9,3.0,19.53,19.53,100,,49,1.7,0.0,,,,,
LEC Main,46316.0,Swiffer - STAR,MID,D,XL,vs OG,1,302.5,24.80%,7500,,,,,0.0,0.0,,,0.0,0.0,100,,0,0.0,0.0,,,,,
LEC Main,46316.0,Destiny - STAR,SUP,P,OG,vs XL,1,-302.5,75.20%,7400,0.8,2.4,8.4,32.1,3.0,52.0,24.0,19.6,33.95,33.95,100,,18,3.1,23.4,3.2,,,,
LEC Main,46316.0,Bertho - STAR,SUP,D,SK,vs MSF,1,162.5,38.10%,7200,,,,,0.0,0.0,,,0.0,0.0,100,,0,0.0,0.0,,,,,
LEC Main,46316.0,Labrov - STAR,SUP,P,VIT,vs RGE,1,210.0,32.30%,7200,0.0,2.0,8.7,27.7,0.0,27.6,15.9,13.2,11.72,11.72,100,,17,1.1,6.75,0.9,,,,
LEC Main,46316.0,Doss - STAR,SUP,P,MSF,vs SK,1,-162.5,61.70%,7100,0.3,4.0,6.0,31.0,0.1,25.1,9.6,10.0,15.14,15.14,100,,0,1.4,-5.28,,,,,
LEC Main,46316.0,denyk - STAR,SUP,D,MSF,vs SK,1,-162.5,61.70%,7000,0.8,2.5,6.6,35.6,0.0,18.2,18.0,12.1,0.0,0.0,100,,33,0.0,0.0,,,,,
LEC Main,46316.0,Tore - STAR,SUP,P,XL,vs OG,1,302.5,24.80%,7000,0.5,3.4,4.5,43.5,0.0,19.6,7.9,8.9,9.41,9.41,100,,0,0.9,2.67,0.4,,,,
LEC Main,46316.0,NukesAlot - STAR,SUP,P,S04,vs G2,1,550.0,15.40%,6800,0.7,2.2,5.5,52.7,0.0,22.6,11.9,9.4,12.75,12.75,100,,21,1.3,0.0,,,,,
LEC Main,46316.0,Dreams - STAR,SUP,D,S04,vs G2,1,550.0,15.40%,6700,0.5,2.8,7.9,34.9,0.0,9.6,15.6,6.4,0.0,0.0,100,,59,0.0,12.87,1.9,,,,
LEC Main,46316.0,Kamito - STAR,SUP,D,S04,vs G2,1,550.0,15.40%,6600,,,,,0.0,0.0,,,0.0,0.0,100,,0,0.0,0.0,,,,,
LPL LCK Main,46337.0,Lwx,ADC,Y,FPX,vs WE,3,-172.5,63.30%,10400,4.2,1.5,7.3,239.6,37.2,121.4,74.6,33.7,70.88,70.88,100,,55,6.8,87.94,8.5,,,,
LPL LCK Main,46337.0,Ghost,ADC,Y,DWG,vs SB,3,-255.0,71.90%,10000,3.4,2.2,4.3,316.8,17.7,107.7,47.1,36.0,53.74,53.74,100,,24,5.4,58.26,5.8,,,,
LPL LCK Main,46337.0,Wink,ADC,Y,ES,vs LNG,3,-122.5,54.90%,9800,4.5,2.1,7.0,338.0,37.8,114.8,84.7,30.8,68.57,68.57,100,,64,7.0,82.78,8.4,,,,
LPL LCK Main,46337.0,Deft,ADC,P,DRX,vs GEN,3,-117.5,54.10%,9600,4.2,1.7,5.0,318.9,30.0,97.2,79.2,26.9,56.85,56.85,100,,66,5.9,84.6,8.8,,,,
LPL LCK Main,46337.0,rat,ADC,N,ES,vs LNG,3,-122.5,54.90%,9500,,,,,0.0,0.0,,,0.0,0.0,100,,0,0.0,0.0,,,,,
LPL LCK Main,46337.0,Ruler,ADC,Y,GEN,vs DRX,3,117.5,46%,9400,3.9,1.3,4.4,322.6,31.1,89.6,71.7,23.4,54.45,54.45,100,,67,5.8,52.74,5.6,,,,
LPL LCK Main,46337.0,Leo,ADC,N,SB,vs DWG,3,255.0,28.20%,9400,2.9,1.7,4.6,343.5,0.0,38.3,52.8,25.5,0.0,0.0,100,,52,0.0,0.0,,,,,
LPL LCK Main,46337.0,Doinb,MID,Y,FPX,vs WE,3,-172.5,63.30%,9300,4.5,1.8,7.3,275.0,39.7,124.5,76.2,33.9,73.61,73.61,100,,56,7.9,90.1,9.7,,,,
LPL LCK Main,46337.0,Light,ADC,Y,LNG,vs ES,3,122.5,44.90%,9200,3.2,2.2,4.1,293.7,19.4,112.9,53.9,37.4,56.77,56.77,100,,31,6.2,20.54,2.2,,,,
LPL LCK Main,46337.0,Jiumeng,ADC,Y,WE,vs FPX,3,172.5,36.70%,9100,5.0,2.4,6.0,285.0,24.7,107.5,87.0,33.1,57.83,57.83,100,,62,6.4,80.98,8.9,,,,
LPL LCK Main,46337.0,Route,ADC,Y,SB,vs DWG,3,255.0,28.20%,9000,3.1,1.9,3.6,307.6,14.3,104.8,54.9,36.2,50.45,50.45,100,,34,5.6,21.04,2.3,,,,
LPL LCK Main,46337.0,Tian,JNG,Y,FPX,vs WE,3,-172.5,63.30%,8900,2.7,2.0,8.4,180.3,29.9,104.1,64.3,29.7,59.56,59.56,100,,54,6.7,74.7,8.4,,,,
LPL LCK Main,46337.0,ShowMaker,MID,Y,DWG,vs SB,3,-255.0,71.90%,8900,3.0,1.6,4.3,287.5,34.1,106.4,47.4,28.9,63.04,63.04,100,,39,7.1,94.98,10.7,,,,
LPL LCK Main,46337.0,Nuclear,ADC,N,DWG,vs SB,3,-255.0,71.90%,8900,2.2,1.6,3.6,296.0,0.0,38.7,43.0,25.8,0.0,0.0,100,,40,0.0,0.0,,,,,
LPL LCK Main,46337.0,XiaoBai,TOP,Y,ES,vs LNG,3,-122.5,54.90%,8800,2.7,2.7,7.2,243.3,24.4,94.4,66.1,28.0,52.37,52.37,100,,58,6.0,77.62,8.8,,,,
LPL LCK Main,46337.0,Chovy,MID,P,DRX,vs GEN,3,-117.5,54.10%,8800,3.5,1.4,5.0,302.1,26.6,91.6,73.0,26.0,52.63,52.63,100,,64,6.0,91.76,10.4,,,,
LPL LCK Main,46337.0,WEI,JNG,Y,ES,vs LNG,3,-122.5,54.90%,8700,2.6,2.7,9.7,160.8,25.8,106.8,74.3,32.4,58.17,58.17,100,,56,6.7,85.08,9.8,,,,
LPL LCK Main,46337.0,Khan,TOP,Y,FPX,vs WE,3,-172.5,63.30%,8600,4.6,1.5,5.8,243.7,33.8,104.8,52.5,28.4,62.15,62.15,100,,46,7.2,77.24,9.0,,,,
LPL LCK Main,46337.0,Bdd,MID,Y,GEN,vs DRX,3,117.5,46%,8600,3.4,1.4,5.7,282.8,30.9,89.7,72.8,23.5,54.43,54.43,100,,68,6.3,50.0,5.8,,,,
LPL LCK Main,46337.0,Pyosik,JNG,P,DRX,vs GEN,3,-117.5,54.10%,8600,2.5,1.8,6.9,187.5,20.2,87.0,68.4,26.7,46.9,46.9,100,,61,5.5,88.12,10.2,,,,
LPL LCK Main,46337.0,Nuguri,TOP,Y,DWG,vs SB,3,-255.0,71.90%,8600,2.5,3.6,4.3,293.8,23.3,97.8,42.4,29.8,53.12,53.12,100,,30,6.2,66.02,7.7,,,,
LPL LCK Main,46337.0,fenfen,MID,Y,ES,vs LNG,3,-122.5,54.90%,8500,3.1,2.7,6.2,217.6,22.7,70.4,60.6,19.1,41.78,41.78,100,,68,4.9,79.14,9.3,,,,
LPL LCK Main,46337.0,GimGoon,TOP,N,FPX,vs WE,3,-172.5,63.30%,8500,2.6,1.8,5.8,236.3,0.0,29.9,64.4,19.9,0.0,0.0,100,,69,0.0,0.0,,,,,
LPL LCK Main,46337.0,Canyon,JNG,Y,DWG,vs SB,3,-255.0,71.90%,8400,1.8,2.5,5.6,179.8,22.9,90.4,39.2,27.0,49.91,49.91,100,,31,5.9,69.54,8.3,,,,
LPL LCK Main,46337.0,Doran,TOP,P,DRX,vs GEN,3,-117.5,54.10%,8400,2.3,2.1,5.5,268.0,18.6,80.4,62.6,24.7,43.34,43.34,100,,61,5.2,74.38,8.9,,,,
LPL LCK Main,46337.0,Clid,JNG,Y,GEN,vs DRX,3,117.5,46%,8300,2.2,1.9,7.0,181.0,20.4,80.4,63.7,24.0,44.42,44.42,100,,62,5.4,45.04,5.4,,,,
LPL LCK Main,46337.0,Maple,MID,Y,LNG,vs ES,3,122.5,44.90%,8200,3.1,2.1,5.0,258.1,22.1,110.1,61.2,35.2,57.33,57.33,100,,42,7.0,12.58,1.5,,,,
