Title,slate,Player,Pos,Start,Team,Opp,BestOf,Odds,Win %,Salary,AvgKill,AvgDth,AvgAst,AvgCS,Floor,Ceiling,Avg,StD,FC Proj,My Proj,Exp.,Used,Con.,Value,Actual Score,Val,AvgTur,AvgDrg,AvgBrns,AvgLgth
Main,46026.0,Jiumeng,ADC,Y,WE,vs EDG,3,155.0,39.20%,10200,4.8,2.5,5.8,271.8,16.7,107.7,85.3,36.4,53.09,53.09,100,,57,5.2,93.68,9.2,,,,
Main,46026.0,huanfeng,ADC,Y,SN,vs LNG,3,-172.5,63.30%,9700,4.8,2.6,5.5,318.2,40.2,122.9,79.9,33.1,73.28,73.28,100,,59,7.6,79.34,8.2,,,,
Main,46026.0,Hope,ADC,Y,EDG,vs WE,3,-155.0,60.60%,9500,4.9,1.4,5.1,319.7,49.1,119.8,87.2,28.3,77.38,77.38,100,,68,8.1,82.66,8.7,,,,
Main,46026.0,Light,ADC,Y,LNG,vs SN,3,172.5,36.70%,9300,2.5,2.6,3.2,291.7,32.2,84.2,40.4,20.8,52.99,52.99,100,,49,5.7,21.32,2.3,,,,
Main,46026.0,Teacherma,MID,Y,WE,vs EDG,3,155.0,39.20%,9200,3.5,2.8,7.1,225.9,21.3,91.1,82.7,27.9,49.24,49.24,100,,66,5.4,96.98,10.5,,,,
Main,46026.0,beishang,JNG,Y,WE,vs EDG,3,155.0,39.20%,8900,3.0,2.3,8.1,172.7,14.9,98.9,78.0,33.6,48.53,48.53,100,,57,5.5,81.22,9.1,,,,
Main,46026.0,Angel,MID,Y,SN,vs LNG,3,-172.5,63.30%,8900,4.3,2.2,5.9,252.5,39.9,115.2,75.3,30.1,70.0,70.0,100,,60,7.9,71.72,8.1,,,,
Main,46026.0,Morgan,TOP,Y,WE,vs EDG,3,155.0,39.20%,8800,2.6,3.0,5.5,233.9,19.1,90.8,61.8,28.7,47.76,47.76,100,,54,5.4,85.1,9.7,,,,
Main,46026.0,SofM,JNG,Y,SN,vs LNG,3,-172.5,63.30%,8600,1.8,3.2,8.9,169.8,32.9,98.4,63.9,26.2,59.09,59.09,100,,59,6.9,65.36,7.6,,,,
Main,46026.0,bin,TOP,Y,SN,vs LNG,3,-172.5,63.30%,8600,2.8,3.5,4.5,251.4,19.4,90.4,49.1,28.4,47.83,47.83,100,,42,5.6,79.6,9.3,,,,
Main,46026.0,Scout,MID,Y,EDG,vs WE,3,-155.0,60.60%,8500,3.7,1.9,5.6,284.8,45.8,101.3,77.0,22.2,68.04,68.04,100,,71,8.0,85.72,10.1,,,,
Main,46026.0,Maple,MID,Y,LNG,vs SN,3,172.5,36.70%,8400,3.2,2.1,4.6,255.6,25.7,107.9,58.5,32.9,58.58,58.58,100,,44,7.0,20.54,2.4,,,,
Main,46026.0,JunJia,JNG,Y,EDG,vs WE,3,-155.0,60.60%,8300,1.6,2.9,7.7,158.3,20.2,97.7,61.3,31.0,51.23,51.23,100,,49,6.2,84.54,10.2,,,,
Main,46026.0,JieJie,JNG,N,EDG,vs WE,3,-155.0,60.60%,8300,2.4,1.2,8.7,143.6,0.0,40.4,68.3,26.9,0.0,0.0,100,,61,0.0,8.7,1.0,,,,
Main,46026.0,Aodi,TOP,Y,EDG,vs WE,3,-155.0,60.60%,8200,2.8,2.0,5.5,240.1,29.6,89.6,73.0,24.0,53.58,53.58,100,,67,6.5,54.32,6.6,,,,
Main,46026.0,Xx,JNG,Y,LNG,vs SN,3,172.5,36.70%,8000,1.8,3.1,4.9,157.8,18.6,80.3,42.9,24.7,43.27,43.27,100,,42,5.4,19.36,2.4,,,,
Main,46026.0,Missing,SUP,Y,WE,vs EDG,3,155.0,39.20%,7900,0.9,2.8,9.7,41.0,9.1,77.8,60.7,27.5,36.57,36.57,100,,55,4.6,61.84,7.8,,,,
Main,46026.0,Plex,MID,N,WE,vs EDG,3,155.0,39.20%,7800,2.1,2.8,5.9,211.8,0.0,53.6,49.2,35.7,0.0,0.0,100,,27,0.0,0.0,,,,,
Main,46026.0,Poss,TOP,N,WE,vs EDG,3,155.0,39.20%,7800,,,,,0.0,0.0,,,0.0,0.0,100,,0,0.0,0.0,,,,,
Main,46026.0,Team WE,TEAM,Y,WE,vs EDG,3,155.0,39.20%,7800,0.0,0.0,0.0,0.0,14.1,70.1,44.5,22.4,36.47,36.47,100,,50,4.7,49.0,6.3,,,,
Main,46026.0,xiaoxiang,TOP,N,EDG,vs WE,3,-155.0,60.60%,7800,2.5,2.4,2.8,241.5,0.0,40.4,42.6,26.9,0.0,0.0,100,,37,0.0,0.0,,,,,
Main,46026.0,BBD,ADC,N,EDG,vs WE,3,-155.0,60.60%,7800,,,,,0.0,0.0,,,0.0,0.0,100,,0,0.0,0.0,,,,,
Main,46026.0,Shanks,MID,N,WE,vs EDG,3,155.0,39.20%,7800,,,,,0.0,0.0,,,0.0,0.0,100,,0,0.0,0.0,,,,,
Main,46026.0,View,JNG,N,SN,vs LNG,3,-172.5,63.30%,7800,,,,,0.0,0.0,,,0.0,0.0,100,,0,0.0,0.0,,,,,
Main,46026.0,SwordArt,SUP,Y,SN,vs LNG,3,-172.5,63.30%,7700,0.6,3.3,9.5,32.3,22.2,86.5,50.7,25.7,47.94,47.94,100,,49,6.2,52.78,6.9,,,,
Main,46026.0,Flandre,TOP,N,LNG,vs SN,3,172.5,36.70%,7700,2.0,3.4,4.7,261.3,0.0,42.3,47.9,28.2,0.0,0.0,100,,41,0.0,0.0,,,,,
Main,46026.0,Suning,TEAM,Y,SN,vs LNG,3,-172.5,63.30%,7600,0.0,0.0,0.0,0.0,24.8,69.3,35.7,17.8,42.62,42.62,100,,50,5.6,54.0,7.1,,,,
Main,46026.0,chenlun17,TOP,Y,LNG,vs SN,3,172.5,36.70%,7600,1.7,3.2,4.2,199.7,0.0,81.3,41.5,34.1,30.17,30.17,100,,18,4.0,23.48,3.1,,,,
Main,46026.0,Meiko,SUP,Y,EDG,vs WE,3,-155.0,60.60%,7400,0.7,2.8,8.7,31.6,17.3,84.8,54.0,27.0,44.32,44.32,100,,50,6.0,67.2,9.1,,,,
Main,46026.0,EDward Gaming,TEAM,Y,EDG,vs WE,3,-155.0,60.60%,7300,0.0,0.0,0.0,0.0,27.0,75.0,43.2,19.2,46.15,46.15,100,,56,6.3,42.0,5.8,,,,
Main,46026.0,Duan,SUP,N,LNG,vs SN,3,172.5,36.70%,7200,0.6,3.6,6.5,51.2,0.0,35.7,34.1,23.8,0.0,0.0,100,,30,0.0,0.0,,,,,
Main,46026.0,lwandy,SUP,Y,LNG,vs SN,3,172.5,36.70%,7100,0.0,5.5,1.5,36.0,18.8,18.8,-3.6,0.0,18.78,18.78,100,,0,2.6,7.76,1.1,,,,
Main,46026.0,LNG Esports,TEAM,Y,LNG,vs SN,3,172.5,36.70%,7000,0.0,0.0,0.0,0.0,18.5,61.5,30.1,17.2,35.68,35.68,100,,43,5.1,18.0,2.6,,,,
Main,46026.0,Jiumeng - STAR,ADC,Y,WE,vs EDG,3,155.0,39.20%,10200,4.8,2.5,5.8,271.8,16.7,107.7,85.3,36.4,79.64,79.64,100,,57,5.2,140.52,13.8,,,,
Main,46026.0,huanfeng - STAR,ADC,Y,SN,vs LNG,3,-172.5,63.30%,9700,4.8,2.6,5.5,318.2,40.2,122.9,79.9,33.1,109.92,109.92,100,,59,7.6,119.01,12.3,,,,
Main,46026.0,Hope - STAR,ADC,Y,EDG,vs WE,3,-155.0,60.60%,9500,4.9,1.4,5.1,319.7,49.1,119.8,87.2,28.3,116.07,116.07,100,,68,8.1,123.99,13.1,,,,
Main,46026.0,Light - STAR,ADC,Y,LNG,vs SN,3,172.5,36.70%,9300,2.5,2.6,3.2,291.7,32.2,84.2,40.4,20.8,79.49,79.49,100,,49,5.7,31.98,3.4,,,,
Main,46026.0,Teacherma - STAR,MID,Y,WE,vs EDG,3,155.0,39.20%,9200,3.5,2.8,7.1,225.9,21.3,91.1,82.7,27.9,73.86,73.86,100,,66,5.4,145.47,15.8,,,,
Main,46026.0,beishang - STAR,JNG,Y,WE,vs EDG,3,155.0,39.20%,8900,3.0,2.3,8.1,172.7,14.9,98.9,78.0,33.6,72.8,72.8,100,,57,5.5,121.83,13.7,,,,
Main,46026.0,Angel - STAR,MID,Y,SN,vs LNG,3,-172.5,63.30%,8900,4.3,2.2,5.9,252.5,39.9,115.2,75.3,30.1,105.0,105.0,100,,60,7.9,107.58,12.1,,,,
Main,46026.0,Morgan - STAR,TOP,Y,WE,vs EDG,3,155.0,39.20%,8800,2.6,3.0,5.5,233.9,19.1,90.8,61.8,28.7,71.64,71.64,100,,54,5.4,127.65,14.5,,,,
Main,46026.0,SofM - STAR,JNG,Y,SN,vs LNG,3,-172.5,63.30%,8600,1.8,3.2,8.9,169.8,32.9,98.4,63.9,26.2,88.64,88.64,100,,59,6.9,98.04,11.4,,,,
Main,46026.0,bin - STAR,TOP,Y,SN,vs LNG,3,-172.5,63.30%,8600,2.8,3.5,4.5,251.4,19.4,90.4,49.1,28.4,71.75,71.75,100,,42,5.6,119.4,13.9,,,,
Main,46026.0,Scout - STAR,MID,Y,EDG,vs WE,3,-155.0,60.60%,8500,3.7,1.9,5.6,284.8,45.8,101.3,77.0,22.2,102.06,102.06,100,,71,8.0,128.58,15.1,,,,
Main,46026.0,Maple - STAR,MID,Y,LNG,vs SN,3,172.5,36.70%,8400,3.2,2.1,4.6,255.6,25.7,107.9,58.5,32.9,87.87,87.87,100,,44,7.0,30.81,3.7,,,,
Main,46026.0,JunJia - STAR,JNG,Y,EDG,vs WE,3,-155.0,60.60%,8300,1.6,2.9,7.7,158.3,20.2,97.7,61.3,31.0,76.85,76.85,100,,49,6.2,126.81,15.3,,,,
Main,46026.0,JieJie - STAR,JNG,N,EDG,vs WE,3,-155.0,60.60%,8300,2.4,1.2,8.7,143.6,0.0,40.4,68.3,26.9,0.0,0.0,100,,61,0.0,13.05,1.6,,,,
Main,46026.0,Aodi - STAR,TOP,Y,EDG,vs WE,3,-155.0,60.60%,8200,2.8,2.0,5.5,240.1,29.6,89.6,73.0,24.0,80.37,80.37,100,,67,6.5,81.48,9.9,,,,
Main,46026.0,Xx - STAR,JNG,Y,LNG,vs SN,3,172.5,36.70%,8000,1.8,3.1,4.9,157.8,18.6,80.3,42.9,24.7,64.91,64.91,100,,42,5.4,29.04,3.6,,,,
Main,46026.0,Missing - STAR,SUP,Y,WE,vs EDG,3,155.0,39.20%,7900,0.9,2.8,9.7,41.0,9.1,77.8,60.7,27.5,54.86,54.86,100,,55,4.6,92.76,11.7,,,,
Main,46026.0,Plex - STAR,MID,N,WE,vs EDG,3,155.0,39.20%,7800,2.1,2.8,5.9,211.8,0.0,53.6,49.2,35.7,0.0,0.0,100,,27,0.0,0.0,,,,,
Main,46026.0,Poss - STAR,TOP,N,WE,vs EDG,3,155.0,39.20%,7800,,,,,0.0,0.0,,,0.0,0.0,100,,0,0.0,0.0,,,,,
Main,46026.0,xiaoxiang - STAR,TOP,N,EDG,vs WE,3,-155.0,60.60%,7800,2.5,2.4,2.8,241.5,0.0,40.4,42.6,26.9,0.0,0.0,100,,37,0.0,0.0,,,,,
Main,46026.0,BBD - STAR,ADC,N,EDG,vs WE,3,-155.0,60.60%,7800,,,,,0.0,0.0,,,0.0,0.0,100,,0,0.0,0.0,,,,,
Main,46026.0,Shanks - STAR,MID,N,WE,vs EDG,3,155.0,39.20%,7800,,,,,0.0,0.0,,,0.0,0.0,100,,0,0.0,0.0,,,,,
Main,46026.0,View - STAR,JNG,N,SN,vs LNG,3,-172.5,63.30%,7800,,,,,0.0,0.0,,,0.0,0.0,100,,0,0.0,0.0,,,,,
Main,46026.0,SwordArt - STAR,SUP,Y,SN,vs LNG,3,-172.5,63.30%,7700,0.6,3.3,9.5,32.3,22.2,86.5,50.7,25.7,71.91,71.91,100,,49,6.2,79.17,10.3,,,,
Main,46026.0,Flandre - STAR,TOP,N,LNG,vs SN,3,172.5,36.70%,7700,2.0,3.4,4.7,261.3,0.0,42.3,47.9,28.2,0.0,0.0,100,,41,0.0,0.0,,,,,
Main,46026.0,chenlun17 - STAR,TOP,Y,LNG,vs SN,3,172.5,36.70%,7600,1.7,3.2,4.2,199.7,0.0,81.3,41.5,34.1,45.26,45.26,100,,18,4.0,35.22,4.6,,,,
Main,46026.0,Meiko - STAR,SUP,Y,EDG,vs WE,3,-155.0,60.60%,7400,0.7,2.8,8.7,31.6,17.3,84.8,54.0,27.0,66.48,66.48,100,,50,6.0,100.8,13.6,,,,
Main,46026.0,Duan - STAR,SUP,N,LNG,vs SN,3,172.5,36.70%,7200,0.6,3.6,6.5,51.2,0.0,35.7,34.1,23.8,0.0,0.0,100,,30,0.0,0.0,,,,,
Main,46026.0,lwandy - STAR,SUP,Y,LNG,vs SN,3,172.5,36.70%,7100,0.0,5.5,1.5,36.0,18.8,18.8,-3.6,0.0,28.17,28.17,100,,0,2.6,11.64,1.6,,,,
Main,46029.0,Betty,ADC,Y,RNG,vs OMG,3,-140.0,58.50%,10300,4.4,1.7,5.5,280.9,40.3,112.0,74.7,28.7,68.95,68.95,100,,62,6.7,94.28,9.2,,,,
Main,46029.0,Smlz,ADC,Y,OMG,vs RNG,3,140.0,41.70%,9700,3.1,2.1,4.0,270.1,23.5,88.7,55.2,26.1,49.58,49.58,100,,53,5.1,11.16,1.2,,,,
Main,46029.0,Helper,ADC,Y,DMO,vs V5,3,-192.5,65.80%,9500,,,,,65.7,65.7,,,65.73,65.73,100,,0,6.9,42.36,4.5,,,,
Main,46029.0,Cryin,MID,N,RNG,vs OMG,3,-140.0,58.50%,9300,5.3,2.2,7.1,282.7,0.0,53.3,87.6,35.5,0.0,0.0,100,,59,0.0,0.0,,,,,
Main,46029.0,y4,ADC,N,V5,vs DMO,3,192.5,34.20%,9200,2.4,3.4,4.4,169.8,0.0,21.2,33.7,14.1,0.0,0.0,100,,58,0.0,0.0,,,,,
Main,46029.0,icon,MID,Y,OMG,vs RNG,3,140.0,41.70%,8900,2.8,2.4,4.4,262.7,24.0,84.5,53.9,24.2,48.2,48.2,100,,55,5.4,16.92,1.9,,,,
Main,46029.0,XLB,JNG,Y,RNG,vs OMG,3,-140.0,58.50%,8800,2.3,2.7,7.1,157.3,25.6,91.9,60.0,26.5,52.13,52.13,100,,56,5.9,110.26,12.5,,,,
Main,46029.0,705,TOP,N,RNG,vs OMG,3,-140.0,58.50%,8800,1.5,3.2,5.8,245.5,0.0,30.0,50.0,20.0,0.0,0.0,100,,60,0.0,0.0,,,,,
Main,46029.0,H4cker,JNG,Y,OMG,vs RNG,3,140.0,41.70%,8500,1.6,2.2,6.0,173.6,24.1,77.9,49.0,21.5,45.63,45.63,100,,56,5.4,15.08,1.8,,,,
Main,46029.0,Curse,TOP,N,OMG,vs RNG,3,140.0,41.70%,8500,2.4,3.0,3.5,239.1,0.0,28.5,43.8,19.0,0.0,0.0,100,,57,0.0,14.06,1.7,,,,
Main,46029.0,Twila,MID,Y,DMO,vs V5,3,-192.5,65.80%,8500,,,,,63.0,63.0,,,63.04,63.04,100,,0,7.4,31.54,3.7,,,,
Main,46029.0,Xiaopeng,JNG,Y,DMO,vs V5,3,-192.5,65.80%,8300,2.3,3.2,6.8,165.8,29.1,112.6,53.1,33.4,62.47,62.47,100,,37,7.5,25.7,3.1,,,,
Main,46029.0,Mole,MID,Y,V5,vs DMO,3,192.5,34.20%,8200,2.3,4.1,4.2,224.8,37.8,69.5,32.9,12.7,50.48,50.48,100,,61,6.2,91.74,11.2,,,,
Main,46029.0,xiaohan,JNG,N,V5,vs DMO,3,192.5,34.20%,8200,2.5,4.1,4.4,143.7,0.0,15.9,30.1,10.6,0.0,0.0,100,,65,0.0,0.0,,,,,
Main,46029.0,Natural,TOP,Y,DMO,vs V5,3,-192.5,65.80%,8100,3.1,2.8,3.8,267.1,22.9,101.9,47.4,31.6,54.48,54.48,100,,33,6.7,20.64,2.5,,,,
Main,46029.0,Biubiu,TOP,Y,V5,vs DMO,3,192.5,34.20%,7900,2.2,3.3,6.5,207.1,0.0,72.3,56.6,30.7,26.25,26.25,100,,46,3.3,67.02,8.5,,,,
Main,46029.0,Ming,SUP,Y,RNG,vs OMG,3,-140.0,58.50%,7900,0.8,2.6,8.6,57.4,17.3,82.8,52.0,26.2,43.54,43.54,100,,50,5.5,75.08,9.5,,,,
Main,46029.0,bless,JNG,N,DMO,vs V5,3,-192.5,65.80%,7800,0.8,3.0,3.8,148.8,0.0,0.5,12.9,0.3,0.0,0.0,100,,0,0.0,0.0,,,,,
Main,46029.0,Xiaohu,MID,Y,RNG,vs OMG,3,-140.0,58.50%,7800,3.4,2.5,5.7,277.8,29.6,101.4,68.1,28.7,58.31,58.31,100,,58,7.5,107.92,13.8,,,,
Main,46029.0,S1xu,JNG,N,RNG,vs OMG,3,-140.0,58.50%,7800,,,,,0.0,0.0,,,0.0,0.0,100,,0,0.0,0.0,,,,,
Main,46029.0,Royal Never Give Up,TEAM,Y,RNG,vs OMG,3,-140.0,58.50%,7800,0.0,0.0,0.0,0.0,25.3,69.0,39.5,17.5,42.79,42.79,100,,56,5.5,54.0,6.9,,,,
Main,46029.0,Aliez,TOP,Y,OMG,vs RNG,3,140.0,41.70%,7800,1.7,3.8,3.0,213.8,14.2,47.0,25.1,13.1,27.3,27.3,100,,48,3.5,4.14,0.5,,,,
Main,46029.0,New,TOP,Y,RNG,vs OMG,3,-140.0,58.50%,7800,,,,,43.5,43.5,,,43.5,43.5,100,,0,5.6,88.56,11.4,,,,
Main,46029.0,Weiwei,ADC,Y,V5,vs DMO,3,192.5,34.20%,7700,,,,,34.7,34.7,,,34.67,34.67,100,,0,4.5,77.52,10.1,,,,
Main,46029.0,Xinyi,JNG,N,V5,vs DMO,3,192.5,34.20%,7700,,,,,0.0,0.0,,,0.0,0.0,100,,0,0.0,0.0,,,,,
Main,46029.0,cold,SUP,Y,OMG,vs RNG,3,140.0,41.70%,7700,0.8,2.5,6.4,51.6,10.5,65.0,37.5,21.8,32.3,32.3,100,,42,4.2,4.3,0.6,,,,
Main,46029.0,As6,JNG,N,V5,vs DMO,3,192.5,34.20%,7700,1.4,4.2,4.6,137.1,0.0,8.0,26.5,5.3,0.0,0.0,100,,80,0.0,0.0,,,,,
Main,46029.0,SamD,ADC,Y,V5,vs DMO,3,192.5,34.20%,7700,,,,,43.7,43.7,,,43.7,43.7,100,,0,5.7,109.56,14.2,,,,
Main,46029.0,OMG,TEAM,Y,OMG,vs RNG,3,140.0,41.70%,7600,0.0,0.0,0.0,0.0,16.3,63.0,34.1,18.7,34.95,34.95,100,,45,4.6,12.0,1.6,,,,
Main,46029.0,Mitsuki,SUP,Y,DMO,vs V5,3,-192.5,65.80%,7400,,,,,59.2,59.2,,,59.16,59.16,100,,0,8.0,11.1,1.5,,,,
Main,46029.0,Dominus Esports,TEAM,Y,DMO,vs V5,3,-192.5,65.80%,7300,0.0,0.0,0.0,0.0,27.8,84.3,32.6,22.6,50.4,50.4,100,,31,6.9,17.0,2.3,,,,
Main,46029.0,clx,SUP,N,V5,vs DMO,3,192.5,34.20%,7200,1.5,4.0,4.6,175.7,0.0,24.9,28.0,16.6,0.0,0.0,100,,41,0.0,0.0,,,,,
Main,46029.0,Ppgod,SUP,Y,V5,vs DMO,3,192.5,34.20%,7100,,,,,29.9,29.9,,,29.91,29.91,100,,0,4.2,76.24,10.7,,,,
Main,46029.0,ZYF,SUP,N,V5,vs DMO,3,192.5,34.20%,7100,,,,,0.0,0.0,,,0.0,0.0,100,,0,0.0,0.0,,,,,
Main,46029.0,Sora,SUP,N,OMG,vs RNG,3,140.0,41.70%,7100,,,,,0.0,0.0,,,0.0,0.0,100,,0,0.0,0.0,,,,,
Main,46029.0,Victory Five,TEAM,Y,V5,vs DMO,3,192.5,34.20%,7000,0.0,0.0,0.0,0.0,26.2,37.2,12.4,4.4,30.64,30.64,100,,65,4.4,61.0,8.7,,,,
Main,46029.0,Betty - STAR,ADC,Y,RNG,vs OMG,3,-140.0,58.50%,10300,4.4,1.7,5.5,280.9,40.3,112.0,74.7,28.7,103.43,103.43,100,,62,6.7,141.42,13.7,,,,
Main,46029.0,Smlz - STAR,ADC,Y,OMG,vs RNG,3,140.0,41.70%,9700,3.1,2.1,4.0,270.1,23.5,88.7,55.2,26.1,74.37,74.37,100,,53,5.1,16.74,1.7,,,,
Main,46029.0,Helper - STAR,ADC,Y,DMO,vs V5,3,-192.5,65.80%,9500,,,,,65.7,65.7,,,98.6,98.6,100,,0,6.9,63.54,6.7,,,,
Main,46029.0,Cryin - STAR,MID,N,RNG,vs OMG,3,-140.0,58.50%,9300,5.3,2.2,7.1,282.7,0.0,53.3,87.6,35.5,0.0,0.0,100,,59,0.0,0.0,,,,,
Main,46029.0,y4 - STAR,ADC,N,V5,vs DMO,3,192.5,34.20%,9200,2.4,3.4,4.4,169.8,0.0,21.2,33.7,14.1,0.0,0.0,100,,58,0.0,0.0,,,,,
Main,46029.0,icon - STAR,MID,Y,OMG,vs RNG,3,140.0,41.70%,8900,2.8,2.4,4.4,262.7,24.0,84.5,53.9,24.2,72.3,72.3,100,,55,5.4,25.38,2.9,,,,
Main,46029.0,XLB - STAR,JNG,Y,RNG,vs OMG,3,-140.0,58.50%,8800,2.3,2.7,7.1,157.3,25.6,91.9,60.0,26.5,78.2,78.2,100,,56,5.9,165.39,18.8,,,,
Main,46029.0,705 - STAR,TOP,N,RNG,vs OMG,3,-140.0,58.50%,8800,1.5,3.2,5.8,245.5,0.0,30.0,50.0,20.0,0.0,0.0,100,,60,0.0,0.0,,,,,
Main,46029.0,H4cker - STAR,JNG,Y,OMG,vs RNG,3,140.0,41.70%,8500,1.6,2.2,6.0,173.6,24.1,77.9,49.0,21.5,68.45,68.45,100,,56,5.4,22.62,2.7,,,,
Main,46029.0,Curse - STAR,TOP,N,OMG,vs RNG,3,140.0,41.70%,8500,2.4,3.0,3.5,239.1,0.0,28.5,43.8,19.0,0.0,0.0,100,,57,0.0,21.09,2.5,,,,
Main,46029.0,Twila - STAR,MID,Y,DMO,vs V5,3,-192.5,65.80%,8500,,,,,63.0,63.0,,,94.56,94.56,100,,0,7.4,47.31,5.6,,,,
Main,46029.0,Xiaopeng - STAR,JNG,Y,DMO,vs V5,3,-192.5,65.80%,8300,2.3,3.2,6.8,165.8,29.1,112.6,53.1,33.4,93.71,93.71,100,,37,7.5,38.55,4.6,,,,
Main,46029.0,Mole - STAR,MID,Y,V5,vs DMO,3,192.5,34.20%,8200,2.3,4.1,4.2,224.8,37.8,69.5,32.9,12.7,75.72,75.72,100,,61,6.2,137.61,16.8,,,,
Main,46029.0,xiaohan - STAR,JNG,N,V5,vs DMO,3,192.5,34.20%,8200,2.5,4.1,4.4,143.7,0.0,15.9,30.1,10.6,0.0,0.0,100,,65,0.0,0.0,,,,,
Main,46029.0,Natural - STAR,TOP,Y,DMO,vs V5,3,-192.5,65.80%,8100,3.1,2.8,3.8,267.1,22.9,101.9,47.4,31.6,81.72,81.72,100,,33,6.7,30.96,3.8,,,,
Main,46029.0,Biubiu - STAR,TOP,Y,V5,vs DMO,3,192.5,34.20%,7900,2.2,3.3,6.5,207.1,0.0,72.3,56.6,30.7,39.38,39.38,100,,46,3.3,100.53,12.7,,,,
Main,46029.0,Ming - STAR,SUP,Y,RNG,vs OMG,3,-140.0,58.50%,7900,0.8,2.6,8.6,57.4,17.3,82.8,52.0,26.2,65.31,65.31,100,,50,5.5,112.62,14.3,,,,
Main,46029.0,bless - STAR,JNG,N,DMO,vs V5,3,-192.5,65.80%,7800,0.8,3.0,3.8,148.8,0.0,0.5,12.9,0.3,0.0,0.0,100,,0,0.0,0.0,,,,,
Main,46029.0,Xiaohu - STAR,MID,Y,RNG,vs OMG,3,-140.0,58.50%,7800,3.4,2.5,5.7,277.8,29.6,101.4,68.1,28.7,87.47,87.47,100,,58,7.5,161.88,20.8,,,,
Main,46029.0,S1xu - STAR,JNG,N,RNG,vs OMG,3,-140.0,58.50%,7800,,,,,0.0,0.0,,,0.0,0.0,100,,0,0.0,0.0,,,,,
Main,46029.0,Aliez - STAR,TOP,Y,OMG,vs RNG,3,140.0,41.70%,7800,1.7,3.8,3.0,213.8,14.2,47.0,25.1,13.1,40.95,40.95,100,,48,3.5,6.21,0.8,,,,
Main,46029.0,New - STAR,TOP,Y,RNG,vs OMG,3,-140.0,58.50%,7800,,,,,43.5,43.5,,,65.25,65.25,100,,0,5.6,132.84,17.0,,,,
Main,46029.0,Weiwei - STAR,ADC,Y,V5,vs DMO,3,192.5,34.20%,7700,,,,,34.7,34.7,,,52.01,52.01,100,,0,4.5,116.28,15.1,,,,
Main,46029.0,Xinyi - STAR,JNG,N,V5,vs DMO,3,192.5,34.20%,7700,,,,,0.0,0.0,,,0.0,0.0,100,,0,0.0,0.0,,,,,
Main,46029.0,cold - STAR,SUP,Y,OMG,vs RNG,3,140.0,41.70%,7700,0.8,2.5,6.4,51.6,10.5,65.0,37.5,21.8,48.45,48.45,100,,42,4.2,6.45,0.8,,,,
Main,46029.0,As6 - STAR,JNG,N,V5,vs DMO,3,192.5,34.20%,7700,1.4,4.2,4.6,137.1,0.0,8.0,26.5,5.3,0.0,0.0,100,,80,0.0,0.0,,,,,
Main,46029.0,SamD - STAR,ADC,Y,V5,vs DMO,3,192.5,34.20%,7700,,,,,43.7,43.7,,,65.55,65.55,100,,0,5.7,164.34,21.3,,,,
Main,46029.0,Mitsuki - STAR,SUP,Y,DMO,vs V5,3,-192.5,65.80%,7400,,,,,59.2,59.2,,,88.74,88.74,100,,0,8.0,16.65,2.3,,,,
Main,46029.0,clx - STAR,SUP,N,V5,vs DMO,3,192.5,34.20%,7200,1.5,4.0,4.6,175.7,0.0,24.9,28.0,16.6,0.0,0.0,100,,41,0.0,0.0,,,,,
Main,46029.0,Ppgod - STAR,SUP,Y,V5,vs DMO,3,192.5,34.20%,7100,,,,,29.9,29.9,,,44.87,44.87,100,,0,4.2,114.36,16.1,,,,
Main,46029.0,ZYF - STAR,SUP,N,V5,vs DMO,3,192.5,34.20%,7100,,,,,0.0,0.0,,,0.0,0.0,100,,0,0.0,0.0,,,,,
Main,46029.0,Sora - STAR,SUP,N,OMG,vs RNG,3,140.0,41.70%,7100,,,,,0.0,0.0,,,0.0,0.0,100,,0,0.0,0.0,,,,,
Main,46091.0,Jiumeng,ADC,Y,WE,vs SN,3,-185.0,64.90%,10300,4.8,2.5,5.9,273.2,40.9,129.4,85.8,35.4,76.25,76.25,100,,59,7.4,79.6,7.7,,,,
Main,46091.0,iBoy,ADC,Y,VG,vs BLG,3,-160.0,61.30%,9800,3.2,1.9,5.4,287.5,38.9,103.9,67.9,26.0,64.85,64.85,100,,62,6.6,80.58,8.2,,,,
Main,46091.0,huanfeng,ADC,Y,SN,vs WE,3,185.0,35.10%,9500,4.8,2.5,5.4,319.4,28.1,108.4,80.0,32.1,60.2,60.2,100,,60,6.3,88.38,9.3,,,,
Main,46091.0,Teacherma,MID,Y,WE,vs SN,3,-185.0,64.90%,9200,3.6,2.9,7.1,229.0,41.1,108.9,83.8,27.1,68.23,68.23,100,,68,7.4,55.78,6.1,,,,
Main,46091.0,Wings,ADC,Y,BLG,vs VG,3,160.0,38.50%,9200,,,,,31.3,31.3,,,31.34,31.34,100,,0,3.4,17.32,1.9,,,,
Main,46091.0,Forge,MID,Y,VG,vs BLG,3,-160.0,61.30%,8900,3.9,2.9,5.5,272.8,39.7,88.0,73.4,19.3,59.04,59.04,100,,74,6.6,80.02,9.0,,,,
Main,46091.0,beishang,JNG,Y,WE,vs SN,3,-185.0,64.90%,8800,3.0,2.4,8.1,172.6,38.2,119.7,78.2,32.6,70.8,70.8,100,,58,8.0,66.76,7.6,,,,
