"Id","Position","First Name","Nickname","Last Name","FPPG","Played","Salary","Game","Team","Opponent","Injury Indicator","Injury Details","Tier","",""
"47242-120271","ADC","Doublelift","Doublelift","Doublelift","23.662353515625","17","9700","CLG@TSM","TSM","CLG","","","","",""
"47242-120275","ADC","FBI","FBI","FBI","23.607777913411457","18","9400","GG@OHT","GG","OHT","","","","",""
"47242-120248","ADC","Cody Sun","Cody Sun","Cody Sun","31.392999267578126","20","9100","GG@OHT","OHT","GG","","","","",""
"47242-120226","MID","Bjergsen","Bjergsen","Bjergsen","35.19578793174342","19","8700","CLG@TSM","TSM","CLG","","","","",""
"47242-120288","ADC","Stixxay","Stixxay","Stixxay","23.15529497931985","17","8500","CLG@TSM","CLG","TSM","","","","",""
"47242-131332","JNG","Spica","Spica","Spica","18.604615431565506","13","8300","CLG@TSM","TSM","CLG","","","","",""
"47242-131966","MID","Damonte","Damonte","Damonte","20.175384521484375","13","8300","GG@OHT","GG","OHT","","","","",""
"47242-120224","TOP","Broken Blade","Broken Blade","Broken Blade","27.462106805098685","19","8200","CLG@TSM","TSM","CLG","","","","",""
"47242-120247","MID","Ryoma","Ryoma","Ryoma","30.16300048828125","20","8200","GG@OHT","OHT","GG","","","","",""
"47242-120273","JNG","Closer","Closer","Closer","20.16888936360677","18","8000","GG@OHT","GG","OHT","","","","",""
"47242-120272","TOP","Hauntzer","Hauntzer","Hauntzer","16.80777825249566","18","8000","GG@OHT","GG","OHT","","","","",""
"47242-135010","JNG","Contractz","Contractz","Contractz","29.873334248860676","6","7800","GG@OHT","OHT","GG","","","","",""
"47242-120245","TOP","Ssumday","Ssumday","Ssumday","25.770999145507812","20","7800","GG@OHT","OHT","GG","","","","",""
"47242-120701","TEAM","Team SoloMid","Team SoloMid","Team SoloMid","23.63157894736842","19","7700","CLG@TSM","TSM","CLG","","","","",""
"47242-120707","TEAM","Golden Guardians","Golden Guardians","Golden Guardians","15.222222222222221","18","7600","GG@OHT","GG","OHT","","","","",""
"47242-120286","MID","Pobelter","Pobelter","Pobelter","20.53647030101103","17","7600","CLG@TSM","CLG","TSM","","","","",""
"47242-136182","SUP","Treatz","Treatz","Treatz","8","3","7600","CLG@TSM","TSM","CLG","","","","",""
"47242-120705","TEAM","100 Thieves","100 Thieves","100 Thieves","19.15","20","7500","GG@OHT","OHT","GG","","","","",""
"47242-120276","SUP","Huhi","Huhi","Huhi","13.08999972873264","18","7500","GG@OHT","GG","OHT","","","","",""
"47242-135011","SUP","Poome","Poome","Poome","19.416666666666668","6","7400","GG@OHT","OHT","GG","","","","",""
"47242-120709","TEAM","Counter Logic Gaming","Counter Logic Gaming","Counter Logic Gaming","10.588235294117647","17","7300","CLG@TSM","CLG","TSM","","","","",""
"47242-120285","JNG","Wiggily","Wiggily","Wiggily","17.585881850298712","17","7300","CLG@TSM","CLG","TSM","","","","",""
"47242-135707","TOP","Deus","Deus","Deus","0","2","7200","CLG@TSM","CLG","TSM","","","","",""
"47242-120228","SUP","Biofrost","Biofrost","Biofrost","16.303158408717106","19","7200","CLG@TSM","TSM","CLG","","","","",""
"47242-120283","TOP","Ruin","Ruin","Ruin","17.749332682291666","15","7000","CLG@TSM","CLG","TSM","","","","",""
"47242-120290","SUP","Smoothie","Smoothie","Smoothie","13.410587983972887","17","6900","CLG@TSM","CLG","TSM","","","","",""
"47242-120289","ADC","Wind","Wind","Wind","0","9","6200","CLG@TSM","CLG","TSM","","","","",""
