"Id","Position","First Name","Nickname","Last Name","FPPG","Played","Salary","Game","Team","Opponent","Injury Indicator","Injury Details","Tier","",""
"47245-123007","ADC","iBoy","iBoy","iBoy","67.88470818014706","17","10200","DMO@VG","VG","DMO","","","","",""
"47245-123042","ADC","huanfeng","huanfeng","huanfeng","72.09882668887867","17","10000","OMG@SN","SN","OMG","","","","",""
"47245-122999","ADC","Smlz","Smlz","Smlz","56.76777818467882","18","9700","OMG@SN","OMG","SN","","","","",""
"47245-133762","ADC","Xubin","Xubin","Xubin","53.4275016784668","8","9200","DMO@VG","DMO","VG","","","","",""
"47245-123006","MID","Zeka","Zeka","Zeka","43.754285539899556","14","9100","DMO@VG","VG","DMO","","","","",""
"47245-123040","MID","Angel","Angel","Angel","72.57647346047794","17","8700","OMG@SN","SN","OMG","","","","",""
"47245-123003","JNG","Aix","Aix","Aix","44.490665690104166","15","8700","DMO@VG","VG","DMO","","","","",""
"47245-122997","MID","icon","icon","icon","54.769999186197914","18","8500","OMG@SN","OMG","SN","","","","",""
"47245-122896","JNG","Leyan","Leyan","Leyan","34.58631656044408","19","8400","DMO@VG","VG","DMO","","","","",""
"47245-123039","JNG","SofM","SofM","SofM","62.961174460018384","17","8400","OMG@SN","SN","OMG","","","","",""
"47245-123001","TOP","Cube","Cube","Cube","57.42941104664522","17","8200","DMO@VG","VG","DMO","","","","",""
"47245-123038","TOP","Bin","Bin","Bin","59.415293974034924","17","8000","OMG@SN","SN","OMG","","","","",""
"47245-123048","MID","Twila","Twila","Twila","38.70500183105469","16","8000","DMO@VG","DMO","VG","","","","",""
"47245-122996","JNG","H4cker","H4cker","H4cker","46.86333211263021","18","8000","OMG@SN","OMG","SN","","","","",""
"47245-123008","SUP","Maestro","Maestro","Maestro","7.414545232599432","11","7800","DMO@VG","VG","DMO","","","","",""
"47245-123099","TEAM","Vici Gaming","Vici Gaming","Vici Gaming","38.35294117647059","17","7800","DMO@VG","VG","DMO","","","","",""
"47245-123045","JNG","Xiaopeng","Xiaopeng","Xiaopeng","51.422352510340076","17","7700","DMO@VG","DMO","VG","","","","",""
"47245-122995","TOP","Curse","Curse","Curse","48.44444444444444","18","7700","OMG@SN","OMG","SN","","","","",""
"47245-123101","TEAM","Suning","Suning","Suning","44.470588235294116","17","7600","OMG@SN","SN","OMG","","","","",""
"47245-123009","SUP","Hang","Hang","Hang","35.352500915527344","16","7500","DMO@VG","VG","DMO","","","","",""
"47245-123043","SUP","SwordArt","SwordArt","SwordArt","52.38353056066177","17","7500","OMG@SN","SN","OMG","","","","",""
"47245-123098","TEAM","Oh My God","Oh My God","Oh My God","32.72222222222222","18","7400","OMG@SN","OMG","SN","","","","",""
"47245-133761","TOP","Chelizi","Chelizi","Chelizi","49.97999954223633","8","7300","DMO@VG","DMO","VG","","","","",""
"47245-131339","SUP","Sora","Sora","Sora","8.936000061035156","5","7200","OMG@SN","OMG","SN","","","","",""
"47245-123051","TEAM","Dominus Esports","Dominus Esports","Dominus Esports","32.588235294117645","17","7200","DMO@VG","DMO","VG","","","","",""
"47245-123000","SUP","cold","cold","cold","34.87444390190972","18","7000","OMG@SN","OMG","SN","","","","",""
"47245-135009","SUP","Yui","Yui","Yui","27.485000610351562","4","6900","DMO@VG","DMO","VG","","","","",""
"47245-123010","TOP","Aliez","Aliez","Aliez","12.123999786376952","10","6200","OMG@SN","OMG","SN","","","","",""
"47245-131857","SUP","owo","owo","owo","0","6","6200","OMG@SN","SN","OMG","","","","",""
"47245-131678","ADC","Helper","Helper","Helper","10.426666259765625","9","6200","DMO@VG","DMO","VG","","","","",""
"47245-131679","SUP","Mitsuki","Mitsuki","Mitsuki","16.652000427246094","10","6200","DMO@VG","DMO","VG","","","","",""
"47245-131681","JNG","View","View","View","0","6","6200","OMG@SN","SN","OMG","","","","",""
"47245-123044","TOP","Natural","Natural","Natural","25.515714372907365","14","6200","DMO@VG","DMO","VG","","","","",""
"47245-123046","JNG","bless","bless","bless","0","12","6200","DMO@VG","DMO","VG","","","","",""
"47245-123005","MID","Forge","Forge","Forge","38.78307635967548","13","6200","DMO@VG","VG","DMO","","","","",""
