"Id","Position","First Name","Nickname","Last Name","FPPG","Played","Salary","Game","Team","Opponent","Injury Indicator","Injury Details","Tier","",""
"48774-120271","ADC","Doublelift","Doublelift","Doublelift","27.704999287923176","24","10200","TSM@GG","TSM","GG","","","","",""
"48774-120323","ADC","Hans sama","Hans sama","Hans sama","29.580833435058594","24","9800","ROG@FTC","ROG","FTC","","","","",""
"48774-120226","MID","Bjergsen","Bjergsen","Bjergsen","36.71615365835336","26","9400","TSM@GG","TSM","GG","","","","",""
"48774-120318","ADC","Rekkles","Rekkles","Rekkles","37.84800048828125","25","9400","ROG@FTC","FTC","ROG","","","","",""
"48774-120322","MID","Larssen","Larssen","Larssen","30.06499989827474","24","9000","ROG@FTC","ROG","FTC","","","","",""
"48774-120275","ADC","FBI","FBI","FBI","28.58719970703125","25","8900","TSM@GG","GG","TSM","","","","",""
"48774-120317","MID","Nemesis","Nemesis","Nemesis","30.588798828125","25","8800","ROG@FTC","FTC","ROG","","","","",""
"48774-131332","JNG","Spica","Spica","Spica","25.242999267578124","20","8500","TSM@GG","TSM","GG","","","","",""
"48774-120224","TOP","Broken Blade","Broken Blade","Broken Blade","30.98846200796274","26","8300","TSM@GG","TSM","GG","","","","",""
"48774-131966","MID","Damonte","Damonte","Damonte","27.008999633789063","20","8200","TSM@GG","GG","TSM","","","","",""
"48774-120321","JNG","Inspired","Inspired","Inspired","25.759999593098957","24","8100","ROG@FTC","ROG","FTC","","","","",""
"48774-136182","SUP","Treatz","Treatz","Treatz","23.12200012207031","10","8000","TSM@GG","TSM","GG","","","","",""
"48774-120320","TOP","Finn","Finn","Finn","23.338333129882812","24","7900","ROG@FTC","ROG","FTC","","","","",""
"48774-120701","TEAM","Team SoloMid","Team SoloMid","Team SoloMid","25.03846153846154","26","7900","TSM@GG","TSM","GG","","","","",""
"48774-120316","JNG","Selfmade","Selfmade","Selfmade","33.52800048828125","25","7800","ROG@FTC","FTC","ROG","","","","",""
"48774-120713","TEAM","Rogue","Rogue","Rogue","20.125","24","7600","ROG@FTC","ROG","FTC","","","","",""
"48774-120228","SUP","Biofrost","Biofrost","Biofrost","12.390400390625","25","7600","TSM@GG","TSM","GG","","","","",""
"48774-120314","TOP","Bwipo","Bwipo","Bwipo","29.24159912109375","25","7600","ROG@FTC","FTC","ROG","","","","",""
"48774-120324","SUP","Vander","Vander","Vander","17.495833079020183","24","7500","ROG@FTC","ROG","FTC","","","","",""
"48774-120273","JNG","Closer","Closer","Closer","24.74719970703125","25","7500","TSM@GG","GG","TSM","","","","",""
"48774-120712","TEAM","Fnatic","Fnatic","Fnatic","22.4","25","7400","ROG@FTC","FTC","ROG","","","","",""
"48774-120319","SUP","Hylissang","Hylissang","Hylissang","22.16159912109375","25","7300","ROG@FTC","FTC","ROG","","","","",""
"48774-120272","TOP","Hauntzer","Hauntzer","Hauntzer","23.1247998046875","25","7200","TSM@GG","GG","TSM","","","","",""
"48774-120707","TEAM","Golden Guardians","Golden Guardians","Golden Guardians","19.64","25","7100","TSM@GG","GG","TSM","","","","",""
"48774-120276","SUP","Huhi","Huhi","Huhi","18.518399658203126","25","7000","TSM@GG","GG","TSM","","","","",""
