"Id","Position","First Name","Nickname","Last Name","FPPG","Played","Salary","Game","Team","Opponent","Injury Indicator","Injury Details","Tier","",""
"47608-120305","ADC","Perkz","Perkz","Perkz","44.23333449590774","21","10200","G2@SKG","G2","SKG","","","","",""
"47608-120318","ADC","Rekkles","Rekkles","Rekkles","35.69090964577415","22","10100","FCS@FTC","FTC","FCS","","","","",""
"47608-120359","ADC","Carzzy","Carzzy","Carzzy","38.13818081942472","22","9900","ML@MG","ML","MG","","","","",""
"47608-125946","ADC","Neon","Neon","Neon","31.289231520432693","13","9600","FCS@FTC","FCS","FTC","","","","",""
"47608-120306","MID","Caps","Caps","Caps","50.37043563179348","23","9300","G2@SKG","G2","SKG","","","","",""
"47608-120312","ADC","Upset","Upset","Upset","37.57272616299716","22","9300","ES@OG","OG","ES","","","","",""
"47608-120381","ADC","Crownshot","Crownshot","Crownshot","23.423158344469574","19","9100","G2@SKG","SKG","G2","","","","",""
"47608-120304","JNG","Jankos","Jankos","Jankos","40.894783351732336","23","9100","G2@SKG","G2","SKG","","","","",""
"47608-120317","MID","Nemesis","Nemesis","Nemesis","27.83272760564631","22","9000","FCS@FTC","FTC","FCS","","","","",""
"47608-120323","ADC","Hans sama","Hans sama","Hans sama","29.24571300688244","21","8900","VIT@ROG","ROG","VIT","","","","",""
"47608-120316","JNG","Selfmade","Selfmade","Selfmade","30.66181807084517","22","8900","FCS@FTC","FTC","FCS","","","","",""
"47608-120358","MID","Humanoid","Humanoid","Humanoid","35.57090897993608","22","8800","ML@MG","ML","MG","","","","",""
"47608-120332","JNG","Shadow","Shadow","Shadow","36.08727195046165","22","8600","ML@MG","ML","MG","","","","",""
"47608-120373","MID","Abbedagge","Abbedagge","Abbedagge","21.517894544099505","19","8600","FCS@FTC","FCS","FTC","","","","",""
"47608-120436","ADC","Comp","Comp","Comp","25.0105269582648","19","8500","VIT@ROG","VIT","ROG","","","","",""
"47608-120371","JNG","Gilius","Gilius","Gilius","18.747142246791295","14","8400","FCS@FTC","FCS","FTC","","","","",""
"47608-120303","TOP","Wunder","Wunder","Wunder","35.771303923233695","23","8400","G2@SKG","G2","SKG","","","","",""
"47608-120366","ADC","Patrik","Patrik","Patrik","20.328420538651315","19","8200","ES@OG","ES","OG","","","","",""
"47608-120311","MID","Nukeduck","Nukeduck","Nukeduck","31.51363580877131","22","8200","ES@OG","OG","ES","","","","",""
"47608-131333","MID","ZaZee","ZaZee","ZaZee","25.813334147135418","15","8100","G2@SKG","SKG","G2","","","","",""
