slate,Opp,Title,Player,Pos,Start,Team,BestOf,Odds,Win %,Salary,AvgKill,AvgDth,AvgAst,AvgCS,Floor,Ceiling,Avg,StD,FC Proj,My Proj,Exp.,Used,Con.,Value
48505,vs HLE,LCK Main,Route,ADC,P,SB,3,-260.0,72.5%,10300,3.0,2.1,4.2,311.9,28.8,117.0,57.6,35.3,64.07,64.07,100,,39,6.2
48505,vs APK,LCK Main,deokdam,ADC,P,DYN,3,,100%,9800,2.3,2.4,3.9,289.1,32.5,100.3,48.2,27.1,59.6,59.6,100,,44,6.1
48505,vs HLE,LCK Main,FATE,MID,P,SB,3,-260.0,72.5%,9300,3.9,1.6,5.0,298.3,30.0,125.8,72.3,38.3,68.34,68.34,100,,47,7.3
48505,vs SB,LCK Main,Viper,ADC,P,HLE,3,260.0,27.8%,9200,2.8,1.9,3.1,327.8,0.0,39.0,50.4,26.0,0.0,0.0,100,,48,0.0
48505,vs APK,LCK Main,Kuzan,MID,P,DYN,3,,100%,9000,2.9,1.9,4.6,267.9,21.2,118.2,61.8,38.8,59.95,59.95,100,,37,6.7
48505,vs HLE,LCK Main,OnFleek,JNG,P,SB,3,-260.0,72.5%,8700,1.9,2.5,5.7,182.0,28.4,106.7,48.1,31.3,59.7,59.7,100,,35,6.9
48505,vs DYN,LCK Main,HyBriD,ADC,P,APK,3,202.5,33.1%,8700,3.3,2.6,2.8,340.5,13.7,93.5,49.8,31.9,45.61,45.61,100,,36,5.2
48505,vs SB,LCK Main,Mireu,MID,P,HLE,3,260.0,27.8%,8600,1.7,3.2,4.3,254.4,24.7,75.2,36.4,20.2,44.91,44.91,100,,45,5.2
48505,vs DYN,LCK Main,Trigger,ADC,P,APK,3,202.5,33.1%,8400,2.0,4.0,2.8,282.4,6.7,52.0,21.0,18.1,24.83,24.83,100,,14,3.0
48505,vs APK,LCK Main,Beyond,JNG,P,DYN,3,,100%,8300,1.8,2.5,6.5,158.3,17.0,116.8,56.0,39.9,56.93,56.93,100,,29,6.9
48505,vs HLE,LCK Main,Summit,TOP,P,SB,3,-260.0,72.5%,8200,2.1,3.2,4.3,274.1,24.8,98.5,47.0,29.5,54.29,54.29,100,,37,6.6
48505,vs DYN,LCK Main,Keine,MID,P,APK,3,202.5,33.1%,8200,2.2,2.3,3.6,272.1,16.4,72.4,37.4,22.4,38.78,38.78,100,,40,4.7
