slate,Opp,Title,Player,Pos,Start,Team,BestOf,Odds,Win %,Salary,AvgKill,AvgDth,AvgAst,AvgCS,Floor,Ceiling,Avg,StD,FC Proj,My Proj,Exp.,Used,Con.,Value
47928,vs MSF,LEC Main,Perkz,ADC,P,G2,1,-285.0,74.1%,10200,4.2,2.6,5.3,282.9,0.0,91.9,43.5,45.0,24.41,24.41,100,,0,2.4
47928,vs XL,LEC Main,Rekkles,ADC,P,FNC,1,-192.5,65.8%,10000,3.8,1.3,6.5,308.0,0.0,80.0,38.4,32.4,31.4,31.4,100,,16,3.1
47928,vs VIT,LEC Main,Neon,ADC,P,S04,1,-122.5,54.9%,9800,2.7,2.6,4.2,289.6,6.3,39.8,19.5,13.4,19.68,19.68,100,,31,2.0
47928,vs RGE,LEC Main,Carzzy,ADC,P,MAD,1,-117.5,54.1%,9700,3.9,2.0,6.1,250.7,0.0,73.9,36.0,34.0,22.88,22.88,100,,6,2.4
47928,vs SK,LEC Main,Upset,ADC,P,OG,1,-117.5,54.1%,9600,3.5,1.4,5.1,336.9,0.0,69.3,33.3,28.5,26.5,26.5,100,,14,2.8
47928,vs MSF,LEC Main,Caps,MID,P,G2,1,-285.0,74.1%,9300,4.6,2.5,7.3,266.1,0.0,104.5,49.3,49.8,29.78,29.78,100,,0,3.2
47928,vs OG,LEC Main,Crownshot,ADC,P,SK,1,117.5,46%,9200,2.8,1.7,4.2,341.7,10.9,39.1,21.8,11.3,22.15,22.15,100,,48,2.4
47928,vs MAD,LEC Main,Hans sama,ADC,P,RGE,1,117.5,46%,9100,3.5,1.6,4.8,307.9,3.0,55.8,28.6,21.1,24.1,24.1,100,,26,2.6
47928,vs S04,LEC Main,Comp,ADC,P,VIT,1,122.5,44.9%,8900,3.6,2.5,3.4,343.3,11.4,44.4,21.9,13.2,24.63,24.63,100,,40,2.8
47928,vs XL,LEC Main,Nemesis,MID,P,FNC,1,-192.5,65.8%,8900,2.9,2.1,5.3,292.2,0.0,65.6,31.0,28.4,23.02,23.02,100,,8,2.6
47928,vs VIT,LEC Main,Abbedagge,MID,P,S04,1,-122.5,54.9%,8800,3.2,2.3,4.0,348.3,21.9,52.4,21.6,12.2,34.14,34.14,100,,44,3.9
