slate,Opp,Title,Player,Pos,Start,Team,BestOf,Odds,Win %,Salary,AvgKill,AvgDth,AvgAst,AvgCS,Floor,Ceiling,Avg,StD,FC Proj,My Proj,Exp.,Used,Con.,Value
48774,vs GG,LEC LCS Playoffs,Doublelift,ADC,P,TSM,5,-150.0,59.9%,10200,3.3,1.7,3.3,347.3,66.9,120.6,26.0,21.5,88.35,88.35,100,,17,8.7
48774,vs FNC,LEC LCS Playoffs,Hans sama,ADC,P,RGE,5,-125.0,55.6%,9800,3.7,1.8,4.7,312.2,41.2,92.4,28.2,20.5,61.65,61.65,100,,27,6.3
48774,vs GG,LEC LCS Playoffs,Bjergsen,MID,P,TSM,5,-150.0,59.9%,9400,3.4,1.5,5.1,295.8,53.2,136.7,35.7,33.4,86.59,86.59,100,,6,9.2
48774,vs RGE,LEC LCS Playoffs,Rekkles,ADC,P,FNC,5,125.0,44.4%,9400,3.9,1.5,6.7,303.9,33.4,111.1,37.9,31.1,64.46,64.46,100,,18,6.9
48774,vs FNC,LEC LCS Playoffs,Larssen,MID,P,RGE,5,-125.0,55.6%,9000,4.5,1.7,4.2,317.8,52.9,98.2,29.4,18.1,71.04,71.04,100,,38,7.9
48774,vs TSM,LEC LCS Playoffs,FBI,ADC,P,GG,5,150.0,40%,8900,3.0,1.6,4.2,339.8,37.9,83.4,26.0,18.2,56.05,56.05,100,,30,6.3
48774,vs RGE,LEC LCS Playoffs,Nemesis,MID,P,FNC,5,125.0,44.4%,8800,3.0,2.2,5.5,295.4,37.2,104.7,31.0,27.0,64.23,64.23,100,,13,7.3
48774,vs GG,LEC LCS Playoffs,Spica,JNG,P,TSM,5,-150.0,59.9%,8500,1.8,2.3,6.1,173.4,65.3,131.8,26.5,26.6,91.94,91.94,100,,0,10.8
48774,vs GG,LEC LCS Playoffs,Broken Blade,TOP,P,TSM,5,-150.0,59.9%,8300,2.4,2.2,5.2,257.5,49.7,125.9,30.6,30.5,80.19,80.19,100,,0,9.7
48774,vs TSM,LEC LCS Playoffs,Damonte,MID,P,GG,5,150.0,40%,8200,1.8,1.9,6.0,317.6,14.7,67.5,27.3,21.1,35.81,35.81,100,,23,4.4
48774,vs FNC,LEC LCS Playoffs,Inspired,JNG,P,RGE,5,-125.0,55.6%,8100,1.8,1.5,7.3,161.1,37.7,82.9,24.7,18.1,55.77,55.77,100,,27,6.9
48774,vs GG,LEC LCS Playoffs,Treatz,SUP,P,TSM,5,-150.0,59.9%,8000,0.6,1.6,9.5,43.2,11.6,78.4,30.6,26.7,38.3,38.3,100,,13,4.8
48774,vs FNC,LEC LCS Playoffs,Finn,TOP,P,RGE,5,-125.0,55.6%,7900,1.9,2.5,5.3,246.2,49.2,99.9,21.9,20.3,69.48,69.48,100,,7,8.8
48774,vs GG,LEC LCS Playoffs,Team SoloMid,TEAM,Y,TSM,5,-150.0,59.9%,7900,0.0,0.0,0.0,0.0,24.0,78.5,22.1,21.8,45.77,45.77,100,,1,5.8
48774,vs RGE,LEC LCS Playoffs,SelfMade,JNG,P,FNC,5,125.0,44.4%,7800,3.7,2.4,6.5,183.9,21.1,99.9,33.3,31.5,52.61,52.61,100,,5,6.7
48774,vs FNC,LEC LCS Playoffs,Rogue,TEAM,Y,RGE,5,-125.0,55.6%,7600,0.0,0.0,0.0,0.0,28.9,59.7,17.2,12.3,41.24,41.24,100,,28,5.4
48774,vs GG,LEC LCS Playoffs,Biofrost,SUP,P,TSM,5,-150.0,59.9%,7600,1.0,2.3,7.7,38.1,52.9,92.9,19.8,16.0,68.92,68.92,100,,19,9.1
48774,vs RGE,LEC LCS Playoffs,Bwipo,TOP,P,FNC,5,125.0,44.4%,7600,3.1,3.4,6.5,230.2,17.0,87.5,30.3,28.2,45.15,45.15,100,,7,5.9
48774,vs FNC,LEC LCS Playoffs,Vander,SUP,P,RGE,5,-125.0,55.6%,7500,0.9,1.7,7.4,36.6,28.8,61.5,18.4,13.1,41.87,41.87,100,,29,5.6
48774,vs TSM,LEC LCS Playoffs,Closer,JNG,P,GG,5,150.0,40%,7500,2.3,2.3,5.1,199.6,29.7,74.7,22.4,18.0,47.73,47.73,100,,20,6.4
48774,vs RGE,LEC LCS Playoffs,Fnatic,TEAM,Y,FNC,5,125.0,44.4%,7400,0.0,0.0,0.0,0.0,21.7,74.9,21.8,21.3,42.95,42.95,100,,2,5.8
48774,vs RGE,LEC LCS Playoffs,Hylissang,SUP,P,FNC,5,125.0,44.4%,7300,0.9,4.0,8.1,49.5,0.6,68.6,21.9,27.2,27.82,27.82,100,,0,3.8
48774,vs TSM,LEC LCS Playoffs,Hauntzer,TOP,P,GG,5,150.0,40%,7200,2.4,2.5,4.2,290.5,24.2,67.4,22.0,17.3,41.48,41.48,100,,21,5.8
48774,vs TSM,LEC LCS Playoffs,Golden Guardians,TEAM,Y,GG,5,150.0,40%,7100,0.0,0.0,0.0,0.0,22.8,56.8,16.1,13.6,36.44,36.44,100,,16,5.1
48774,vs TSM,LEC LCS Playoffs,huhi,SUP,P,GG,5,150.0,40%,7000,0.7,2.5,7.3,34.6,11.8,55.8,18.5,17.6,29.4,29.4,100,,5,4.2
48774,vs GG,LEC LCS Playoffs,Doublelift - STAR,ADC,P,TSM,5,-150.0,59.9%,10200,3.3,1.7,3.3,347.3,66.9,120.6,26.0,21.5,132.53,132.53,100,,17,8.7
48774,vs FNC,LEC LCS Playoffs,Hans sama - STAR,ADC,P,RGE,5,-125.0,55.6%,9800,3.7,1.8,4.7,312.2,41.2,92.4,28.2,20.5,92.48,92.48,100,,27,6.3
48774,vs GG,LEC LCS Playoffs,Bjergsen - STAR,MID,P,TSM,5,-150.0,59.9%,9400,3.4,1.5,5.1,295.8,53.2,136.7,35.7,33.4,129.89,129.89,100,,6,9.2
48774,vs RGE,LEC LCS Playoffs,Rekkles - STAR,ADC,P,FNC,5,125.0,44.4%,9400,3.9,1.5,6.7,303.9,33.4,111.1,37.9,31.1,96.69,96.69,100,,18,6.9
48774,vs FNC,LEC LCS Playoffs,Larssen - STAR,MID,P,RGE,5,-125.0,55.6%,9000,4.5,1.7,4.2,317.8,52.9,98.2,29.4,18.1,106.56,106.56,100,,38,7.9
48774,vs TSM,LEC LCS Playoffs,FBI - STAR,ADC,P,GG,5,150.0,40%,8900,3.0,1.6,4.2,339.8,37.9,83.4,26.0,18.2,84.08,84.08,100,,30,6.3
48774,vs RGE,LEC LCS Playoffs,Nemesis - STAR,MID,P,FNC,5,125.0,44.4%,8800,3.0,2.2,5.5,295.4,37.2,104.7,31.0,27.0,96.35,96.35,100,,13,7.3
48774,vs GG,LEC LCS Playoffs,Spica - STAR,JNG,P,TSM,5,-150.0,59.9%,8500,1.8,2.3,6.1,173.4,65.3,131.8,26.5,26.6,137.91,137.91,100,,0,10.8
48774,vs GG,LEC LCS Playoffs,Broken Blade - STAR,TOP,P,TSM,5,-150.0,59.9%,8300,2.4,2.2,5.2,257.5,49.7,125.9,30.6,30.5,120.29,120.29,100,,0,9.7
48774,vs TSM,LEC LCS Playoffs,Damonte - STAR,MID,P,GG,5,150.0,40%,8200,1.8,1.9,6.0,317.6,14.7,67.5,27.3,21.1,53.72,53.72,100,,23,4.4
48774,vs FNC,LEC LCS Playoffs,Inspired - STAR,JNG,P,RGE,5,-125.0,55.6%,8100,1.8,1.5,7.3,161.1,37.7,82.9,24.7,18.1,83.66,83.66,100,,27,6.9
48774,vs GG,LEC LCS Playoffs,Treatz - STAR,SUP,P,TSM,5,-150.0,59.9%,8000,0.6,1.6,9.5,43.2,11.6,78.4,30.6,26.7,57.45,57.45,100,,13,4.8
48774,vs FNC,LEC LCS Playoffs,Finn - STAR,TOP,P,RGE,5,-125.0,55.6%,7900,1.9,2.5,5.3,246.2,49.2,99.9,21.9,20.3,104.22,104.22,100,,7,8.8
48774,vs RGE,LEC LCS Playoffs,SelfMade - STAR,JNG,P,FNC,5,125.0,44.4%,7800,3.7,2.4,6.5,183.9,21.1,99.9,33.3,31.5,78.92,78.92,100,,5,6.7
48774,vs GG,LEC LCS Playoffs,Biofrost - STAR,SUP,P,TSM,5,-150.0,59.9%,7600,1.0,2.3,7.7,38.1,52.9,92.9,19.8,16.0,103.38,103.38,100,,19,9.1
48774,vs RGE,LEC LCS Playoffs,Bwipo - STAR,TOP,P,FNC,5,125.0,44.4%,7600,3.1,3.4,6.5,230.2,17.0,87.5,30.3,28.2,67.73,67.73,100,,7,5.9
48774,vs FNC,LEC LCS Playoffs,Vander - STAR,SUP,P,RGE,5,-125.0,55.6%,7500,0.9,1.7,7.4,36.6,28.8,61.5,18.4,13.1,62.81,62.81,100,,29,5.6
48774,vs TSM,LEC LCS Playoffs,Closer - STAR,JNG,P,GG,5,150.0,40%,7500,2.3,2.3,5.1,199.6,29.7,74.7,22.4,18.0,71.6,71.6,100,,20,6.4
48774,vs RGE,LEC LCS Playoffs,Hylissang - STAR,SUP,P,FNC,5,125.0,44.4%,7300,0.9,4.0,8.1,49.5,0.6,68.6,21.9,27.2,41.73,41.73,100,,0,3.8
48774,vs TSM,LEC LCS Playoffs,Hauntzer - STAR,TOP,P,GG,5,150.0,40%,7200,2.4,2.5,4.2,290.5,24.2,67.4,22.0,17.3,62.22,62.22,100,,21,5.8
