id,site,league,slate,site_id,name,period,max_entries,max_entrants,cost,prizepool,places_paid,total_entrants,winning_score,mincash_score,startdate,winning_payout,mincash_payout,DateTime,Title,game_cnt,winner_cnt,winner,has_lineups
525476678,draftkings,LOL,38295,89715356,LOL $2.5K mini-MAX [150 Entry Max] (-LCS),2020-08-14,150,5945,0.5,2500.0,,,,,1597395600,,,2020-08-14 05:00:00,(LPL/LCS),2,0,,0
525192603,fanduel,LOL,48221,48221-236316197,$200 Fri LOL Minion Wave ($0.05 to Enter),2020-08-14,143,4790,0.05,200.0,,,,,1597392000,,,2020-08-14 04:00:00,LCK Main,2,0,,0
525476660,draftkings,LOL,38295,89715355,LOL $60K Shock Blast [$15K to 1st]  (LPL-LCS),2020-08-14,141,4705,15.0,60000.0,,,,,1597395600,,,2020-08-14 05:00:00,(LPL/LCS),2,0,,0
525476662,draftkings,LOL,38295,89715354,"LOL $8K Elder Dragon [$2K to 1st, 20 Entry Max] (LPL-LCS)",2020-08-14,20,2378,4.0,8000.0,,,,,1597395600,,,2020-08-14 05:00:00,(LPL/LCS),2,0,,0
525476681,draftkings,LOL,38295,89715336,LOL $2K First Blood (LPL-LCS),2020-08-14,20,2378,1.0,2000.0,,,,,1597395600,,,2020-08-14 05:00:00,(LPL/LCS),2,0,,0
525192609,fanduel,LOL,48221,48221-236316236,$10K Fri LOL Nexus ($2K to 1st),2020-08-14,64,2145,5.55,10000.0,,,,,1597392000,,,2020-08-14 04:00:00,LCK Main,2,0,,0
525486754,draftkings,LOL,38252,89715894,LOL $15K Kill Lane [$5K to 1st] (LCK),2020-08-14,44,1470,12.0,15000.0,,,,,1597392000,,,2020-08-14 04:00:00,(LCK),2,0,,0
525476691,draftkings,LOL,38295,89715335,LOL $300 Quarter Jukebox [Just $0.25!]  (LPL-LCS),2020-08-14,20,1426,0.25,300.0,,,,,1597395600,,,2020-08-14 05:00:00,(LPL/LCS),2,0,,0
525486769,draftkings,LOL,38252,89715884,LOL $300 Quarter Jukebox [Just $0.25!]  (LCK),2020-08-14,20,1426,0.25,300.0,,,,,1597392000,,,2020-08-14 04:00:00,(LCK),2,0,,0
525476693,draftkings,LOL,38295,89715339,LOL $100 Dime Time [Just $0.10!] (LPL-LCS),2020-08-14,20,1189,0.1,100.0,,,,,1597395600,,,2020-08-14 05:00:00,(LPL/LCS),2,0,,0
525486762,draftkings,LOL,38252,89715885,LOL $1K First Blood (LCK),2020-08-14,20,1189,1.0,1000.0,,,,,1597392000,,,2020-08-14 04:00:00,(LCK),2,0,,0
525486770,draftkings,LOL,38252,89715891,LOL $100 Dime Time [Just $0.10!] (LCK),2020-08-14,20,1189,0.1,100.0,,,,,1597392000,,,2020-08-14 04:00:00,(LCK),2,0,,0
525192607,fanduel,LOL,48221,48221-236316202,$200 Fri LOL Turret (Only $0.25 to Enter),2020-08-14,28,958,0.25,200.0,,,,,1597392000,,,2020-08-14 04:00:00,LCK Main,2,0,,0
525476696,draftkings,LOL,38295,89715641,LOL SUPERSatellite to $3M Kickoff Thursday Millionaire [4x] (LPL,2020-08-14,14,475,0.1,40.0,,,,,1597395600,,,2020-08-14 05:00:00,(LPL/LCS),2,0,,0
525476698,draftkings,LOL,38295,89715633,LOL SUPERSat to Fantasy Golf Millionaire [2x] (LPL-LCS),2020-08-14,14,475,0.1,40.0,,,,,1597395600,,,2020-08-14 05:00:00,(LPL/LCS),2,0,,0
525486757,draftkings,LOL,38252,89715887,LOL $1.5K Elder Dragon (LCK),2020-08-14,13,445,4.0,1500.0,,,,,1597392000,,,2020-08-14 04:00:00,(LCK),2,0,,0
525476682,draftkings,LOL,38295,89715341,LOL $750 Trident Slash [3 Entry Max] (-LCS),2020-08-14,3,297,3.0,750.0,,,,,1597395600,,,2020-08-14 05:00:00,(LPL/LCS),2,0,,0
525192606,fanduel,LOL,48221,48221-236316210,$200 Fri LOL Tower Dive (Single Entry),2020-08-14,1,238,1.0,200.0,,,,,1597392000,,,2020-08-14 04:00:00,LCK Main,2,0,,0
525476679,draftkings,LOL,38295,89715342,LOL $1K Solo Fight [Single Entry] (LPL-LCS),2020-08-14,1,237,5.0,1000.0,,,,,1597395600,,,2020-08-14 05:00:00,(LPL/LCS),2,0,,0
525476692,draftkings,LOL,38295,89715334,LOL $200 Daily Dollar [Single Entry]  (LPL-LCS),2020-08-14,1,237,1.0,200.0,,,,,1597395600,,,2020-08-14 05:00:00,(LPL/LCS),2,0,,0
525476697,draftkings,LOL,38295,89715639,LOL SUPERSatellite to $5M Fantasy Football Millionaire [9x] (LPL,2020-08-14,6,214,0.25,45.0,,,,,1597395600,,,2020-08-14 05:00:00,(LPL/LCS),2,0,,0
525486760,draftkings,LOL,38252,89715898,LOL $500 Trident Slash [3 Entry Max] (LCK),2020-08-14,3,198,3.0,500.0,,,,,1597392000,,,2020-08-14 04:00:00,(LCK),2,0,,0
525476695,draftkings,LOL,38295,89715642,LOL SUPERSatellite to $3M Kickoff Thursday Millionaire [4x] (LPL,2020-08-14,5,190,0.25,40.0,,,,,1597395600,,,2020-08-14 05:00:00,(LPL/LCS),2,0,,0
525476670,draftkings,LOL,38295,89715351,LOL Single Entry $5 Double Up (LPL-LCS),2020-08-14,1,172,5.0,750.0,,,,,1597395600,,,2020-08-14 05:00:00,(LPL/LCS),2,0,,0
