"Id","Position","First Name","Nickname","Last Name","FPPG","Played","Salary","Game","Team","Opponent","Injury Indicator","Injury Details","Tier","",""
"47928-120305","ADC","Perkz","Perkz","Perkz","43.69181685014205","22","10200","MG@G2","G2","MG","","","","",""
"47928-120318","ADC","Rekkles","Rekkles","Rekkles","34.81130318019701","23","10000","ES@FTC","FTC","ES","","","","",""
"47928-125946","ADC","Neon","Neon","Neon","32.48142787388393","14","9800","FCS@VIT","FCS","VIT","","","","",""
"47928-120359","ADC","Carzzy","Carzzy","Carzzy","37.6495653235394","23","9700","ROG@ML","ML","ROG","","","","",""
"47928-120312","ADC","Upset","Upset","Upset","37.15391208814538","23","9600","SKG@OG","OG","SKG","","","","",""
"47928-120306","MID","Caps","Caps","Caps","50.03833516438802","24","9300","MG@G2","G2","MG","","","","",""
"47928-120381","ADC","Crownshot","Crownshot","Crownshot","23.62799987792969","20","9200","SKG@OG","SKG","OG","","","","",""
"47928-120323","ADC","Hans sama","Hans sama","Hans sama","28.546364524147727","22","9100","ROG@ML","ROG","ML","","","","",""
"47928-120436","ADC","Comp","Comp","Comp","25.174000549316407","20","8900","FCS@VIT","VIT","FCS","","","","",""
"47928-120317","MID","Nemesis","Nemesis","Nemesis","27.597390879755434","23","8900","ES@FTC","FTC","ES","","","","",""
"47928-120373","MID","Abbedagge","Abbedagge","Abbedagge","22.52899932861328","20","8800","FCS@VIT","FCS","VIT","","","","",""
"47928-120304","JNG","Jankos","Jankos","Jankos","40.21083323160807","24","8800","MG@G2","G2","MG","","","","",""
"47928-120358","MID","Humanoid","Humanoid","Humanoid","35.460868503736414","23","8700","ROG@ML","ML","ROG","","","","",""
"47928-120366","ADC","Patrik","Patrik","Patrik","20.76199951171875","20","8600","ES@FTC","ES","FTC","","","","",""
"47928-120311","MID","Nukeduck","Nukeduck","Nukeduck","31.00956394361413","23","8600","SKG@OG","OG","SKG","","","","",""
"47928-120227","ADC","Kobbe","Kobbe","Kobbe","28.921819513494317","22","8500","MG@G2","MG","G2","","","","",""
"47928-120303","TOP","Wunder","Wunder","Wunder","35.436665852864586","24","8500","MG@G2","G2","MG","","","","",""
"47928-120316","JNG","Selfmade","Selfmade","Selfmade","30.204348356827445","23","8500","ES@FTC","FTC","ES","","","","",""
"47928-131333","MID","ZaZee","ZaZee","ZaZee","24.924999237060547","16","8400","SKG@OG","SKG","OG","","","","",""
"47928-120322","MID","Larssen","Larssen","Larssen","29.39454512162642","22","8300","ROG@ML","ROG","ML","","","","",""
"47928-120371","JNG","Gilius","Gilius","Gilius","19.826666259765624","15","8300","FCS@VIT","FCS","VIT","","","","",""
"47928-120314","TOP","Bwipo","Bwipo","Bwipo","26.047825025475543","23","8300","ES@FTC","FTC","ES","","","","",""
"47928-120332","JNG","Shadow","Shadow","Shadow","35.61043382727581","23","8200","ROG@ML","ML","ROG","","","","",""
"47928-120710","TEAM","G2 eSports","G2 eSports","G2 eSports","24.625","24","8100","MG@G2","G2","MG","","","","",""
"47928-120435","MID","Milica","Milica","Milica","18.277000427246094","20","8100","FCS@VIT","VIT","FCS","","","","",""
"47928-120308","SUP","Mikyx","Mikyx","Mikyx","33.43250020345052","24","8100","MG@G2","G2","MG","","","","",""
"47928-120310","JNG","Xerxe","Xerxe","Xerxe","27.750435207201086","23","8100","SKG@OG","OG","SKG","","","","",""
"47928-120369","MID","Special","Special","Special","13.583999633789062","20","8000","ES@FTC","ES","FTC","","","","",""
"47928-120370","TOP","Odoamne","Odoamne","Odoamne","19.855999755859376","20","8000","FCS@VIT","FCS","VIT","","","","",""
"47928-120375","ADC","Innaxe","Innaxe","Innaxe","12.488333384195963","12","8000","FCS@VIT","FCS","VIT","","","","",""
"47928-120374","ADC","FORG1VEN","FORG1VEN","FORG1VEN","0","9","8000","FCS@VIT","FCS","VIT","O","","","",""
"47928-120307","ADC","P1noy","P1noy","P1noy","2.507058760699104","17","8000","MG@G2","G2","MG","","","","",""
"47928-120327","MID","FEBIVEN","FEBIVEN","FEBIVEN","20.05047607421875","21","7900","MG@G2","MG","G2","","","","",""
"47928-120712","TEAM","Fnatic","Fnatic","Fnatic","20.47826086956522","23","7900","ES@FTC","FTC","ES","","","","",""
"47928-120331","TOP","Orome","Orome","Orome","29.067825980808426","23","7900","ROG@ML","ML","ROG","","","","",""
"47928-120379","JNG","Trick","Trick","Trick","17.482000732421874","20","7900","SKG@OG","SKG","OG","","","","",""
"47928-120321","JNG","Inspired","Inspired","Inspired","24.550908868963067","22","7800","ROG@ML","ROG","ML","","","","",""
"47928-120309","TOP","Alphari","Alphari","Alphari","27.151303498641305","23","7800","SKG@OG","OG","SKG","","","","",""
"47928-120319","SUP","Hylissang","Hylissang","Hylissang","19.02782672384511","23","7800","ES@FTC","FTC","ES","","","","",""
"47928-120717","TEAM","FC Schalke 04","FC Schalke 04","FC Schalke 04","13.4","20","7700","FCS@VIT","FCS","VIT","","","","",""
"47928-120376","SUP","Dreams","Dreams","Dreams","13.230588127585019","17","7700","FCS@VIT","FCS","VIT","","","","",""
"47928-120715","TEAM","Mad Lions","Mad Lions","Mad Lions","23.043478260869566","23","7600","ROG@ML","ML","ROG","","","","",""
"47928-120360","SUP","Kaiser","Kaiser","Kaiser","27.30608600118886","23","7600","ROG@ML","ML","ROG","","","","",""
"47928-120380","TOP","Jenax","Jenax","Jenax","19.925999450683594","20","7600","SKG@OG","SKG","OG","","","","",""
"47928-120433","JNG","Skeanz","Skeanz","Skeanz","19.501818570223723","11","7600","FCS@VIT","VIT","FCS","","","","",""
