"Id","Position","First Name","Nickname","Last Name","FPPG","Played","Salary","Game","Team","Opponent","Injury Indicator","Injury Details","Tier","",""
"47291-120359","ADC","Carzzy","Carzzy","Carzzy","40.185000610351565","20","10300","OG@ML","ML","OG","","","","",""
"47291-120305","ADC","Perkz","Perkz","Perkz","44.97263055098684","19","10000","VIT@G2","G2","VIT","","","","",""
"47291-120366","ADC","Patrik","Patrik","Patrik","20.228235581341913","17","9700","FCS@ES","ES","FCS","","","","",""
"47291-120318","ADC","Rekkles","Rekkles","Rekkles","37.492001342773435","20","9500","ROG@FTC","FTC","ROG","","","","",""
"47291-120323","ADC","Hans sama","Hans sama","Hans sama","29.308420281661185","19","9300","ROG@FTC","ROG","FTC","","","","",""
"47291-120358","MID","Humanoid","Humanoid","Humanoid","36.242001342773435","20","9300","OG@ML","ML","OG","","","","",""
"47291-120332","JNG","Shadow","Shadow","Shadow","37.6489990234375","20","9100","OG@ML","ML","OG","","","","",""
"47291-120227","ADC","Kobbe","Kobbe","Kobbe","31.146317331414473","19","9100","MG@SKG","MG","SKG","","","","",""
"47291-120306","MID","Caps","Caps","Caps","51.59619140625","21","9000","VIT@G2","G2","VIT","","","","",""
"47291-120369","MID","Special","Special","Special","12.903529447667738","17","8800","FCS@ES","ES","FCS","","","","",""
"47291-120381","ADC","Crownshot","Crownshot","Crownshot","24.303529627182904","17","8700","MG@SKG","SKG","MG","","","","",""
"47291-120304","JNG","Jankos","Jankos","Jankos","42.000953311011905","21","8700","VIT@G2","G2","VIT","","","","",""
"47291-125946","ADC","Neon","Neon","Neon","31.005454323508523","11","8500","FCS@ES","FCS","ES","","","","",""
"47291-120331","TOP","Orome","Orome","Orome","30.93900146484375","20","8400","OG@ML","ML","OG","","","","",""
"47291-120317","MID","Nemesis","Nemesis","Nemesis","29.423001098632813","20","8400","ROG@FTC","FTC","ROG","","","","",""
"47291-120363","JNG","Caedrel","Caedrel","Caedrel","13.516470516429228","17","8300","FCS@ES","ES","FCS","","","","",""
"47291-120303","TOP","Wunder","Wunder","Wunder","36.429524739583336","21","8300","VIT@G2","G2","VIT","","","","",""
"47291-120312","ADC","Upset","Upset","Upset","40.11400146484375","20","8300","OG@ML","OG","ML","","","","",""
"47291-120322","MID","Larssen","Larssen","Larssen","30.104209498355264","19","8200","ROG@FTC","ROG","FTC","","","","",""
"47291-120436","ADC","Comp","Comp","Comp","24.769410974839154","17","8100","VIT@G2","VIT","G2","","","","",""
"47291-120327","MID","FEBIVEN","FEBIVEN","FEBIVEN","20.815555148654514","18","8000","MG@SKG","MG","SKG","","","","",""
"47291-120360","SUP","Kaiser","Kaiser","Kaiser","29.183999633789064","20","8000","OG@ML","ML","OG","","","","",""
"47291-130612","TOP","Kryze","Kryze","Kryze","14.36153822678786","13","8000","FCS@ES","ES","FCS","","","","",""
"47291-120316","JNG","Selfmade","Selfmade","Selfmade","33.53500061035156","20","8000","ROG@FTC","FTC","ROG","","","","",""
"47291-120715","TEAM","Mad Lions","Mad Lions","Mad Lions","23.7","20","7900","OG@ML","ML","OG","","","","",""
"47291-120308","SUP","Mikyx","Mikyx","Mikyx","34.9971429734003","21","7900","VIT@G2","G2","VIT","","","","",""
"47291-120321","JNG","Inspired","Inspired","Inspired","25.395788895456416","19","7800","ROG@FTC","ROG","FTC","","","","",""
"47291-120710","TEAM","G2 eSports","G2 eSports","G2 eSports","24.904761904761905","21","7800","VIT@G2","G2","VIT","","","","",""
"47291-131333","MID","ZaZee","ZaZee","ZaZee","25.1953852726863","13","7800","MG@SKG","SKG","MG","","","","",""
"47291-120314","TOP","Bwipo","Bwipo","Bwipo","28.51300048828125","20","7800","ROG@FTC","FTC","ROG","","","","",""
"47291-120716","TEAM","Excel eSports","Excel eSports","Excel eSports","11.588235294117647","17","7700","FCS@ES","ES","FCS","","","","",""
"47291-120320","TOP","Finn","Finn","Finn","22.793683503803454","19","7600","ROG@FTC","ROG","FTC","","","","",""
"47291-120712","TEAM","Fnatic","Fnatic","Fnatic","22.35","20","7600","ROG@FTC","FTC","ROG","","","","",""
"47291-120367","SUP","Tore","Tore","Tore","9.589412016027113","17","7600","FCS@ES","ES","FCS","","","","",""
"47291-120325","TOP","Dan Dan","Dan Dan","Dan Dan","18.23666720920139","18","7500","MG@SKG","MG","SKG","","","","",""
"47291-120326","JNG","Razork","Razork","Razork","18.202223036024307","18","7500","MG@SKG","MG","SKG","","","","",""
"47291-120713","TEAM","Rogue","Rogue","Rogue","20.31578947368421","19","7500","ROG@FTC","ROG","FTC","","","","",""
"47291-120373","MID","Abbedagge","Abbedagge","Abbedagge","20.705882352941178","17","7500","FCS@ES","FCS","ES","","","","",""
"47291-120714","TEAM","Misfits Gaming","Misfits Gaming","Misfits Gaming","15.444444444444445","18","7400","MG@SKG","MG","SKG","","","","",""
"47291-120311","MID","Nukeduck","Nukeduck","Nukeduck","33.270999145507815","20","7400","OG@ML","OG","ML","","","","",""
"47291-120319","SUP","Hylissang","Hylissang","Hylissang","20.972000122070312","20","7400","ROG@FTC","FTC","ROG","","","","",""
"47291-120324","SUP","Vander","Vander","Vander","17.00631553248355","19","7300","ROG@FTC","ROG","FTC","","","","",""
"47291-120718","TEAM","SK Gaming","SK Gaming","SK Gaming","16.823529411764707","17","7300","MG@SKG","SKG","MG","","","","",""
"47291-120379","JNG","Trick","Trick","Trick","17.67411714441636","17","7300","MG@SKG","SKG","MG","","","","",""
"47291-120435","MID","Milica","Milica","Milica","16.851765352136947","17","7300","VIT@G2","VIT","G2","","","","",""
"47291-120717","TEAM","FC Schalke 04","FC Schalke 04","FC Schalke 04","12.411764705882353","17","7200","FCS@ES","FCS","ES","","","","",""
"47291-131858","SUP","Doss","Doss","Doss","9.712307856633114","13","7200","MG@SKG","MG","SKG","","","","",""
"47291-120371","JNG","Gilius","Gilius","Gilius","16.955000559488933","12","7200","FCS@ES","FCS","ES","","","","",""
"47291-120380","TOP","Jenax","Jenax","Jenax","20.608235078699447","17","7200","MG@SKG","SKG","MG","","","","",""
"47291-120711","TEAM","Origen","Origen","Origen","21.9","20","7100","OG@ML","OG","ML","","","","",""
"47291-120370","TOP","Odoamne","Odoamne","Odoamne","19.025882496553308","17","7100","FCS@ES","FCS","ES","","","","",""
"47291-120382","SUP","Limit","Limit","Limit","15.955293543198529","17","7100","MG@SKG","SKG","MG","","","","",""
"47291-120310","JNG","Xerxe","Xerxe","Xerxe","30.08299865722656","20","7100","OG@ML","OG","ML","","","","",""
"47291-120719","TEAM","Team Vitality","Team Vitality","Team Vitality","14.647058823529411","17","7000","VIT@G2","VIT","G2","","","","",""
"47291-120372","JNG","Lurox","Lurox","Lurox","7.965000152587891","12","7000","FCS@ES","FCS","ES","","","","",""
"47291-120376","SUP","Dreams","Dreams","Dreams","11.430000305175781","14","7000","FCS@ES","FCS","ES","","","","",""
"47291-120433","JNG","Skeanz","Skeanz","Skeanz","20.149999618530273","8","7000","VIT@G2","VIT","G2","","","","",""
"47291-120309","TOP","Alphari","Alphari","Alphari","29.339999389648437","20","7000","OG@ML","OG","ML","","","","",""
