"Id","Position","First Name","Nickname","Last Name","FPPG","Played","Salary","Game","Team","Opponent","Injury Indicator","Injury Details","Tier","",""
"47191-122714","ADC","Teddy","Teddy","Teddy","78.23882697610294","17","10200","T1@HLE","T1","HLE","","","","",""
"47191-122760","ADC","Deft","Deft","Deft","75.7282355813419","17","10000","DRX@GEN","DRX","GEN","","","","",""
"47191-122918","ADC","Lwx","Lwx","Lwx","81.78666687011719","24","9800","EDG@FPX","FPX","EDG","","","","",""
"47191-123007","ADC","iBoy","iBoy","iBoy","68.83374786376953","16","9500","VG@OMG","VG","OMG","","","","",""
"47191-122704","ADC","Ruler","Ruler","Ruler","75.30777994791667","18","9200","DRX@GEN","GEN","DRX","","","","",""
"47191-122712","MID","Faker","Faker","Faker","70.68470674402573","17","9200","T1@HLE","T1","HLE","","","","",""
"47191-122758","MID","Chovy","Chovy","Chovy","75.63882266773896","17","9000","DRX@GEN","DRX","GEN","","","","",""
"47191-122999","ADC","Smlz","Smlz","Smlz","56.179999856387866","17","8800","VG@OMG","OMG","VG","","","","",""
"47191-122917","MID","Doinb","Doinb","Doinb","83.68916829427083","24","8700","EDG@FPX","FPX","EDG","","","","",""
"47191-122710","JNG","Cuzz","Cuzz","Cuzz","52.574666341145836","15","8700","T1@HLE","T1","HLE","","","","",""
"47191-122757","JNG","Pyosik","Pyosik","Pyosik","71.32823270909927","17","8500","DRX@GEN","DRX","GEN","","","","",""
"47191-122709","TOP","Canna","Canna","Canna","66.41058708639706","17","8500","T1@HLE","T1","HLE","","","","",""
"47191-122985","ADC","Hope","Hope","Hope","77.55777994791667","18","8500","EDG@FPX","EDG","FPX","","","","",""
"47191-123006","MID","Zeka","Zeka","Zeka","41.2953866811899","13","8500","VG@OMG","VG","OMG","","","","",""
"47191-122711","JNG","Ellim","Ellim","Ellim","21.73800048828125","10","8400","T1@HLE","T1","HLE","","","","",""
"47191-122915","JNG","Tian","Tian","Tian","70.51666768391927","24","8300","EDG@FPX","FPX","EDG","","","","",""
"47191-122703","MID","Bdd","Bdd","Bdd","70.67555745442708","18","8300","DRX@GEN","GEN","DRX","","","","",""
"47191-122756","TOP","Doran","Doran","Doran","62.95529354319853","17","8200","DRX@GEN","DRX","GEN","","","","",""
"47191-122959","ADC","Viper","Viper","GRF","51.401248931884766","16","8200","T1@HLE","HLE","T1","","","","",""
"47191-122896","JNG","Leyan","Leyan","Leyan","36.507778591579864","18","8000","VG@OMG","VG","OMG","","","","",""
"47191-122913","TOP","GimGoon","GimGoon","GimGoon","27.812941607306986","17","8000","EDG@FPX","FPX","EDG","","","","",""
"47191-122716","SUP","Effort","Effort","Effort","48.749411190257355","17","8000","T1@HLE","T1","HLE","","","","",""
"47191-122997","MID","icon","icon","icon","56.003529268152576","17","8000","VG@OMG","OMG","VG","","","","",""
"47191-122702","JNG","Clid","Clid","Clid","61.230000813802086","18","7900","DRX@GEN","GEN","DRX","","","","",""
"47191-122718","TEAM","T1","T1","T1","47.76470588235294","17","7900","T1@HLE","T1","HLE","","","","",""
"47191-122761","SUP","Keria","Keria","Keria","59.56823371438419","17","7800","DRX@GEN","DRX","GEN","","","","",""
"47191-122762","TEAM","DragonX","DragonX","DragonX","49.94117647058823","17","7800","DRX@GEN","DRX","GEN","","","","",""
"47191-122914","TOP","Khan","Khan","Khan","52.298095703125","21","7800","EDG@FPX","FPX","EDG","","","","",""
"47191-122701","TOP","Rascal","Rascal","Rascal","60.301113552517364","18","7700","DRX@GEN","GEN","DRX","","","","",""
"47191-123092","TEAM","FunPlus Phoenix","FunPlus Phoenix","FunPlus Phoenix","48.041666666666664","24","7700","EDG@FPX","FPX","EDG","","","","",""
"47191-123099","TEAM","Vici Gaming","Vici Gaming","Vici Gaming","38.4375","16","7700","VG@OMG","VG","OMG","","","","",""
"47191-122984","MID","Scout","Scout","Scout","75.12526341488487","19","7700","EDG@FPX","EDG","FPX","","","","",""
"47191-123003","JNG","Aix","Aix","Aix","43.87571498325893","14","7700","VG@OMG","VG","OMG","","","","",""
"47191-122919","SUP","Crisp","Crisp","Crisp","52.126668294270836","24","7600","EDG@FPX","FPX","EDG","","","","",""
"47191-122707","TEAM","GenG","GenG","GenG","48.111111111111114","18","7600","DRX@GEN","GEN","DRX","","","","",""
"47191-122996","JNG","H4cker","H4cker","H4cker","46.56117517807905","17","7600","VG@OMG","OMG","VG","","","","",""
"47191-123001","TOP","Cube","Cube","Cube","57.782501220703125","16","7600","VG@OMG","VG","OMG","","","","",""
"47191-123098","TEAM","Oh My God","Oh My God","Oh My God","32.76470588235294","17","7500","VG@OMG","OMG","VG","","","","",""
"47191-123008","SUP","Maestro","Maestro","Maestro","5.970000076293945","10","7400","VG@OMG","VG","OMG","","","","",""
"47191-123096","TEAM","Edward Gaming","Edward Gaming","Edward Gaming","42.89473684210526","19","7400","EDG@FPX","EDG","FPX","","","","",""
"47191-122995","TOP","Curse","Curse","Curse","48.962352079503674","17","7400","VG@OMG","OMG","VG","","","","",""
"47191-131336","MID","Mireu","Mireu","Mireu","29.495999145507813","5","7300","T1@HLE","HLE","T1","","","","",""
"47191-122981","JNG","JieJie","JieJie","JieJie","47.150001525878906","16","7300","EDG@FPX","EDG","FPX","","","","",""
"47191-122867","TEAM","Hanwha Life Esports","Hanwha Life Esports","Hanwha Life Esports","24.6","15","7300","T1@HLE","HLE","T1","","","","",""
"47191-122705","SUP","Life","Life","Life","42.5099983215332","16","7200","DRX@GEN","GEN","DRX","","","","",""
"47191-122980","TOP","Xiaoxiang","Xiaoxiang","Xiaoxiang","10.655384944035458","13","7200","EDG@FPX","EDG","FPX","","","","",""
"47191-122862","JNG","Haru","Haru","Haru","36.555999755859375","10","7100","T1@HLE","HLE","T1","","","","",""
"47191-123000","SUP","cold","cold","cold","36.925881778492645","17","7100","VG@OMG","OMG","VG","","","","",""
"47191-123009","SUP","Hang","Hang","Hang","37.70933430989583","15","7000","VG@OMG","VG","OMG","","","","",""
