"Id","Position","First Name","Nickname","Last Name","FPPG","Played","Salary","Game","Team","Opponent","Injury Indicator","Injury Details","Tier","",""
"47751-122714","ADC","Teddy","Teddy","Teddy","78.51199951171876","20","10200","SHO@T1","T1","SHO","","","","",""
"47751-131343","ADC","SamD","SamD","SamD","66.87333170572917","15","9900","V5@RW","V5","RW","","","","",""
"47751-123049","ADC","GALA","GALA","GALA","78.62727494673295","11","9700","RNG@BLG","RNG","BLG","","","","",""
"47751-122858","ADC","Ghost","Ghost","Ghost","70.9526302939967","19","9500","DWG@GEN","DWG","GEN","","","","",""
"47751-122704","ADC","Ruler","Ruler","Ruler","77.09600219726562","20","9300","DWG@GEN","GEN","DWG","","","","",""
"47751-123057","ADC","Wings","Wings","Wings","45.77052708675987","19","9000","RNG@BLG","BLG","RNG","","","","",""
"47751-137274","MID","Clozer","Clozer","Clozer","59.779998779296875","1","9000","SHO@T1","T1","SHO","","","","",""
"47751-123065","ADC","ZWuji","ZWuji","ZWuji","63.63800048828125","20","8900","V5@RW","RW","V5","","","","",""
"47751-122712","MID","Faker","Faker","Faker","65.44842208059211","19","8900","SHO@T1","T1","SHO","","","","",""
"47751-123013","MID","Mole","Mole","Mole","55.615997314453125","20","8800","V5@RW","V5","RW","","","","",""
"47751-122953","ADC","Betty","Betty","Betty","49.82947419819079","19","8800","RNG@BLG","RNG","BLG","","","","",""
"47751-122709","TOP","Canna","Canna","Canna","67.13599853515625","20","8700","SHO@T1","T1","SHO","","","","",""
"47751-122943","ADC","HyBriD","HyBriD","HyBriD","45.46111043294271","18","8600","SHO@T1","SHO","T1","","","","",""
"47751-122951","MID","Xiaohu","Xiaohu","Xiaohu","71.4260009765625","20","8600","RNG@BLG","RNG","BLG","","","","",""
"47751-122710","JNG","Cuzz","Cuzz","Cuzz","55.67999945746528","18","8600","SHO@T1","T1","SHO","","","","",""
"47751-123015","ADC","y4","y4","y4","16.171249389648438","16","8500","V5@RW","V5","RW","","","","",""
"47751-123037","TOP","Biubiu","Biubiu","Biubiu","46.43555704752604","18","8500","V5@RW","V5","RW","","","","",""
"47751-122942","ADC","Trigger","Trigger","Trigger","3.237499952316284","8","8500","SHO@T1","SHO","T1","","","","",""
"47751-122715","ADC","Gumayusi","Gumayusi","Gumayusi","0","9","8500","SHO@T1","T1","SHO","","","","",""
"47751-122857","ADC","Nuclear","Nuclear","Nuclear","2.857142857142857","7","8500","DWG@GEN","DWG","GEN","","","","",""
"47751-122856","MID","ShowMaker","ShowMaker","ShowMaker","81.59578664679276","19","8500","DWG@GEN","DWG","GEN","","","","",""
"47751-123041","JNG","Weiwei","Weiwei","Weiwei","55.578887939453125","18","8400","V5@RW","V5","RW","","","","",""
"47751-122703","MID","Bdd","Bdd","Bdd","72.33099975585938","20","8400","DWG@GEN","GEN","DWG","","","","",""
