"Id","Position","First Name","Nickname","Last Name","FPPG","Played","Salary","Game","Team","Opponent","Injury Indicator","Injury Details","Tier","",""
"47556-122918","ADC","Lwx","Lwx","Lwx","82.5484619140625","26","10300","DMO@FPX","FPX","DMO","","","","",""
"47556-123033","ADC","Kramer","Kramer","Kramer","66.30700073242187","20","9900","LGD@BLG","LGD","BLG","","","","",""
"47556-123057","ADC","Wings","Wings","Wings","44.328887939453125","18","9400","LGD@BLG","BLG","LGD","","","","",""
"47556-122917","MID","Doinb","Doinb","Doinb","83.77000075120192","26","9300","DMO@FPX","FPX","DMO","","","","",""
"47556-123047","MID","xiye","xiye","xiye","64.29368189761513","19","9000","LGD@BLG","LGD","BLG","","","","",""
"47556-133762","ADC","Xubin","Xubin","Xubin","49.082000732421875","10","8900","DMO@FPX","DMO","FPX","","","","",""
"47556-122915","JNG","Tian","Tian","Tian","69.86692457932692","26","8800","DMO@FPX","FPX","DMO","","","","",""
"47556-123055","MID","FoFo","FoFo","FoFo","65.20900268554688","20","8800","LGD@BLG","BLG","LGD","","","","",""
"47556-122913","TOP","GimGoon","GimGoon","GimGoon","31.5747359426398","19","8400","DMO@FPX","FPX","DMO","","","","",""
"47556-123048","MID","Twila","Twila","Twila","37.302222357855904","18","8400","DMO@FPX","DMO","FPX","","","","",""
"47556-123030","JNG","Peanut","Peanut","Peanut","60.7760009765625","20","8200","LGD@BLG","LGD","BLG","","","","",""
"47556-122919","SUP","Crisp","Crisp","Crisp","52.05461707481971","26","8000","DMO@FPX","FPX","DMO","","","","",""
"47556-122947","TOP","Langx","Langx","Langx","55.514288039434526","21","7900","LGD@BLG","LGD","BLG","","","","",""
"47556-122914","TOP","Khan","Khan","Khan","49.92090953480113","22","7900","DMO@FPX","FPX","DMO","","","","",""
"47556-123092","TEAM","FunPlus Phoenix","FunPlus Phoenix","FunPlus Phoenix","48.11538461538461","26","7800","DMO@FPX","FPX","DMO","","","","",""
"47556-123054","JNG","Meteor","Meteor","Meteor","54.33473607113487","19","7800","LGD@BLG","BLG","LGD","","","","",""
"47556-123050","SUP","Mark","Mark","Mark","47.691579718338815","19","7700","LGD@BLG","LGD","BLG","","","","",""
"47556-123036","TEAM","LGD Gaming","LGD Gaming","LGD Gaming","41.95","20","7600","LGD@BLG","LGD","BLG","","","","",""
"47556-123053","TOP","Kingen","Kingen","Kingen","42.25368459601151","19","7600","LGD@BLG","BLG","LGD","","","","",""
"47556-133761","TOP","Chelizi","Chelizi","Chelizi","45.667999267578125","10","7500","DMO@FPX","DMO","FPX","","","","",""
"47556-123102","TEAM","Bilibili Gaming","Bilibili Gaming","Bilibili Gaming","39.3","20","7400","LGD@BLG","BLG","LGD","","","","",""
"47556-123045","JNG","Xiaopeng","Xiaopeng","Xiaopeng","49.02736944901316","19","7400","DMO@FPX","DMO","FPX","","","","",""
"47556-123058","SUP","XinMo","XinMo","XinMo","39.91700134277344","20","7300","LGD@BLG","BLG","LGD","","","","",""
"47556-123051","TEAM","Dominus Esports","Dominus Esports","Dominus Esports","30.68421052631579","19","7200","DMO@FPX","DMO","FPX","","","","",""
"47556-135009","SUP","Yui","Yui","Yui","23.83666737874349","6","7000","DMO@FPX","DMO","FPX","","","","",""
"47556-131338","TOP","Garvey","Garvey","Garvey","1.3688888549804688","9","6200","LGD@BLG","LGD","BLG","","","","",""
"47556-131337","JNG","l3est16","l3est16","l3est16","19.015555487738716","9","6200","LGD@BLG","BLG","LGD","","","","",""
"47556-123027","TOP","Lies","Lies","Lies","17.065333048502605","15","6200","LGD@BLG","LGD","BLG","","","","",""
"47556-123031","MID","Yuuki","Yuuki","Yuuki","18.171999104817708","15","6200","LGD@BLG","LGD","BLG","","","","",""
"47556-123034","SUP","Killua","Killua","Killua","15.425333658854166","15","6200","LGD@BLG","LGD","BLG","","","","",""
"47556-131678","ADC","Helper","Helper","Helper","10.426666259765625","9","6200","DMO@FPX","DMO","FPX","","","","",""
"47556-131679","SUP","Mitsuki","Mitsuki","Mitsuki","16.652000427246094","10","6200","DMO@FPX","DMO","FPX","","","","",""
"47556-123044","TOP","Natural","Natural","Natural","25.515714372907365","14","6200","DMO@FPX","DMO","FPX","","","","",""
"47556-123046","JNG","bless","bless","bless","0","12","6200","DMO@FPX","DMO","FPX","","","","",""
"47556-123052","TOP","ADD","ADD","ADD","16.995714460100448","14","6200","LGD@BLG","BLG","LGD","","","","",""
"47556-123056","SUP","Jinjiao","Jinjiao","Jinjiao","35.08428519112723","14","6200","LGD@BLG","BLG","LGD","","","","",""
